d_week_seq1|r1|r2|r3|r4|r5|r6|round
5280|1.09|0.97|0.80|1.17|0.91|0.84|1.14
5280|1.09|0.97|0.80|1.17|0.91|0.84|1.14
5280|1.09|0.97|0.80|1.17|0.91|0.84|1.14
5280|1.09|0.97|0.80|1.17|0.91|0.84|1.14
5280|1.09|0.97|0.80|1.17|0.91|0.84|1.14
5280|1.09|0.97|0.80|1.17|0.91|0.84|1.14
5280|1.09|0.97|0.80|1.17|0.91|0.84|1.14
5280|1.09|0.97|0.80|1.17|0.91|0.84|1.14
5280|1.09|0.97|0.80|1.17|0.91|0.84|1.14
5280|1.09|0.97|0.80|1.17|0.91|0.84|1.14
5280|1.09|0.97|0.80|1.17|0.91|0.84|1.14
5280|1.09|0.97|0.80|1.17|0.91|0.84|1.14
5280|1.09|0.97|0.80|1.17|0.91|0.84|1.14
5280|1.09|0.97|0.80|1.17|0.91|0.84|1.14
5280|1.09|0.97|0.80|1.17|0.91|0.84|1.14
5280|1.09|0.97|0.80|1.17|0.91|0.84|1.14
5280|1.09|0.97|0.80|1.17|0.91|0.84|1.14
5280|1.09|0.97|0.80|1.17|0.91|0.84|1.14
5280|1.09|0.97|0.80|1.17|0.91|0.84|1.14
5280|1.09|0.97|0.80|1.17|0.91|0.84|1.14
5280|1.09|0.97|0.80|1.17|0.91|0.84|1.14
5280|1.09|0.97|0.80|1.17|0.91|0.84|1.14
5280|1.09|0.97|0.80|1.17|0.91|0.84|1.14
5280|1.09|0.97|0.80|1.17|0.91|0.84|1.14
5280|1.09|0.97|0.80|1.17|0.91|0.84|1.14
5280|1.09|0.97|0.80|1.17|0.91|0.84|1.14
5280|1.09|0.97|0.80|1.17|0.91|0.84|1.14
5280|1.09|0.97|0.80|1.17|0.91|0.84|1.14
5280|1.09|0.97|0.80|1.17|0.91|0.84|1.14
5280|1.09|0.97|0.80|1.17|0.91|0.84|1.14
5280|1.09|0.97|0.80|1.17|0.91|0.84|1.14
5280|1.09|0.97|0.80|1.17|0.91|0.84|1.14
5280|1.09|0.97|0.80|1.17|0.91|0.84|1.14
5280|1.09|0.97|0.80|1.17|0.91|0.84|1.14
5280|1.09|0.97|0.80|1.17|0.91|0.84|1.14
5280|1.09|0.97|0.80|1.17|0.91|0.84|1.14
5280|1.09|0.97|0.80|1.17|0.91|0.84|1.14
5280|1.09|0.97|0.80|1.17|0.91|0.84|1.14
5280|1.09|0.97|0.80|1.17|0.91|0.84|1.14
5280|1.09|0.97|0.80|1.17|0.91|0.84|1.14
5280|1.09|0.97|0.80|1.17|0.91|0.84|1.14
5280|1.09|0.97|0.80|1.17|0.91|0.84|1.14
5280|1.09|0.97|0.80|1.17|0.91|0.84|1.14
5280|1.09|0.97|0.80|1.17|0.91|0.84|1.14
5280|1.09|0.97|0.80|1.17|0.91|0.84|1.14
5280|1.09|0.97|0.80|1.17|0.91|0.84|1.14
5280|1.09|0.97|0.80|1.17|0.91|0.84|1.14
5280|1.09|0.97|0.80|1.17|0.91|0.84|1.14
5281|0.91|0.92|1.08|0.92|0.82|1.13|0.80
5281|0.91|0.92|1.08|0.92|0.82|1.13|0.80
5281|0.91|0.92|1.08|0.92|0.82|1.13|0.80
5281|0.91|0.92|1.08|0.92|0.82|1.13|0.80
5281|0.91|0.92|1.08|0.92|0.82|1.13|0.80
5281|0.91|0.92|1.08|0.92|0.82|1.13|0.80
5281|0.91|0.92|1.08|0.92|0.82|1.13|0.80
5281|0.91|0.92|1.08|0.92|0.82|1.13|0.80
5281|0.91|0.92|1.08|0.92|0.82|1.13|0.80
5281|0.91|0.92|1.08|0.92|0.82|1.13|0.80
5281|0.91|0.92|1.08|0.92|0.82|1.13|0.80
5281|0.91|0.92|1.08|0.92|0.82|1.13|0.80
5281|0.91|0.92|1.08|0.92|0.82|1.13|0.80
5281|0.91|0.92|1.08|0.92|0.82|1.13|0.80
5281|0.91|0.92|1.08|0.92|0.82|1.13|0.80
5281|0.91|0.92|1.08|0.92|0.82|1.13|0.80
5281|0.91|0.92|1.08|0.92|0.82|1.13|0.80
5281|0.91|0.92|1.08|0.92|0.82|1.13|0.80
5281|0.91|0.92|1.08|0.92|0.82|1.13|0.80
5281|0.91|0.92|1.08|0.92|0.82|1.13|0.80
5281|0.91|0.92|1.08|0.92|0.82|1.13|0.80
5281|0.91|0.92|1.08|0.92|0.82|1.13|0.80
5281|0.91|0.92|1.08|0.92|0.82|1.13|0.80
5281|0.91|0.92|1.08|0.92|0.82|1.13|0.80
5281|0.91|0.92|1.08|0.92|0.82|1.13|0.80
5281|0.91|0.92|1.08|0.92|0.82|1.13|0.80
5281|0.91|0.92|1.08|0.92|0.82|1.13|0.80
5281|0.91|0.92|1.08|0.92|0.82|1.13|0.80
5281|0.91|0.92|1.08|0.92|0.82|1.13|0.80
5281|0.91|0.92|1.08|0.92|0.82|1.13|0.80
5281|0.91|0.92|1.08|0.92|0.82|1.13|0.80
5281|0.91|0.92|1.08|0.92|0.82|1.13|0.80
5281|0.91|0.92|1.08|0.92|0.82|1.13|0.80
5281|0.91|0.92|1.08|0.92|0.82|1.13|0.80
5281|0.91|0.92|1.08|0.92|0.82|1.13|0.80
5281|0.91|0.92|1.08|0.92|0.82|1.13|0.80
5281|0.91|0.92|1.08|0.92|0.82|1.13|0.80
5281|0.91|0.92|1.08|0.92|0.82|1.13|0.80
5281|0.91|0.92|1.08|0.92|0.82|1.13|0.80
5281|0.91|0.92|1.08|0.92|0.82|1.13|0.80
5281|0.91|0.92|1.08|0.92|0.82|1.13|0.80
5281|0.91|0.92|1.08|0.92|0.82|1.13|0.80
5281|0.91|0.92|1.08|0.92|0.82|1.13|0.80
5281|0.91|0.92|1.08|0.92|0.82|1.13|0.80
5281|0.91|0.92|1.08|0.92|0.82|1.13|0.80
5281|0.91|0.92|1.08|0.92|0.82|1.13|0.80
5281|0.91|0.92|1.08|0.92|0.82|1.13|0.80
5281|0.91|0.92|1.08|0.92|0.82|1.13|0.80
5281|0.91|0.92|1.08|0.92|0.82|1.13|0.80
5282|1.25|1.17|1.09|1.03|1.18|0.88|1.11
5282|1.25|1.17|1.09|1.03|1.18|0.88|1.11
5282|1.25|1.17|1.09|1.03|1.18|0.88|1.11
5282|1.25|1.17|1.09|1.03|1.18|0.88|1.11
5282|1.25|1.17|1.09|1.03|1.18|0.88|1.11
5282|1.25|1.17|1.09|1.03|1.18|0.88|1.11
5282|1.25|1.17|1.09|1.03|1.18|0.88|1.11
5282|1.25|1.17|1.09|1.03|1.18|0.88|1.11
5282|1.25|1.17|1.09|1.03|1.18|0.88|1.11
5282|1.25|1.17|1.09|1.03|1.18|0.88|1.11
5282|1.25|1.17|1.09|1.03|1.18|0.88|1.11
5282|1.25|1.17|1.09|1.03|1.18|0.88|1.11
5282|1.25|1.17|1.09|1.03|1.18|0.88|1.11
5282|1.25|1.17|1.09|1.03|1.18|0.88|1.11
5282|1.25|1.17|1.09|1.03|1.18|0.88|1.11
5282|1.25|1.17|1.09|1.03|1.18|0.88|1.11
5282|1.25|1.17|1.09|1.03|1.18|0.88|1.11
5282|1.25|1.17|1.09|1.03|1.18|0.88|1.11
5282|1.25|1.17|1.09|1.03|1.18|0.88|1.11
5282|1.25|1.17|1.09|1.03|1.18|0.88|1.11
5282|1.25|1.17|1.09|1.03|1.18|0.88|1.11
5282|1.25|1.17|1.09|1.03|1.18|0.88|1.11
5282|1.25|1.17|1.09|1.03|1.18|0.88|1.11
5282|1.25|1.17|1.09|1.03|1.18|0.88|1.11
5282|1.25|1.17|1.09|1.03|1.18|0.88|1.11
5282|1.25|1.17|1.09|1.03|1.18|0.88|1.11
5282|1.25|1.17|1.09|1.03|1.18|0.88|1.11
5282|1.25|1.17|1.09|1.03|1.18|0.88|1.11
5282|1.25|1.17|1.09|1.03|1.18|0.88|1.11
5282|1.25|1.17|1.09|1.03|1.18|0.88|1.11
5282|1.25|1.17|1.09|1.03|1.18|0.88|1.11
5282|1.25|1.17|1.09|1.03|1.18|0.88|1.11
5282|1.25|1.17|1.09|1.03|1.18|0.88|1.11
5282|1.25|1.17|1.09|1.03|1.18|0.88|1.11
5282|1.25|1.17|1.09|1.03|1.18|0.88|1.11
5282|1.25|1.17|1.09|1.03|1.18|0.88|1.11
5282|1.25|1.17|1.09|1.03|1.18|0.88|1.11
5282|1.25|1.17|1.09|1.03|1.18|0.88|1.11
5282|1.25|1.17|1.09|1.03|1.18|0.88|1.11
5282|1.25|1.17|1.09|1.03|1.18|0.88|1.11
5282|1.25|1.17|1.09|1.03|1.18|0.88|1.11
5282|1.25|1.17|1.09|1.03|1.18|0.88|1.11
5282|1.25|1.17|1.09|1.03|1.18|0.88|1.11
5282|1.25|1.17|1.09|1.03|1.18|0.88|1.11
5282|1.25|1.17|1.09|1.03|1.18|0.88|1.11
5282|1.25|1.17|1.09|1.03|1.18|0.88|1.11
5282|1.25|1.17|1.09|1.03|1.18|0.88|1.11
5282|1.25|1.17|1.09|1.03|1.18|0.88|1.11
5282|1.25|1.17|1.09|1.03|1.18|0.88|1.11
5283|1.10|0.92|0.84|0.96|1.04|0.88|0.80
5283|1.10|0.92|0.84|0.96|1.04|0.88|0.80
5283|1.10|0.92|0.84|0.96|1.04|0.88|0.80
5283|1.10|0.92|0.84|0.96|1.04|0.88|0.80
5283|1.10|0.92|0.84|0.96|1.04|0.88|0.80
5283|1.10|0.92|0.84|0.96|1.04|0.88|0.80
5283|1.10|0.92|0.84|0.96|1.04|0.88|0.80
5283|1.10|0.92|0.84|0.96|1.04|0.88|0.80
5283|1.10|0.92|0.84|0.96|1.04|0.88|0.80
5283|1.10|0.92|0.84|0.96|1.04|0.88|0.80
5283|1.10|0.92|0.84|0.96|1.04|0.88|0.80
5283|1.10|0.92|0.84|0.96|1.04|0.88|0.80
5283|1.10|0.92|0.84|0.96|1.04|0.88|0.80
5283|1.10|0.92|0.84|0.96|1.04|0.88|0.80
5283|1.10|0.92|0.84|0.96|1.04|0.88|0.80
5283|1.10|0.92|0.84|0.96|1.04|0.88|0.80
5283|1.10|0.92|0.84|0.96|1.04|0.88|0.80
5283|1.10|0.92|0.84|0.96|1.04|0.88|0.80
5283|1.10|0.92|0.84|0.96|1.04|0.88|0.80
5283|1.10|0.92|0.84|0.96|1.04|0.88|0.80
5283|1.10|0.92|0.84|0.96|1.04|0.88|0.80
5283|1.10|0.92|0.84|0.96|1.04|0.88|0.80
5283|1.10|0.92|0.84|0.96|1.04|0.88|0.80
5283|1.10|0.92|0.84|0.96|1.04|0.88|0.80
5283|1.10|0.92|0.84|0.96|1.04|0.88|0.80
5283|1.10|0.92|0.84|0.96|1.04|0.88|0.80
5283|1.10|0.92|0.84|0.96|1.04|0.88|0.80
5283|1.10|0.92|0.84|0.96|1.04|0.88|0.80
5283|1.10|0.92|0.84|0.96|1.04|0.88|0.80
5283|1.10|0.92|0.84|0.96|1.04|0.88|0.80
5283|1.10|0.92|0.84|0.96|1.04|0.88|0.80
5283|1.10|0.92|0.84|0.96|1.04|0.88|0.80
5283|1.10|0.92|0.84|0.96|1.04|0.88|0.80
5283|1.10|0.92|0.84|0.96|1.04|0.88|0.80
5283|1.10|0.92|0.84|0.96|1.04|0.88|0.80
5283|1.10|0.92|0.84|0.96|1.04|0.88|0.80
5283|1.10|0.92|0.84|0.96|1.04|0.88|0.80
5283|1.10|0.92|0.84|0.96|1.04|0.88|0.80
5283|1.10|0.92|0.84|0.96|1.04|0.88|0.80
5283|1.10|0.92|0.84|0.96|1.04|0.88|0.80
5283|1.10|0.92|0.84|0.96|1.04|0.88|0.80
5283|1.10|0.92|0.84|0.96|1.04|0.88|0.80
5283|1.10|0.92|0.84|0.96|1.04|0.88|0.80
5283|1.10|0.92|0.84|0.96|1.04|0.88|0.80
5283|1.10|0.92|0.84|0.96|1.04|0.88|0.80
5283|1.10|0.92|0.84|0.96|1.04|0.88|0.80
5283|1.10|0.92|0.84|0.96|1.04|0.88|0.80
5283|1.10|0.92|0.84|0.96|1.04|0.88|0.80
5283|1.10|0.92|0.84|0.96|1.04|0.88|0.80
5284|0.93|1.10|0.99|0.80|0.97|1.00|0.99
5284|0.93|1.10|0.99|0.80|0.97|1.00|0.99
5284|0.93|1.10|0.99|0.80|0.97|1.00|0.99
5284|0.93|1.10|0.99|0.80|0.97|1.00|0.99
5284|0.93|1.10|0.99|0.80|0.97|1.00|0.99
5284|0.93|1.10|0.99|0.80|0.97|1.00|0.99
5284|0.93|1.10|0.99|0.80|0.97|1.00|0.99
5284|0.93|1.10|0.99|0.80|0.97|1.00|0.99
5284|0.93|1.10|0.99|0.80|0.97|1.00|0.99
5284|0.93|1.10|0.99|0.80|0.97|1.00|0.99
5284|0.93|1.10|0.99|0.80|0.97|1.00|0.99
5284|0.93|1.10|0.99|0.80|0.97|1.00|0.99
5284|0.93|1.10|0.99|0.80|0.97|1.00|0.99
5284|0.93|1.10|0.99|0.80|0.97|1.00|0.99
5284|0.93|1.10|0.99|0.80|0.97|1.00|0.99
5284|0.93|1.10|0.99|0.80|0.97|1.00|0.99
5284|0.93|1.10|0.99|0.80|0.97|1.00|0.99
5284|0.93|1.10|0.99|0.80|0.97|1.00|0.99
5284|0.93|1.10|0.99|0.80|0.97|1.00|0.99
5284|0.93|1.10|0.99|0.80|0.97|1.00|0.99
5284|0.93|1.10|0.99|0.80|0.97|1.00|0.99
5284|0.93|1.10|0.99|0.80|0.97|1.00|0.99
5284|0.93|1.10|0.99|0.80|0.97|1.00|0.99
5284|0.93|1.10|0.99|0.80|0.97|1.00|0.99
5284|0.93|1.10|0.99|0.80|0.97|1.00|0.99
5284|0.93|1.10|0.99|0.80|0.97|1.00|0.99
5284|0.93|1.10|0.99|0.80|0.97|1.00|0.99
5284|0.93|1.10|0.99|0.80|0.97|1.00|0.99
5284|0.93|1.10|0.99|0.80|0.97|1.00|0.99
5284|0.93|1.10|0.99|0.80|0.97|1.00|0.99
5284|0.93|1.10|0.99|0.80|0.97|1.00|0.99
5284|0.93|1.10|0.99|0.80|0.97|1.00|0.99
5284|0.93|1.10|0.99|0.80|0.97|1.00|0.99
5284|0.93|1.10|0.99|0.80|0.97|1.00|0.99
5284|0.93|1.10|0.99|0.80|0.97|1.00|0.99
5284|0.93|1.10|0.99|0.80|0.97|1.00|0.99
5284|0.93|1.10|0.99|0.80|0.97|1.00|0.99
5284|0.93|1.10|0.99|0.80|0.97|1.00|0.99
5284|0.93|1.10|0.99|0.80|0.97|1.00|0.99
5284|0.93|1.10|0.99|0.80|0.97|1.00|0.99
5284|0.93|1.10|0.99|0.80|0.97|1.00|0.99
5284|0.93|1.10|0.99|0.80|0.97|1.00|0.99
5284|0.93|1.10|0.99|0.80|0.97|1.00|0.99
5284|0.93|1.10|0.99|0.80|0.97|1.00|0.99
5284|0.93|1.10|0.99|0.80|0.97|1.00|0.99
5284|0.93|1.10|0.99|0.80|0.97|1.00|0.99
5284|0.93|1.10|0.99|0.80|0.97|1.00|0.99
5284|0.93|1.10|0.99|0.80|0.97|1.00|0.99
5284|0.93|1.10|0.99|0.80|0.97|1.00|0.99
5285|1.01|0.90|0.82|1.03|1.02|1.02|1.10
5285|1.01|0.90|0.82|1.03|1.02|1.02|1.10
5285|1.01|0.90|0.82|1.03|1.02|1.02|1.10
5285|1.01|0.90|0.82|1.03|1.02|1.02|1.10
5285|1.01|0.90|0.82|1.03|1.02|1.02|1.10
5285|1.01|0.90|0.82|1.03|1.02|1.02|1.10
5285|1.01|0.90|0.82|1.03|1.02|1.02|1.10
5285|1.01|0.90|0.82|1.03|1.02|1.02|1.10
5285|1.01|0.90|0.82|1.03|1.02|1.02|1.10
5285|1.01|0.90|0.82|1.03|1.02|1.02|1.10
5285|1.01|0.90|0.82|1.03|1.02|1.02|1.10
5285|1.01|0.90|0.82|1.03|1.02|1.02|1.10
5285|1.01|0.90|0.82|1.03|1.02|1.02|1.10
5285|1.01|0.90|0.82|1.03|1.02|1.02|1.10
5285|1.01|0.90|0.82|1.03|1.02|1.02|1.10
5285|1.01|0.90|0.82|1.03|1.02|1.02|1.10
5285|1.01|0.90|0.82|1.03|1.02|1.02|1.10
5285|1.01|0.90|0.82|1.03|1.02|1.02|1.10
5285|1.01|0.90|0.82|1.03|1.02|1.02|1.10
5285|1.01|0.90|0.82|1.03|1.02|1.02|1.10
5285|1.01|0.90|0.82|1.03|1.02|1.02|1.10
5285|1.01|0.90|0.82|1.03|1.02|1.02|1.10
5285|1.01|0.90|0.82|1.03|1.02|1.02|1.10
5285|1.01|0.90|0.82|1.03|1.02|1.02|1.10
5285|1.01|0.90|0.82|1.03|1.02|1.02|1.10
5285|1.01|0.90|0.82|1.03|1.02|1.02|1.10
5285|1.01|0.90|0.82|1.03|1.02|1.02|1.10
5285|1.01|0.90|0.82|1.03|1.02|1.02|1.10
5285|1.01|0.90|0.82|1.03|1.02|1.02|1.10
5285|1.01|0.90|0.82|1.03|1.02|1.02|1.10
5285|1.01|0.90|0.82|1.03|1.02|1.02|1.10
5285|1.01|0.90|0.82|1.03|1.02|1.02|1.10
5285|1.01|0.90|0.82|1.03|1.02|1.02|1.10
5285|1.01|0.90|0.82|1.03|1.02|1.02|1.10
5285|1.01|0.90|0.82|1.03|1.02|1.02|1.10
5285|1.01|0.90|0.82|1.03|1.02|1.02|1.10
5285|1.01|0.90|0.82|1.03|1.02|1.02|1.10
5285|1.01|0.90|0.82|1.03|1.02|1.02|1.10
5285|1.01|0.90|0.82|1.03|1.02|1.02|1.10
5285|1.01|0.90|0.82|1.03|1.02|1.02|1.10
5285|1.01|0.90|0.82|1.03|1.02|1.02|1.10
5285|1.01|0.90|0.82|1.03|1.02|1.02|1.10
5285|1.01|0.90|0.82|1.03|1.02|1.02|1.10
5285|1.01|0.90|0.82|1.03|1.02|1.02|1.10
5285|1.01|0.90|0.82|1.03|1.02|1.02|1.10
5285|1.01|0.90|0.82|1.03|1.02|1.02|1.10
5285|1.01|0.90|0.82|1.03|1.02|1.02|1.10
5285|1.01|0.90|0.82|1.03|1.02|1.02|1.10
5285|1.01|0.90|0.82|1.03|1.02|1.02|1.10
5286|0.94|0.96|1.09|1.12|1.03|1.06|0.94
5286|0.94|0.96|1.09|1.12|1.03|1.06|0.94
5286|0.94|0.96|1.09|1.12|1.03|1.06|0.94
5286|0.94|0.96|1.09|1.12|1.03|1.06|0.94
5286|0.94|0.96|1.09|1.12|1.03|1.06|0.94
5286|0.94|0.96|1.09|1.12|1.03|1.06|0.94
5286|0.94|0.96|1.09|1.12|1.03|1.06|0.94
5286|0.94|0.96|1.09|1.12|1.03|1.06|0.94
5286|0.94|0.96|1.09|1.12|1.03|1.06|0.94
5286|0.94|0.96|1.09|1.12|1.03|1.06|0.94
5286|0.94|0.96|1.09|1.12|1.03|1.06|0.94
5286|0.94|0.96|1.09|1.12|1.03|1.06|0.94
5286|0.94|0.96|1.09|1.12|1.03|1.06|0.94
5286|0.94|0.96|1.09|1.12|1.03|1.06|0.94
5286|0.94|0.96|1.09|1.12|1.03|1.06|0.94
5286|0.94|0.96|1.09|1.12|1.03|1.06|0.94
5286|0.94|0.96|1.09|1.12|1.03|1.06|0.94
5286|0.94|0.96|1.09|1.12|1.03|1.06|0.94
5286|0.94|0.96|1.09|1.12|1.03|1.06|0.94
5286|0.94|0.96|1.09|1.12|1.03|1.06|0.94
5286|0.94|0.96|1.09|1.12|1.03|1.06|0.94
5286|0.94|0.96|1.09|1.12|1.03|1.06|0.94
5286|0.94|0.96|1.09|1.12|1.03|1.06|0.94
5286|0.94|0.96|1.09|1.12|1.03|1.06|0.94
5286|0.94|0.96|1.09|1.12|1.03|1.06|0.94
5286|0.94|0.96|1.09|1.12|1.03|1.06|0.94
5286|0.94|0.96|1.09|1.12|1.03|1.06|0.94
5286|0.94|0.96|1.09|1.12|1.03|1.06|0.94
5286|0.94|0.96|1.09|1.12|1.03|1.06|0.94
5286|0.94|0.96|1.09|1.12|1.03|1.06|0.94
5286|0.94|0.96|1.09|1.12|1.03|1.06|0.94
5286|0.94|0.96|1.09|1.12|1.03|1.06|0.94
5286|0.94|0.96|1.09|1.12|1.03|1.06|0.94
5286|0.94|0.96|1.09|1.12|1.03|1.06|0.94
5286|0.94|0.96|1.09|1.12|1.03|1.06|0.94
5286|0.94|0.96|1.09|1.12|1.03|1.06|0.94
5286|0.94|0.96|1.09|1.12|1.03|1.06|0.94
5286|0.94|0.96|1.09|1.12|1.03|1.06|0.94
5286|0.94|0.96|1.09|1.12|1.03|1.06|0.94
5286|0.94|0.96|1.09|1.12|1.03|1.06|0.94
5286|0.94|0.96|1.09|1.12|1.03|1.06|0.94
5286|0.94|0.96|1.09|1.12|1.03|1.06|0.94
5286|0.94|0.96|1.09|1.12|1.03|1.06|0.94
5286|0.94|0.96|1.09|1.12|1.03|1.06|0.94
5286|0.94|0.96|1.09|1.12|1.03|1.06|0.94
5286|0.94|0.96|1.09|1.12|1.03|1.06|0.94
5286|0.94|0.96|1.09|1.12|1.03|1.06|0.94
5286|0.94|0.96|1.09|1.12|1.03|1.06|0.94
5286|0.94|0.96|1.09|1.12|1.03|1.06|0.94
5287|1.09|1.04|0.98|1.30|1.18|1.16|1.11
5287|1.09|1.04|0.98|1.30|1.18|1.16|1.11
5287|1.09|1.04|0.98|1.30|1.18|1.16|1.11
5287|1.09|1.04|0.98|1.30|1.18|1.16|1.11
5287|1.09|1.04|0.98|1.30|1.18|1.16|1.11
5287|1.09|1.04|0.98|1.30|1.18|1.16|1.11
5287|1.09|1.04|0.98|1.30|1.18|1.16|1.11
5287|1.09|1.04|0.98|1.30|1.18|1.16|1.11
5287|1.09|1.04|0.98|1.30|1.18|1.16|1.11
5287|1.09|1.04|0.98|1.30|1.18|1.16|1.11
5287|1.09|1.04|0.98|1.30|1.18|1.16|1.11
5287|1.09|1.04|0.98|1.30|1.18|1.16|1.11
5287|1.09|1.04|0.98|1.30|1.18|1.16|1.11
5287|1.09|1.04|0.98|1.30|1.18|1.16|1.11
5287|1.09|1.04|0.98|1.30|1.18|1.16|1.11
5287|1.09|1.04|0.98|1.30|1.18|1.16|1.11
5287|1.09|1.04|0.98|1.30|1.18|1.16|1.11
5287|1.09|1.04|0.98|1.30|1.18|1.16|1.11
5287|1.09|1.04|0.98|1.30|1.18|1.16|1.11
5287|1.09|1.04|0.98|1.30|1.18|1.16|1.11
5287|1.09|1.04|0.98|1.30|1.18|1.16|1.11
5287|1.09|1.04|0.98|1.30|1.18|1.16|1.11
5287|1.09|1.04|0.98|1.30|1.18|1.16|1.11
5287|1.09|1.04|0.98|1.30|1.18|1.16|1.11
5287|1.09|1.04|0.98|1.30|1.18|1.16|1.11
5287|1.09|1.04|0.98|1.30|1.18|1.16|1.11
5287|1.09|1.04|0.98|1.30|1.18|1.16|1.11
5287|1.09|1.04|0.98|1.30|1.18|1.16|1.11
5287|1.09|1.04|0.98|1.30|1.18|1.16|1.11
5287|1.09|1.04|0.98|1.30|1.18|1.16|1.11
5287|1.09|1.04|0.98|1.30|1.18|1.16|1.11
5287|1.09|1.04|0.98|1.30|1.18|1.16|1.11
5287|1.09|1.04|0.98|1.30|1.18|1.16|1.11
5287|1.09|1.04|0.98|1.30|1.18|1.16|1.11
5287|1.09|1.04|0.98|1.30|1.18|1.16|1.11
5287|1.09|1.04|0.98|1.30|1.18|1.16|1.11
5287|1.09|1.04|0.98|1.30|1.18|1.16|1.11
5287|1.09|1.04|0.98|1.30|1.18|1.16|1.11
5287|1.09|1.04|0.98|1.30|1.18|1.16|1.11
5287|1.09|1.04|0.98|1.30|1.18|1.16|1.11
5287|1.09|1.04|0.98|1.30|1.18|1.16|1.11
5287|1.09|1.04|0.98|1.30|1.18|1.16|1.11
5287|1.09|1.04|0.98|1.30|1.18|1.16|1.11
5287|1.09|1.04|0.98|1.30|1.18|1.16|1.11
5287|1.09|1.04|0.98|1.30|1.18|1.16|1.11
5287|1.09|1.04|0.98|1.30|1.18|1.16|1.11
5287|1.09|1.04|0.98|1.30|1.18|1.16|1.11
5287|1.09|1.04|0.98|1.30|1.18|1.16|1.11
5287|1.09|1.04|0.98|1.30|1.18|1.16|1.11
5288|1.10|0.93|1.23|1.14|1.11|1.12|0.94
5288|1.10|0.93|1.23|1.14|1.11|1.12|0.94
5288|1.10|0.93|1.23|1.14|1.11|1.12|0.94
5288|1.10|0.93|1.23|1.14|1.11|1.12|0.94
5288|1.10|0.93|1.23|1.14|1.11|1.12|0.94
5288|1.10|0.93|1.23|1.14|1.11|1.12|0.94
5288|1.10|0.93|1.23|1.14|1.11|1.12|0.94
5288|1.10|0.93|1.23|1.14|1.11|1.12|0.94
5288|1.10|0.93|1.23|1.14|1.11|1.12|0.94
5288|1.10|0.93|1.23|1.14|1.11|1.12|0.94
5288|1.10|0.93|1.23|1.14|1.11|1.12|0.94
5288|1.10|0.93|1.23|1.14|1.11|1.12|0.94
5288|1.10|0.93|1.23|1.14|1.11|1.12|0.94
5288|1.10|0.93|1.23|1.14|1.11|1.12|0.94
5288|1.10|0.93|1.23|1.14|1.11|1.12|0.94
5288|1.10|0.93|1.23|1.14|1.11|1.12|0.94
5288|1.10|0.93|1.23|1.14|1.11|1.12|0.94
5288|1.10|0.93|1.23|1.14|1.11|1.12|0.94
5288|1.10|0.93|1.23|1.14|1.11|1.12|0.94
5288|1.10|0.93|1.23|1.14|1.11|1.12|0.94
5288|1.10|0.93|1.23|1.14|1.11|1.12|0.94
5288|1.10|0.93|1.23|1.14|1.11|1.12|0.94
5288|1.10|0.93|1.23|1.14|1.11|1.12|0.94
5288|1.10|0.93|1.23|1.14|1.11|1.12|0.94
5288|1.10|0.93|1.23|1.14|1.11|1.12|0.94
5288|1.10|0.93|1.23|1.14|1.11|1.12|0.94
5288|1.10|0.93|1.23|1.14|1.11|1.12|0.94
5288|1.10|0.93|1.23|1.14|1.11|1.12|0.94
5288|1.10|0.93|1.23|1.14|1.11|1.12|0.94
5288|1.10|0.93|1.23|1.14|1.11|1.12|0.94
5288|1.10|0.93|1.23|1.14|1.11|1.12|0.94
5288|1.10|0.93|1.23|1.14|1.11|1.12|0.94
5288|1.10|0.93|1.23|1.14|1.11|1.12|0.94
5288|1.10|0.93|1.23|1.14|1.11|1.12|0.94
5288|1.10|0.93|1.23|1.14|1.11|1.12|0.94
5288|1.10|0.93|1.23|1.14|1.11|1.12|0.94
5288|1.10|0.93|1.23|1.14|1.11|1.12|0.94
5288|1.10|0.93|1.23|1.14|1.11|1.12|0.94
5288|1.10|0.93|1.23|1.14|1.11|1.12|0.94
5288|1.10|0.93|1.23|1.14|1.11|1.12|0.94
5288|1.10|0.93|1.23|1.14|1.11|1.12|0.94
5288|1.10|0.93|1.23|1.14|1.11|1.12|0.94
5288|1.10|0.93|1.23|1.14|1.11|1.12|0.94
5288|1.10|0.93|1.23|1.14|1.11|1.12|0.94
5288|1.10|0.93|1.23|1.14|1.11|1.12|0.94
5288|1.10|0.93|1.23|1.14|1.11|1.12|0.94
5288|1.10|0.93|1.23|1.14|1.11|1.12|0.94
5288|1.10|0.93|1.23|1.14|1.11|1.12|0.94
5288|1.10|0.93|1.23|1.14|1.11|1.12|0.94
5289|1.29|0.96|1.41|0.95|1.22|1.02|1.37
5289|1.29|0.96|1.41|0.95|1.22|1.02|1.37
5289|1.29|0.96|1.41|0.95|1.22|1.02|1.37
5289|1.29|0.96|1.41|0.95|1.22|1.02|1.37
5289|1.29|0.96|1.41|0.95|1.22|1.02|1.37
5289|1.29|0.96|1.41|0.95|1.22|1.02|1.37
5289|1.29|0.96|1.41|0.95|1.22|1.02|1.37
5289|1.29|0.96|1.41|0.95|1.22|1.02|1.37
5289|1.29|0.96|1.41|0.95|1.22|1.02|1.37
5289|1.29|0.96|1.41|0.95|1.22|1.02|1.37
