tconst	titleType	primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres
tt0031158	movie	Circonstances atténuantes	Circonstances atténuantes	0	1939	\N	85	Comedy
tt0031159	movie	Cirkus	Cirkus	0	1939	\N	100	Drama
tt0031160	short	The City	The City	0	1939	\N	43	Documentary,Short
tt0031161	movie	Climbing High	Climbing High	0	1938	\N	78	Comedy
tt0031162	short	Clown Princes	Clown Princes	0	1939	\N	11	Comedy,Family,Music
tt0031163	movie	Coast Guard	Coast Guard	0	1939	\N	72	Adventure,Drama,Romance
tt0031164	movie	Code of the Cactus	Code of the Cactus	0	1939	\N	56	Western
tt0031165	movie	Code of the Fearless	Code of the Fearless	0	1939	\N	56	Western
tt0031166	movie	Code of the Secret Service	Code of the Secret Service	0	1939	\N	58	Action,Adventure,Crime
tt0031167	movie	Code of the Streets	Code of the Streets	0	1939	\N	72	Drama
tt0031168	movie	Colorado Sunset	Colorado Sunset	0	1939	\N	65	Western
tt0031169	movie	Come on George!	Come on George!	0	1939	\N	88	Comedy,Musical
tt0031170	movie	With Villa's Veterans	Con los Dorados de Villa	0	1939	\N	95	Drama,War
tt0031171	short	La concentración de la Sección Femenina en Medina del Campo	La concentración de la Sección Femenina en Medina del Campo	0	1939	\N	28	Documentary,Short
tt0031172	movie	Concentration Camp	Bolotnye soldaty	0	1938	\N	69	Drama,War
tt0031173	movie	Confessions of a Nazi Spy	Confessions of a Nazi Spy	0	1939	\N	104	Drama,War
tt0031174	movie	Confidential Lady	Confidential Lady	0	1940	\N	74	Romance
tt0031175	movie	Conflit	Conflit	0	1938	\N	94	Drama
tt0031176	movie	La conquista dell'aria	La conquista dell'aria	0	1939	\N	\N	Drama
tt0031177	movie	Conspiracy	Conspiracy	0	1939	\N	58	Action,Adventure,Drama
tt0031178	movie	Convict 99	Convict 99	0	1938	\N	91	Comedy
tt0031179	movie	Convict's Code	Convict's Code	0	1939	\N	62	Crime,Drama,Film-Noir
tt0031180	short	La copa del Generalísimo en Barcelona	La copa del Generalísimo en Barcelona	0	1939	\N	\N	Documentary,Short
tt0031181	movie	Heart of a Child	Corazón de niño	0	1939	\N	110	Drama
tt0031182	short	La corrida de la Victoria	La corrida de la Victoria	0	1939	\N	\N	Documentary,Short
tt0031183	movie	Le corsaire	Le corsaire	0	1939	\N	\N	\N
tt0031184	movie	Cose dell'altro mondo	Cose dell'altro mondo	0	1939	\N	80	Comedy
tt0031186	short	Cousin Wilbur	Cousin Wilbur	0	1939	\N	11	Comedy,Family,Short
tt0031187	movie	The Covered Trailer	The Covered Trailer	0	1939	\N	66	Comedy
tt0031188	movie	The Cowboy Quarterback	The Cowboy Quarterback	0	1939	\N	56	Comedy,Romance,Sport
tt0031189	movie	Cowboys from Texas	Cowboys from Texas	0	1939	\N	55	Western
tt0031190	movie	Crashing Thru	Crashing Thru	0	1939	\N	65	Action,Adventure,Music
tt0031191	movie	Outside the Three-Mile Limit	Outside the Three-Mile Limit	0	1940	\N	64	Crime,Drama,Romance
tt0031192	movie	Crook's Tour	Crook's Tour	0	1940	\N	80	Comedy,Mystery
tt0031193	movie	Four Hearts	Cuatro corazones	0	1939	\N	80	Comedy
tt0031194	movie	Los cuatro robinsones	Los cuatro robinsones	0	1939	\N	98	Comedy
tt0031195	short	El cuerpo de Ejército de Galicia	El cuerpo de Ejército de Galicia	0	1939	\N	10	Documentary,Short,War
tt0031196	short	Culinary Carving	Culinary Carving	0	1939	\N	10	Short
tt0031197	short	Cupid Rides the Range	Cupid Rides the Range	0	1939	\N	18	Music,Short,Western
tt0031198	short	The Curious Puppy	The Curious Puppy	0	1939	\N	8	Animation,Comedy,Family
tt0031199	short	Customers Wanted	Customers Wanted	0	1939	\N	7	Animation,Comedy,Family
tt0031200	movie	D III 88	D III 88	0	1939	\N	103	Action,Drama,War
tt0031201	short	Dad for a Day	Dad for a Day	0	1939	\N	11	Comedy,Family,Romance
tt0031202	short	Daffy Duck and the Dinosaur	Daffy Duck and the Dinosaur	0	1939	\N	8	Adventure,Animation,Comedy
tt0031203	movie	Dancing Co-Ed	Dancing Co-Ed	0	1939	\N	84	Comedy,Music,Romance
tt0031204	movie	Danger Flight	Danger Flight	0	1939	\N	65	Adventure,Romance
tt0031205	movie	Dangerous Cargo	Hell's Cargo	0	1939	\N	79	Adventure
tt0031206	short	Dangerous Dan McFoo	Dangerous Dan McFoo	0	1939	\N	8	Animation,Comedy,Family
tt0031207	movie	Daredevils of the Red Circle	Daredevils of the Red Circle	0	1939	\N	211	Action,Adventure,Crime
tt0031208	movie	The Human Monster	The Dark Eyes of London	0	1939	\N	76	Drama,Horror
tt0031209	short	Dark Magic	Dark Magic	0	1939	\N	10	Comedy,Short
tt0031210	movie	Dark Victory	Dark Victory	0	1939	\N	104	Drama,Romance
tt0031211	movie	Daughter of the Tong	Daughter of the Tong	0	1939	\N	56	Crime,Thriller
tt0031212	movie	Daughters Courageous	Daughters Courageous	0	1939	\N	107	Drama,Romance
tt0031213	short	A Day at the Zoo	A Day at the Zoo	0	1939	\N	7	Animation,Comedy,Family
tt0031214	movie	The Day the Bookies Wept	The Day the Bookies Wept	0	1939	\N	64	Comedy
tt0031215	movie	Day-Time Wife	Day-Time Wife	0	1939	\N	72	Comedy,Romance
tt0031216	movie	Days of Jesse James	Days of Jesse James	0	1939	\N	63	Western
tt0031217	movie	Dead Man's Shoes	Dead Man's Shoes	0	1940	\N	70	Drama
tt0031218	movie	Dangerous Masquerade	Dead Men Are Dangerous	0	1939	\N	69	Crime,Drama
tt0031219	movie	Dead Men Tell No Tales	Dead Men Tell No Tales	0	1938	\N	70	Crime,Thriller
tt0031220	movie	Death Goes North	Death Goes North	0	1939	\N	64	Action,Romance,Western
tt0031221	movie	Death of a Champion	Death of a Champion	0	1939	\N	67	Comedy,Crime,Mystery
tt0031222	movie	Le dernier tournant	Le dernier tournant	0	1939	\N	90	Crime,Drama,Romance
tt0031223	short	Desfile de la Victoria en Valencia	Desfile de la Victoria en Valencia	0	1939	\N	10	Documentary,Short
tt0031224	movie	Desperate Trails	Desperate Trails	0	1939	\N	60	Western
tt0031225	movie	Destry Rides Again	Destry Rides Again	0	1939	\N	95	Comedy,Western
tt0031227	short	Detouring America	Detouring America	0	1939	\N	7	Animation,Comedy,Family
tt0031228	movie	Devil's Daughter	La fille du diable	0	1946	\N	105	Drama
tt0031229	movie	The Devil's Daughter	The Devil's Daughter	0	1939	\N	52	Drama,Horror
tt0031230	movie	Dick Tracy's G-Men	Dick Tracy's G-Men	0	1939	\N	302	Mystery
tt0031232	movie	Disbarred	Disbarred	0	1939	\N	58	Crime,Drama,Thriller
tt0031233	movie	Discoveries	Discoveries	0	1939	\N	68	Musical
tt0031234	movie	Disputed Passage	Disputed Passage	0	1939	\N	87	Drama,Romance,War
tt0031235	movie	Dodge City	Dodge City	0	1939	\N	104	Western
tt0031236	short	Dog Daze	Dog Daze	0	1939	\N	10	Comedy,Family,Short
tt0031237	short	Dog Gone Modern	Dog Gone Modern	0	1939	\N	7	Animation,Comedy,Family
tt0031238	movie	Doktor Aybolit	Doktor Aybolit	0	1938	\N	72	Family
tt0031239	movie	On a Sunday Afternoon	Un domingo en la tarde	0	1938	\N	100	Drama
tt0031240	short	Don Juan y Doña Inés	Don Juan y Doña Inés	0	1939	\N	\N	Animation,Short
tt0031241	short	Donald's Cousin Gus	Donald's Cousin Gus	0	1939	\N	7	Animation,Comedy,Family
tt0031242	short	Donald's Lucky Day	Donald's Lucky Day	0	1939	\N	8	Animation,Comedy,Family
tt0031243	short	Donald's Penguin	Donald's Penguin	0	1939	\N	7	Animation,Comedy,Family
tt0031244	movie	Dora Nelson	Dora Nelson	0	1939	\N	76	Comedy,Drama
tt0031245	movie	Double Deal	Double Deal	0	1939	\N	60	Action,Comedy,Crime
tt0031246	movie	Down Our Alley	Down Our Alley	0	1939	\N	56	Musical
tt0031247	movie	Down the Wyoming Trail	Down the Wyoming Trail	0	1939	\N	56	Western
tt0031248	movie	Dr. O'Dowd	Dr. O'Dowd	0	1940	\N	76	Drama
tt0031249	movie	Three Non-Coms	Drei Unteroffiziere	0	1939	\N	90	Drama
tt0031250	movie	Drifting Westward	Drifting Westward	0	1939	\N	58	Western
tt0031251	movie	Druga mlodosc	Druga mlodosc	0	1938	\N	80	Drama,Romance
tt0031252	movie	Drums Along the Mohawk	Drums Along the Mohawk	0	1939	\N	104	Drama,Romance,War
tt0031253	short	Drunk Driving	Drunk Driving	0	1939	\N	22	Drama,Short
tt0031254	movie	Drunter und drüber	Drunter und drüber	0	1939	\N	\N	Comedy
tt0031255	movie	Due milioni per un sorriso	Due milioni per un sorriso	0	1939	\N	75	Comedy
tt0031256	movie	Due occhi per non vedere	Due occhi per non vedere	0	1939	\N	75	\N
tt0031257	short	Duel Personalities	Duel Personalities	0	1939	\N	10	Comedy,Family,Short
tt0031258	movie	Durga	Durga	0	1939	\N	135	Drama
tt0031259	movie	Dust Be My Destiny	Dust Be My Destiny	0	1939	\N	88	Crime,Drama,Film-Noir
tt0031260	movie	Each Dawn I Die	Each Dawn I Die	0	1939	\N	92	Crime,Drama,Film-Noir
tt0031261	movie	East Side of Heaven	East Side of Heaven	0	1939	\N	88	Comedy,Family,Music
tt0031262	movie	Le educande di Saint-Cyr	Le educande di Saint-Cyr	0	1939	\N	88	\N
tt0031263	movie	Efterlyst	Efterlyst	0	1939	\N	102	Drama
tt0031264	movie	Ehe in Dosen	Ehe in Dosen	0	1939	\N	96	Comedy,Musical
tt0031265	movie	Ek Hi Raasta	Ek Hi Raasta	0	1939	\N	149	\N
tt0031266	movie	Das Ekel	Das Ekel	0	1939	\N	75	Comedy
tt0031267	movie	El Diablo Rides	El Diablo Rides	0	1939	\N	57	Western
tt0031268	movie	Em Hastes Limpas	Em Hastes Limpas	0	1939	\N	\N	Documentary
tt0031269	movie	Emelie Högqvist	Emelie Högqvist	0	1939	\N	110	Drama
tt0031270	movie	Only One Night	En enda natt	0	1939	\N	90	Drama,Romance
tt0031271	movie	In the Times of Don Porfirio	En tiempos de Don Porfirio	0	1940	\N	160	Comedy,Drama,Musical
tt0031272	movie	Mad Men of Europe	An Englishman's Home	0	1940	\N	73	Drama,War
tt0031273	movie	Entente cordiale	Entente cordiale	0	1939	\N	110	Drama
tt0031274	movie	Eran tres hermanas	Eran tres hermanas	0	1940	\N	116	\N
tt0031275	movie	We Were Seven Widows	Eravamo sette vedove	0	1939	\N	83	Comedy
tt0031276	movie	L'eredità in Corsa	L'eredità in Corsa	0	1939	\N	88	Comedy
tt0031277	movie	It Was a Gay Ballnight	Es war eine rauschende Ballnacht	0	1939	\N	94	Drama
tt0031278	movie	Escape to Paradise	Escape to Paradise	0	1939	\N	60	Comedy,Musical,Romance
tt0031279	movie	The Escape	The Escape	0	1939	\N	63	Action,Crime,Drama
tt0031280	movie	Espionage Agent	Espionage Agent	0	1939	\N	83	Drama,Romance,Thriller
tt0031281	movie	Eteenpäin - elämään	Eteenpäin - elämään	0	1939	\N	110	Drama
tt0031282	movie	Eternally Yours	Eternally Yours	0	1939	\N	95	Comedy,Drama,Romance
tt0031283	movie	Everybody's Baby	Everybody's Baby	0	1939	\N	61	Comedy
tt0031284	movie	Everybody's Hobby	Everybody's Hobby	0	1939	\N	54	Action,Adventure,Comedy
tt0031285	movie	Everything Happens at Night	Everything Happens at Night	0	1939	\N	78	Comedy,Drama
tt0031286	movie	Everything's on Ice	Everything's on Ice	0	1939	\N	65	Comedy,Music
tt0031287	movie	Ex-Champ	Ex-Champ	0	1939	\N	64	Drama
tt0031288	movie	Exile Express	Exile Express	0	1939	\N	71	Drama
tt0031289	movie	The Face at the Window	The Face at the Window	0	1939	\N	67	Drama,Horror
tt0031290	short	Fagin's Freshman	Fagin's Freshman	0	1939	\N	8	Animation,Comedy,Family
tt0031291	movie	Familien på Borgan	Familien på Borgan	0	1939	\N	92	Drama
tt0031292	movie	Familjen Björck	Familjen Björck	0	1940	\N	98	Comedy
tt0031293	movie	The Family Next Door	The Family Next Door	0	1939	\N	64	Comedy
tt0031294	movie	Fanfulla da Lodi	Fanfulla da Lodi	0	1940	\N	80	\N
tt0031295	movie	Fangs of the Wild	Fangs of the Wild	0	1939	\N	52	Drama
tt0031296	movie	Fasching	Fasching	0	1939	\N	90	Comedy
tt0031297	movie	Fascino	Fascino	0	1939	\N	80	\N
tt0031298	movie	Fast and Furious	Fast and Furious	0	1939	\N	73	Comedy,Crime,Mystery
tt0031299	movie	Fast and Loose	Fast and Loose	0	1939	\N	80	Comedy,Crime,Drama
tt0031300	short	The Fergana Canal	The Fergana Canal	0	1939	\N	\N	Documentary,Short
tt0031301	movie	Feud of the Range	Feud of the Range	0	1939	\N	55	Western
tt0031302	movie	Fifth Avenue Girl	Fifth Avenue Girl	0	1939	\N	83	Comedy,Romance
tt0031304	movie	The Fighting Gringo	The Fighting Gringo	0	1939	\N	59	Western
tt0031305	movie	Fighting Mad	Fighting Mad	0	1939	\N	60	Action,Adventure,Drama
tt0031306	movie	The Fighting Renegade	The Fighting Renegade	0	1939	\N	58	Western
tt0031307	movie	Fighting Thoroughbreds	Fighting Thoroughbreds	0	1939	\N	63	Drama,Sport
tt0031308	short	The Film Fan	The Film Fan	0	1939	\N	7	Animation,Comedy,Family
tt0031309	movie	La fin du jour	La fin du jour	0	1939	\N	99	Drama
tt0031310	movie	It Always Ends That Way	Finisce sempre così	0	1939	\N	68	Musical
tt0031311	movie	First Love	First Love	0	1939	\N	84	Comedy,Musical
tt0031312	movie	First Offenders	First Offenders	0	1939	\N	63	Drama
tt0031313	movie	Fisherman's Wharf	Fisherman's Wharf	0	1939	\N	72	Adventure,Drama,Music
tt0031314	movie	Five Came Back	Five Came Back	0	1939	\N	75	Adventure,Drama,Romance
tt0031315	movie	Five Little Peppers and How They Grew	Five Little Peppers and How They Grew	0	1939	\N	58	Comedy,Drama,Family
tt0031316	short	Five Times Five	Five Times Five	0	1939	\N	20	Biography,Documentary,History
tt0031317	movie	Fixer Dugan	Fixer Dugan	0	1939	\N	68	Drama
tt0031318	movie	Flaming Lead	Flaming Lead	0	1939	\N	57	Western
tt0031319	short	Flechas	Flechas	0	1939	\N	\N	Documentary,Short
tt0031320	movie	Flight at Midnight	Flight at Midnight	0	1939	\N	66	Action,Adventure,Drama
tt0031321	movie	The Leghorn Hat	Der Florentiner Hut	0	1939	\N	91	Comedy
tt0031322	movie	The Flying Deuces	The Flying Deuces	0	1939	\N	69	Comedy,Family,War
tt0031323	movie	Flying Fifty-Five	Flying Fifty-Five	0	1939	\N	72	Drama
tt0031324	movie	Flying G-Men	Flying G-Men	0	1939	\N	257	Action,Adventure,Crime
tt0031325	movie	The Flying Irishman	The Flying Irishman	0	1939	\N	71	Biography,Drama
tt0031326	movie	The People of the Hogbo Farm	Folket på Högbogården	0	1939	\N	97	\N
tt0031327	movie	Follie del secolo	Follie del secolo	0	1939	\N	90	\N
tt0031328	movie	For Love or Money	For Love or Money	0	1939	\N	76	Comedy,Crime,Drama
tt0031330	movie	Forged Passport	Forged Passport	0	1939	\N	63	Action,Comedy,Crime
tt0031331	movie	The Forgotten Woman	The Forgotten Woman	0	1939	\N	67	Drama
tt0031332	movie	Il fornaretto di Venezia	Il fornaretto di Venezia	0	1939	\N	73	Drama
tt0031333	movie	Forse eri tu l'amore	Forse eri tu l'amore	0	1939	\N	90	Comedy
tt0031334	movie	The Four Feathers	The Four Feathers	0	1939	\N	129	Adventure,Drama,Romance
tt0031335	movie	Four Girls in White	Four Girls in White	0	1939	\N	73	Action,Comedy,Drama
tt0031336	movie	Four Wives	Four Wives	0	1939	\N	110	Drama,Romance
tt0031337	movie	Woman at the Wheel	Frau am Steuer	0	1939	\N	74	Comedy
tt0031338	movie	Frau im Strom	Frau im Strom	0	1939	\N	94	Crime,Drama,Mystery
tt0031339	movie	Die Frau ohne Vergangenheit	Die Frau ohne Vergangenheit	0	1939	\N	89	\N
tt0031340	movie	Eine Frau wie Du	Eine Frau wie Du	0	1939	\N	93	\N
tt0031341	movie	French Without Tears	French Without Tears	0	1940	\N	86	Comedy
tt0031342	movie	Frenzy	Frenesia	0	1939	\N	85	Comedy
tt0031343	short	Fresh Fish	Fresh Fish	0	1939	\N	7	Animation,Comedy,Family
tt0031344	short	The Fresh Vegetable Mystery	The Fresh Vegetable Mystery	0	1939	\N	7	Animation,Comedy,Crime
tt0031345	movie	Fric-Frac	Fric-Frac	0	1939	\N	105	Comedy
tt0031346	movie	Frontier Marshal	Frontier Marshal	0	1939	\N	71	Western
tt0031347	movie	Frontier Pony Express	Frontier Pony Express	0	1939	\N	58	Western
tt0031348	movie	Frontier Vengeance	Frontier Vengeance	0	1940	\N	58	Western
tt0031349	movie	Frontiers of '49	Frontiers of '49	0	1939	\N	54	Western
tt0031350	movie	The Frozen Limits	The Frozen Limits	0	1939	\N	84	Comedy,Western
tt0031351	movie	Frun tillhanda	Frun tillhanda	0	1939	\N	86	Comedy,Romance
tt0031352	movie	Fugitive at Large	Fugitive at Large	0	1939	\N	66	Action,Adventure,Crime
tt0031353	movie	Full Confession	Full Confession	0	1939	\N	78	Crime,Drama
tt0031354	movie	Full Speed Ahead	Full Speed Ahead	0	1940	\N	60	Drama
tt0031355	movie	Földindulás	Földindulás	0	1940	\N	92	\N
tt0031356	movie	Füszer és csemege	Füszer és csemege	0	1940	\N	85	Drama
tt0031357	movie	The Amazing Mr. Forrest	The Gang's All Here	0	1939	\N	71	Comedy
tt0031358	movie	A Regular Fellow	Ein ganzer Kerl	0	1939	\N	87	\N
tt0031359	movie	Gaslight	Gaslight	0	1940	\N	84	Mystery,Thriller
tt0031360	movie	Die Geliebte	Die Geliebte	0	1939	\N	98	\N
tt0031361	movie	Genboerne	Genboerne	0	1939	\N	100	Comedy,Fantasy,Musical
tt0031362	movie	Affluent People	Gente bien	0	1939	\N	85	Drama
tt0031363	movie	The Gentleman from Arizona	The Gentleman from Arizona	0	1939	\N	71	Western
tt0031364	movie	A Gentleman's Gentleman	A Gentleman's Gentleman	0	1939	\N	70	Comedy
tt0031365	movie	Geronimo	Geronimo	0	1939	\N	89	Adventure,Drama,Western
tt0031366	short	Ghosks Is the Bunk	Ghosks Is the Bunk	0	1939	\N	6	Animation,Comedy,Family
tt0031367	movie	A Girl Must Live	A Girl Must Live	0	1939	\N	92	Comedy,Drama
tt0031368	movie	The Girl Who Forgot	The Girl Who Forgot	0	1940	\N	\N	Comedy
tt0031369	movie	The Girl and the Gambler	The Girl and the Gambler	0	1939	\N	63	Comedy,Drama,Western
tt0031370	movie	The Girl from Mexico	The Girl from Mexico	0	1939	\N	71	Comedy,Music,Romance
tt0031371	movie	The Girl from Rio	The Girl from Rio	0	1939	\N	62	Action,Crime,Music
tt0031372	movie	Giù il sipario	Giù il sipario	0	1940	\N	74	Comedy
tt0031373	movie	Gjest Baardsen	Gjest Baardsen	0	1939	\N	99	Comedy,Crime,Drama
tt0031374	movie	Rejoice While You're Young, Fellow Cadets	Gläd dig i din ungdom	0	1939	\N	88	Drama
tt0031375	movie	A Merry House	Das Glück wohnt nebenan	0	1939	\N	77	\N
tt0031376	short	Gold Rush Daze	Gold Rush Daze	0	1939	\N	7	Animation,Comedy,Family
tt0031377	movie	Golden Boy	Golden Boy	0	1939	\N	99	Drama,Romance,Sport
tt0031378	movie	Golden Gloves	Golden Gloves	0	1940	\N	66	Crime,Drama,Sport
tt0031379	short	Goldilocks and the Three Bears	Goldilocks and the Three Bears	0	1939	\N	11	Animation,Comedy,Family
tt0031380	movie	Gone to the Dogs	Gone to the Dogs	0	1939	\N	83	Comedy
tt0031381	movie	Gone with the Wind	Gone with the Wind	0	1939	\N	238	Drama,Romance,War
tt0031382	short	The Good Egg	The Good Egg	0	1939	\N	7	Animation,Comedy,Family
tt0031383	movie	Good Girls Go to Paris	Good Girls Go to Paris	0	1939	\N	75	Comedy
tt0031384	movie	The Good Old Days	The Good Old Days	0	1940	\N	79	Comedy
tt0031385	movie	Goodbye, Mr. Chips	Goodbye, Mr. Chips	0	1939	\N	114	Drama,Romance
tt0031386	short	Goofy and Wilbur	Goofy and Wilbur	0	1939	\N	8	Animation,Comedy,Family
tt0031387	movie	The Gorilla	The Gorilla	0	1939	\N	66	Comedy,Horror
tt0031388	movie	The Governor	Der Gouverneur	0	1939	\N	99	Drama
tt0031389	movie	The Gracie Allen Murder Case	The Gracie Allen Murder Case	0	1939	\N	78	Comedy,Crime,Mystery
tt0031390	movie	Grand Jury Secrets	Grand Jury Secrets	0	1939	\N	68	Drama,Mystery,Romance
tt0031391	movie	Department Store	I grandi magazzini	0	1939	\N	85	Comedy,Drama,Romance
tt0031392	movie	The Great Man Votes	The Great Man Votes	0	1939	\N	72	Drama
tt0031393	movie	The Great Victor Herbert	The Great Victor Herbert	0	1939	\N	91	Biography,Music,Musical
tt0031394	movie	The Green Hornet	The Green Hornet	0	1940	\N	258	Adventure,Crime,Family
tt0031395	movie	Gryr i Norden	Gryr i Norden	0	1939	\N	67	Drama
tt0031396	movie	Gubben kommer	Gubben kommer	0	1939	\N	87	Drama
tt0031397	movie	Gulliver's Travels	Gulliver's Travels	0	1939	\N	76	Adventure,Animation,Comedy
tt0031398	movie	Gunga Din	Gunga Din	0	1939	\N	117	Adventure,Comedy,War
tt0031399	movie	Hello Janine!	Hallo Janine	0	1939	\N	93	Musical
tt0031400	movie	Halálos tavasz	Halálos tavasz	0	1939	\N	105	Drama
tt0031401	short	Hamateur Night	Hamateur Night	0	1939	\N	8	Animation,Comedy,Family
tt0031403	movie	The Hardys Ride High	The Hardys Ride High	0	1939	\N	81	Comedy,Family
tt0031405	short	Hare-um Scare-um	Hare-um Scare-um	0	1939	\N	8	Animation,Comedy,Family
tt0031406	movie	Harlem Rides the Range	Harlem Rides the Range	0	1939	\N	56	Western
tt0031407	movie	The Whole Family Works	Hataraku ikka	0	1939	\N	65	Drama
tt0031408	movie	Hawaiian Nights	Hawaiian Nights	0	1939	\N	65	Comedy,Music,Romance
tt0031409	movie	Heaven with a Barbed Wire Fence	Heaven with a Barbed Wire Fence	0	1939	\N	62	Adventure,Drama,Romance
tt0031410	short	The Heckler	The Heckler	0	1940	\N	20	Comedy,Short
tt0031411	movie	Homeland	Heimatland	0	1939	\N	73	Musical,Romance
tt0031412	movie	Hell's Kitchen	Hell's Kitchen	0	1939	\N	81	Action,Adventure,Crime
tt0031413	short	Hello How Am I	Hello How Am I	0	1939	\N	6	Animation,Comedy,Family
tt0031414	movie	Helmikuun manifesti	Helmikuun manifesti	0	1939	\N	99	Drama
tt0031415	short	Help Wanted	Help Wanted	0	1939	\N	21	Crime,Drama,Short
tt0031416	movie	Her Little Majesty	Hennes lilla majestät	0	1939	\N	81	Comedy,Drama,Romance
tt0031417	movie	Henry Goes Arizona	Henry Goes Arizona	0	1939	\N	66	Comedy,Drama,Western
tt0031418	movie	Here I Am a Stranger	Here I Am a Stranger	0	1939	\N	82	Drama
tt0031419	movie	Heritage of the Desert	Heritage of the Desert	0	1939	\N	73	Western
tt0031420	movie	Hero for a Day	Hero for a Day	0	1939	\N	60	Drama
tt0031421	movie	Heroes in Blue	Heroes in Blue	0	1939	\N	61	Action,Adventure,Drama
tt0031422	movie	Herr husassistenten	Herr husassistenten	0	1938	\N	93	\N
tt0031423	movie	Hidden Power	Hidden Power	0	1939	\N	60	Action,Crime,Drama
tt0031424	movie	Los hijos de la noche	Los hijos de la noche	0	1939	\N	108	Comedy,Musical
tt0031425	movie	His Brother's Keeper	His Brother's Keeper	0	1940	\N	70	Drama
tt0031426	movie	His Lordship Goes to Press	His Lordship Goes to Press	0	1938	\N	80	Comedy
tt0031427	movie	Hitler: Beast of Berlin	Hitler: Beast of Berlin	0	1939	\N	87	Drama,War
tt0031428	movie	Ho visto brillare le stelle	Ho visto brillare le stelle	0	1939	\N	80	\N
tt0031429	short	Hobo Gadget Band	Hobo Gadget Band	0	1939	\N	7	Animation,Comedy,Family
tt0031430	movie	Three on a Honeymoon	Hochzeitsreise zu dritt	0	1939	\N	93	\N
tt0031431	short	The Hockey Champ	The Hockey Champ	0	1939	\N	7	Animation,Comedy,Family
tt0031432	movie	Ein hoffnungsloser Fall	Ein hoffnungsloser Fall	0	1939	\N	89	Comedy
tt0031433	movie	Hollywood Cavalcade	Hollywood Cavalcade	0	1939	\N	97	Comedy,Drama,History
tt0031434	movie	Hollywood Slaves	Hollywood Slaves	0	1939	\N	\N	\N
tt0031435	movie	Hombres del aire	Hombres del aire	0	1939	\N	98	Adventure,Drama
tt0031436	movie	Home from Home	Home from Home	0	1939	\N	73	\N
tt0031437	movie	Home on the Prairie	Home on the Prairie	0	1939	\N	59	Western
tt0031438	movie	Homicide Bureau	Homicide Bureau	0	1939	\N	58	Action,Crime,Drama
tt0031440	movie	Honeymoon in Bali	Honeymoon in Bali	0	1939	\N	95	Comedy,Music,Romance
tt0031441	movie	The Honeymoon's Over	The Honeymoon's Over	0	1939	\N	69	Comedy,Drama
tt0031442	movie	Honolulu	Honolulu	0	1939	\N	83	Comedy,Musical,Romance
tt0031443	movie	Honor of the West	Honor of the West	0	1939	\N	58	Western
tt0031444	movie	Hoots Mon	Hoots Mon	0	1940	\N	77	Comedy
tt0031445	movie	Hotel Imperial	Hotel Imperial	0	1939	\N	67	Adventure,Drama,Romance
tt0031446	movie	Hotel Sacher	Hotel Sacher	0	1939	\N	88	Drama
tt0031447	movie	Hotel for Women	Hotel for Women	0	1939	\N	83	Drama,Romance
tt0031448	movie	The Hound of the Baskervilles	The Hound of the Baskervilles	0	1939	\N	80	Crime,Horror,Mystery
tt0031449	movie	The House of Fear	The House of Fear	0	1939	\N	67	Crime,Drama,Mystery
tt0031450	movie	The Housekeeper's Daughter	The Housekeeper's Daughter	0	1939	\N	80	Comedy,Crime
tt0031451	short	How to Eat	How to Eat	0	1939	\N	9	Comedy,Short
tt0031452	short	How to Sub-Let	How to Sub-Let	0	1939	\N	8	Comedy,Short
tt0031453	movie	Hu Dagmar	Hu Dagmar	0	1939	\N	95	Comedy,Drama
tt0031454	movie	Hummel - Hummel	Hummel - Hummel	0	1936	\N	87	\N
tt0031455	movie	The Hunchback of Notre Dame	The Hunchback of Notre Dame	0	1939	\N	117	Drama,Romance
tt0031456	movie	Hurrah! I'm a Papa	Hurra, ich bin Papa!	0	1939	\N	80	Comedy
tt0031457	movie	El huésped del sevillano	El huésped del sevillano	0	1940	\N	99	Drama
tt0031458	movie	El huésped del sevillano	El huésped del sevillano	0	1970	\N	86	Comedy
tt0031459	movie	Hätävara	Hätävara	0	1939	\N	106	Comedy
tt0031460	movie	Heroes of the Marne	Le héros de la Marne	0	1938	\N	93	Drama,Romance,War
tt0031461	movie	The Man Who Dared	The Man Who Dared	0	1939	\N	60	Crime,Drama
tt0031462	movie	I dag begynder livet	I dag begynder livet	0	1939	\N	109	Comedy,Crime,Drama
tt0031463	movie	Who Is Guilty?	I Killed the Count	0	1939	\N	69	Comedy,Mystery
tt0031464	movie	I Met a Murderer	I Met a Murderer	0	1939	\N	79	Crime,Drama,Romance
tt0031465	movie	I Stole a Million	I Stole a Million	0	1939	\N	80	Crime,Drama,Film-Noir
tt0031466	movie	I Take This Woman	I Take This Woman	0	1940	\N	98	Drama,Romance
tt0031467	movie	I Was a Convict	I Was a Convict	0	1939	\N	62	Crime,Drama,Romance
tt0031468	movie	I dag börjar livet	I dag börjar livet	0	1939	\N	113	Drama
tt0031469	movie	I'm from Missouri	I'm from Missouri	0	1939	\N	80	Comedy
tt0031470	movie	The Ice Follies of 1939	The Ice Follies of 1939	0	1939	\N	82	Drama,Music,Romance
tt0031471	movie	I Am Sebastian Ott	Ich bin Sebastian Ott	0	1939	\N	101	\N
