product_name|store_name|store_zip|b_street_number|b_street_name|b_city|b_zip|c_street_number|c_street_name|c_city|c_zip|cs1syear|cs1cnt|s11|s21|s31|s12|s22|s32|syear|cnt
barableeseoughtbarought|n st|38370|261|Center Main|Antioch|58605|689|Washington |Valley View|75124|1999|1|25.35|26.61|0.00|57.17|93.75|0.00|2000|1
barableeseoughtbarought|pri|69231|124|Eigth Pine|Florence|73394|318|Hillcrest Spring|Winona|18205|1999|1|61.94|122.64|1985.16|73.85|110.77|0.00|2000|1
barantin stanti|anti|78828|721|4th 13th|Clinton|48222|983|8th Main|Fairfield|26192|1999|1|5.16|10.21|0.00|51.30|77.97|0.00|2000|1
barbaroughtanticallyought|eing|29431|910|7th |Unionville|51711|380|Chestnut North|Riverview|49003|1999|1|28.81|34.57|1114.40|63.60|94.76|0.00|2000|1
bareingantiationpri|able|28370|910|Lakeview |Riverview|29003|203|Park Birch|Shiloh|09875|1999|1|9.07|13.78|0.00|1.96|2.88|0.00|2000|1
bareingantiationpri|able|44136|854|First Washington|Union|88721|485|Franklin Ridge|Riverdale|29391|1999|1|19.95|30.72|0.00|3.31|6.38|0.00|2000|1
bareingantiationpri|able|44136|854|First Washington|Union|88721|485|Franklin Ridge|Riverdale|29391|1999|1|19.95|30.72|0.00|15.03|28.25|0.00|2000|1
bareingantiationpri|able|44136|854|First Washington|Union|88721|485|Franklin Ridge|Riverdale|29391|1999|1|19.95|30.72|0.00|70.38|133.72|0.00|2000|1
bareingantiationpri|able|49431|274|South |Georgetown|67057|655|North Park|Clifton|58014|1999|1|43.58|73.21|0.00|60.66|95.84|0.00|2000|1
bareingantiationpri|anti|39843|184|Locust |Union Hill|67746|830|Hill Park|Red Hill|34338|1999|1|38.93|68.12|107.55|25.15|45.77|0.00|2000|1
bareingantiationpri|anti|39843|123|Spring |Buena Vista|25752|607|Mill Maple|Shady Grove|22812|1999|1|43.64|83.35|0.00|25.15|45.77|0.00|2000|1
bareingantiationpri|ation|68048|877|Pine Oak|Shiloh|19275|293|Cedar |Ruth|60309|1999|1|32.57|36.47|0.00|5.42|8.18|0.00|2000|1
bareingantiationpri|ation|29231|239|Johnson |White Oak|26668|133|Ninth 7th|Lebanon|42898|1999|1|44.16|72.42|0.00|43.97|64.19|0.00|2000|1
bareingantiationpri|eing|38721|24|Church Maple|Plainview|63683|496|3rd |Lee|70408|1999|1|49.95|84.41|0.00|95.57|114.68|2520.76|2000|1
bareingantiationpri|eing|55709|139|Valley First|Mount Zion|58054|58|Park |Forest Hills|29237|1999|1|89.35|123.30|0.00|30.54|38.48|28.66|2000|1
bareingantiationpri|eing|55709|402|Thirteenth |Centerville|50059|474|Franklin Park|Bethel|95281|1999|1|99.12|183.37|260.53|30.54|38.48|28.66|2000|1
bareingantiationpri|ese|49431|167|14th Jefferson|Oak Hill|77838|327|Jackson |Green Acres|37683|1999|1|27.85|38.43|0.00|69.64|135.10|0.00|2000|1
bareingantiationpri|ese|49431|547|5th |Oak Ridge|58371|105|5th |Spring Hill|86787|1999|1|63.29|75.31|0.00|69.64|135.10|0.00|2000|1
bareingantiationpri|ese|28048|22|Woodland |White Plains|76622|758|2nd Eigth|Highland|49454|1999|1|67.13|134.26|0.00|74.70|115.78|0.00|2000|1
baroughtantibarbarable|able|39843|677|4th |Woodland|64854|733|Johnson Fourth|Greenwood|68828|1999|1|80.40|86.02|0.00|47.64|73.84|0.00|2000|1
baroughtantibarbarable|anti|35281|120|Franklin |Bunker Hill|60150|414|Willow Sunset|Bridgeport|45817|1999|1|59.34|108.59|0.00|52.18|60.52|0.00|2000|1
baroughtantibarbarable|ation|35709|980|2nd |Pleasant Hill|73604|108|11th Second|Oak Hill|08438|1999|1|19.39|26.95|0.00|21.83|35.14|0.00|2000|1
baroughtantibarbarable|ation|33604|651|Jackson 11th|Pleasant Hill|43604|314|5th Franklin|Ashland|24244|1999|1|54.02|76.16|0.00|26.75|50.29|0.00|2000|1
baroughtantibarbarable|ation|35709|84|Center 4th|Antioch|48605|726|Park |Paxton|45669|1999|1|65.08|78.74|0.00|21.83|35.14|0.00|2000|1
baroughtantibarbarable|bar|44136|342|10th Birch|Woodville|94289|932|Second |Oak Ridge|38371|1999|1|71.00|101.53|0.00|63.65|124.11|0.00|2000|1
baroughtantibarbarable|cally|22477|420|River |Cairo|54744|476|9th Pine|Evans|72284|1999|1|42.07|54.69|30.60|22.57|24.82|0.00|2000|1
baroughtantibarbarable|cally|39843|31|Smith Main|Wilson|26971|502|Main |Georgetown|47057|1999|1|44.48|49.37|0.00|22.19|35.72|0.00|2000|1
baroughtantibarbarable|ese|35709|511|Railroad Maple|Union Hill|57746|628|Fourth Wilson|Mountain View|54466|1999|1|24.53|46.60|982.63|31.79|54.67|0.00|2000|1
baroughtantibarbarable|ese|35709|773|Hill Oak|Arlington|76557|604|Jackson |Fairview|35709|1999|1|87.14|140.29|2543.58|31.79|54.67|0.00|2000|1
baroughtprioughtpri|able|39231|151|6th Main|Pleasant Valley|22477|223|Willow |Jamestown|46867|1999|1|48.40|92.92|0.00|64.18|69.31|58.94|2000|1
baroughtprioughtpri|ation|41933|104|Washington Hillcrest|Spring Hill|16787|913|8th |Woodlawn|74098|1999|1|77.83|96.50|0.00|60.66|81.89|0.00|2000|1
baroughtprioughtpri|ation|41933|607|Hickory |Valley View|85124|977|Oak |Mountain View|24466|1999|1|80.09|153.77|0.00|60.66|81.89|0.00|2000|1
baroughtprioughtpri|n st|73451|831|8th |Spring Hill|26787|643|Main Pine|Wilson|66971|1999|1|48.90|72.37|1175.68|51.31|76.45|0.00|2000|1
baroughtprioughtpri|ought|34136|368|Lincoln |Philadelphia|35591|251|Jackson |Highland|89454|1999|1|50.25|79.39|0.00|47.39|63.97|0.00|2000|1
callyationablebarbarable|able|44136|248|Park Chestnut|Shady Grove|22812|188|College Miller|Sunnyside|51952|1999|1|12.13|16.49|0.00|45.70|82.26|0.00|2000|1
callyationablebarbarable|able|49431|298|Cherry 13th|Stringtown|70162|64|Franklin Third|NULL|NULL|1999|1|91.18|107.59|0.00|8.70|15.48|44.28|2000|1
callyationablebarbarable|anti|35709|32|Birch |Richville|65945|245|Washington Jefferson|Pine Grove|34593|1999|1|2.42|4.74|0.00|42.36|56.33|0.00|2000|1
callyationablebarbarable|anti|35709|32|Birch |Richville|65945|245|Washington Jefferson|Pine Grove|34593|1999|1|2.42|4.74|0.00|49.69|77.01|0.00|2000|1
callyationablebarbarable|anti|35709|32|Birch |Richville|65945|245|Washington Jefferson|Pine Grove|34593|1999|1|2.42|4.74|0.00|74.64|149.28|0.00|2000|1
callyationablebarbarable|anti|35709|580|10th Park|Spring Hill|66787|480|Railroad 15th|Frankfort|79681|1999|1|14.58|14.58|0.00|42.36|56.33|0.00|2000|1
callyationablebarbarable|anti|35709|580|10th Park|Spring Hill|66787|480|Railroad 15th|Frankfort|79681|1999|1|14.58|14.58|0.00|49.69|77.01|0.00|2000|1
callyationablebarbarable|anti|35709|580|10th Park|Spring Hill|66787|480|Railroad 15th|Frankfort|79681|1999|1|14.58|14.58|0.00|74.64|149.28|0.00|2000|1
callyationablebarbarable|anti|39843|284|Elm |Five Forks|82293|505|Williams |Cedar Grove|80411|1999|1|81.30|130.08|0.00|58.09|72.03|0.00|2000|1
callyationablebarbarable|anti|39843|919|Park |Waterloo|71675|704|9th Ridge|Antioch|38605|1999|1|98.49|127.05|2301.01|58.09|72.03|0.00|2000|1
callyationablebarbarable|ation|41933|944|4th |Midway|51904|288|Lake |Howell|24854|1999|1|90.28|109.23|0.00|87.01|95.71|0.00|2000|1
callyationablebarbarable|cally|22477|687|Madison |Star|30725|635|5th Ridge|Riverview|39003|1999|1|61.93|77.41|0.00|8.56|11.55|110.15|2000|1
callyationablebarbarable|eing|40059|819|Ash |Sunnyside|71952|399|Cherry Washington|Farmington|79145|1999|1|46.04|67.67|0.00|67.22|76.63|0.00|2000|1
callyationablebarbarable|n st|73604|737|1st |Unionville|71711|774|3rd |Oakland|89843|1999|1|81.30|121.95|0.00|42.40|47.48|0.00|2000|1
callyn stn stationn stought|bar|33604|415|7th |Lakeview|58579|948|Valley |Woodlawn|54098|1999|1|3.94|4.57|10.36|11.73|17.36|0.00|2000|1
callyn stn stationn stought|bar|33604|290|7th |Clinton|48222|185|7th Jefferson|Pine Grove|64593|1999|1|27.37|36.40|365.47|11.73|17.36|0.00|2000|1
callyn stn stationn stought|bar|34136|871|Maple |Hillcrest|53003|968|9th West|NULL|NULL|1999|1|33.22|34.88|0.00|30.65|33.71|0.00|2000|1
callyn stn stationn stought|ese|49431|426|Elm |Pine Grove|74593|800|West Third|Belmont|50191|1999|1|1.89|2.77|0.00|87.33|140.60|0.00|2000|1
callyn stn stationn stought|ese|68828|281|Mill |Liberty|23451|951|View Meadow|Shady Grove|42812|1999|1|32.82|64.32|0.00|5.37|9.12|0.00|2000|1
callyn stn stationn stought|ese|49431|837|South Third|Shady Grove|03412|207|Williams 12th|Fairfield|76192|1999|1|56.99|98.02|0.00|87.33|140.60|0.00|2000|1
callyn stn stationn stought|n st|32812|362|15th Ridge|Union|78721|731|Franklin Oak|Lakeview|09179|1999|1|44.62|80.76|0.00|34.80|53.24|445.24|2000|1
callyoughtprin stese|able|45709|249|Lincoln |Denmark|55576|228|Park |Macedonia|51087|1999|1|4.47|5.94|0.00|20.31|37.57|0.00|2000|1
callyoughtprin stese|able|45709|249|Lincoln |Denmark|55576|228|Park |Macedonia|51087|1999|1|4.47|5.94|0.00|88.21|142.90|45.65|2000|1
callyoughtprin stese|able|65709|801|Church |Liberty|23451|112|Franklin |Five Points|46098|1999|1|15.79|17.84|0.00|53.07|84.38|0.00|2000|1
callyoughtprin stese|able|65709|333|12th Maple|Arcola|81654|336|1st |Walnut|26245|1999|1|35.93|44.19|964.62|53.07|84.38|0.00|2000|1
callyoughtprin stese|ation|71904|323|Cedar |Blair|45465|872|Meadow 1st|Salem|08648|1999|1|8.87|17.29|0.00|61.33|77.88|425.29|2000|1
callyoughtprin stese|ation|50059|977|Hillcrest |NULL|NULL|209|4th 15th|Deerfield|69840|1999|1|38.03|41.45|0.00|84.93|140.98|0.00|2000|1
callyoughtprin stese|bar|41904|659|Elm Willow|Harmon|75623|260|Lincoln Elm|Union Hill|47746|1999|1|38.17|56.49|0.00|22.40|23.29|0.00|2000|1
callyoughtprin stese|ese|49431|128|Lincoln 2nd|Riverview|69003|970|Oak |Buena Vista|65752|1999|1|11.96|21.04|0.00|92.37|102.53|457.63|2000|1
callyoughtprin stese|ese|75709|877|Lakeview Park|Sulphur Springs|68354|826|Oak |Lebanon|82898|1999|1|36.01|37.81|0.00|28.08|28.08|0.00|2000|1
callyoughtprin stese|ought|35709|614|Cherry |Sunnyside|31952|441|Mill Birch|Clinton|38222|1999|1|80.55|102.29|0.00|73.64|85.42|0.00|2000|1
callypriantiantiation|able|38721|689|Chestnut Railroad|Fairfield|26192|491|Sunset Fifth|Oakland|39843|1999|1|51.23|67.62|0.00|69.01|109.72|0.00|2000|1
callypriantiantiation|able|38721|490|Chestnut |Lakewood|88877|127|Walnut Second|Georgetown|57057|1999|1|89.83|119.47|0.00|69.01|109.72|0.00|2000|1
callypriantiantiation|ation|53451|776|Miller |Woodland|54854|933|Lincoln |Summit|60499|1999|1|53.44|87.64|0.00|16.82|29.77|0.00|2000|1
callypriantiantiation|bar|25281|132|Park Pine|Oakdale|99584|827|Lakeview |Sunnyside|91952|1999|1|38.40|64.12|0.00|13.01|22.11|0.00|2000|1
callypriantiantiation|ese|78370|344|10th 6th|Spring Hill|66787|576|Oak Maple|Fairfield|46192|1999|1|30.97|51.71|0.00|28.96|42.28|0.00|2000|1
callypriantiantiation|ought|34136|474|Highland |Wildwood|56871|641|Elm |Bridgeport|75817|1999|1|38.06|57.09|0.00|19.30|29.33|0.00|2000|1
callypriationesen st|able|30059|504|West Lincoln|Stringtown|60162|161|Lake |Woodland|14854|1999|1|8.23|13.99|94.23|36.97|53.97|0.00|2000|1
callypriationesen st|anti|35709|755|6th |Mount Olive|38059|243|Wilson |Richardson|27687|1999|1|50.50|62.62|0.00|69.24|99.70|0.00|2000|1
callypriationesen st|eing|71904|357|Meadow |Clifton|48014|687|5th Seventh|Summit|20499|1999|1|30.82|45.92|0.00|11.91|20.48|0.00|2000|1
callypriationesen st|eing|39231|648|NULL|NULL|NULL|250|Center |Midway|71904|1999|1|34.45|38.58|0.00|6.53|11.68|108.19|2000|1
callypriationesen st|ese|78370|307|Willow |Brownsville|59310|380|Valley |Waterloo|51675|1999|1|54.92|103.79|0.00|25.65|51.04|0.00|2000|1
callypricallyn steseought|bar|35709|700|Lee |Jackson|89583|789|Davis Washington|Newport|21521|1999|1|75.88|122.16|0.00|86.57|169.67|0.00|2000|1
callypricallyn steseought|cally|34136|791|Main |Pleasant Valley|82477|801|Main |Georgetown|57057|1999|1|32.75|39.95|0.00|42.09|44.61|0.00|2000|1
callypricallyn steseought|cally|34136|791|Main |Pleasant Valley|82477|801|Main |Georgetown|57057|1999|1|32.75|39.95|0.00|66.70|119.39|1984.04|2000|1
callypricallyn steseought|eing|55709|616|Hickory |Walnut Grove|27752|2|Cedar |Jamestown|56867|1999|1|11.19|21.93|0.00|84.54|114.97|0.00|2000|1
callypricallyn steseought|eing|40059|254|Sycamore |Gum Springs|62106|58|Johnson |Bethel|25281|1999|1|22.26|41.40|132.48|61.57|66.49|0.00|2000|1
callypricallyn steseought|ese|49431|323|Adams Pine|Fairview|85709|618|9th Franklin|Farmington|79145|1999|1|80.55|146.60|108.05|95.99|135.34|73.89|2000|1
callypricallyn steseought|ought|33604|933|Highland |Greenville|61387|260|Maple |Newtown|61749|1999|1|42.91|67.36|0.00|97.53|169.70|0.00|2000|1
callypricallyn steseought|ought|34136|268|Laurel South|Sutton|35413|783|6th Cedar|Hamilton|42808|1999|1|91.10|166.71|0.00|15.69|31.22|0.00|2000|1
callypricallyn steseought|ought|34136|268|Laurel South|Sutton|35413|783|6th Cedar|Hamilton|42808|1999|1|91.10|166.71|0.00|85.46|90.58|0.00|2000|1
eingantin stpribarought|able|65709|389|Smith Walnut|Lincoln|11289|237|Sixth 9th|Woodville|94289|1999|1|11.58|13.20|14.84|11.48|11.59|0.00|2000|1
eingantin stpribarought|able|45709|424|Poplar |Valley View|35124|657|Wilson |Concord|94107|1999|1|23.68|44.51|0.00|83.17|96.47|0.00|2000|1
eingantin stpribarought|able|45709|1000|3rd |Centerville|60059|977|Hill Locust|Spring Valley|46060|1999|1|74.82|76.31|0.00|83.17|96.47|0.00|2000|1
eingantin stpribarought|able|45709|809|6th |Proctor|68140|808|NULL|Woodland|54854|1999|1|91.99|157.30|0.00|83.17|96.47|0.00|2000|1
eingantin stpribarought|ation|50059|194|5th |Spring Hill|66787|33|View |Forest Hills|89237|1999|1|47.02|71.47|1964.65|9.50|17.29|0.00|2000|1
eingantin stpribarought|bar|35281|456|North Meadow|Spring Hill|07387|985|9th Meadow|Lincoln|41289|1999|1|53.67|90.70|0.00|25.50|42.33|849.27|2000|1
eingantin stpribarought|eing|55709|86|Sixth |Flint|48909|89|Cherry |Brunswick|64642|1999|1|41.57|56.11|69.68|7.93|13.63|41.44|2000|1
eingantin stpribarought|eing|55709|739|Davis |Marion|40399|612|NULL|NULL|69303|1999|1|73.16|115.59|0.00|7.93|13.63|41.44|2000|1
eingantin stpribarought|n st|31933|957|Spring College|Buena Vista|55752|357|Cedar Valley|Milan|76697|1999|1|89.86|152.76|0.00|41.87|45.21|401.51|2000|1
eingantioughtcallyeingought|able|51904|344|Elm |Enterprise|71757|1|Spring |Spring Hill|56787|1999|1|88.73|173.02|0.00|93.10|94.96|0.00|2000|1
eingantioughtcallyeingought|anti|28048|333|Sycamore 7th|Fairfield|66192|336|Poplar |Griffin|81204|1999|1|28.14|39.11|0.00|1.90|3.28|0.00|2000|1
eingantioughtcallyeingought|bar|43604|840|1st |Friendship|14536|1|NULL|Greenville|NULL|1999|1|10.10|11.71|0.00|93.53|186.12|0.00|2000|1
eingantioughtcallyeingought|bar|38828|250|Cedar 2nd|Shady Grove|52812|438|12th Lake|Doyle|38434|1999|1|25.71|45.50|0.00|10.24|13.20|0.00|2000|1
eingantioughtcallyeingought|ese|29231|183|Jefferson East|Mount Vernon|68482|420|Locust |Flint|48909|1999|1|84.17|164.97|0.00|86.04|100.66|0.00|2000|1
eingantioughtcallyeingought|n st|34136|270|Walnut Railroad|Sunnyside|81952|65|East 2nd|Wilson|46971|1999|1|72.61|88.58|0.00|24.75|39.10|0.00|2000|1
eingantioughtcallyeingought|ought|33451|644|Miller Oak|Farmington|99145|72|Ninth River|Mount Olive|58059|1999|1|29.12|44.55|1852.88|62.90|83.65|0.00|2000|1
eingbareingeingeing|able|39231|430|7th |Mountain View|34466|538|Maple 8th|Union|78721|1999|1|22.46|41.32|0.00|23.61|43.20|0.00|2000|1
eingbareingeingeing|able|45709|NULL|NULL|Fairview|75709|522|4th Hickory|Mount Pleasant|21933|1999|1|40.85|79.65|1057.88|61.63|107.23|0.00|2000|1
eingbareingeingeing|able|45709|NULL|NULL|Fairview|75709|522|4th Hickory|Mount Pleasant|21933|1999|1|40.85|79.65|1057.88|99.67|163.45|2106.97|2000|1
eingbareingeingeing|eing|73451|720|Cherry |Spring Hill|56787|724|Poplar Pine|Deerfield|49840|1999|1|71.62|121.03|0.00|25.62|38.94|0.00|2000|1
eingbareingeingeing|ese|32477|289|Mill Center|Oak Ridge|48371|83|Green Jackson|White Oak|66668|1999|1|20.50|36.90|0.00|34.17|58.43|3.50|2000|1
eingbareingeingeing|ese|32477|569|Elm View|Bridgeport|15817|97|7th |Crossroads|30534|1999|1|28.79|36.27|273.60|34.17|58.43|3.50|2000|1
eingbareingeingeing|pri|52477|909|View View|Sunnyside|61952|57|Oak |Edgewood|20069|1999|1|91.09|156.67|0.00|87.18|171.74|0.00|2000|1
eingbaroughtbarationought|bar|25281|592|Lake |Summit|30499|629|Cedar |Springdale|88883|1999|1|63.38|119.15|0.00|39.90|64.23|0.00|2000|1
eingbaroughtbarationought|bar|29843|3|Davis |Newport|71521|317|Maple Smith|Five Points|76098|1999|1|79.08|149.46|5572.09|37.56|59.34|0.00|2000|1
eingbaroughtbarationought|eing|45281|145|Park Hill|Stringtown|40162|26|Lakeview Spruce|Greenwood|68828|1999|1|76.51|119.35|0.00|27.62|54.96|0.00|2000|1
eingbaroughtbarationought|pri|41904|869|Wilson |Five Points|26098|491|Johnson Franklin|Shady Grove|72812|1999|1|15.30|29.83|0.00|20.34|33.76|68.90|2000|1
eingbaroughtbarationought|pri|41904|816|Second |Walnut Grove|77752|635|East |Clinton|58222|1999|1|22.87|27.90|0.00|20.34|33.76|68.90|2000|1
eseantieingn stantiought|able|45709|286|Center Park|Sunnyside|81952|545|Highland |Springfield|89303|1999|1|3.93|7.86|14.43|25.47|38.71|0.00|2000|1
eseantieingn stantiought|able|45709|286|Center Park|Sunnyside|81952|545|Highland |Springfield|89303|1999|1|3.93|7.86|14.43|77.65|153.74|861.66|2000|1
eseantieingn stantiought|able|29431|421|Adams Washington|Stringtown|50162|111|3rd Hill|Florence|53394|1999|1|36.56|66.17|0.00|10.84|18.97|0.00|2000|1
eseantieingn stantiought|eing|41904|572|Franklin Chestnut|Buena Vista|75752|NULL|NULL|Cedar Grove|NULL|1999|1|1.37|2.69|0.00|72.24|110.52|0.00|2000|1
eseantieingn stantiought|eing|55709|131|Park Tenth|Greenwood|78828|625|River |Edgewood|70069|1999|1|21.24|30.79|0.00|80.46|139.19|0.00|2000|1
eseantieingn stantiought|eing|48370|907|Center |Springdale|58883|255|Elm |White Plains|16622|1999|1|48.09|77.42|0.00|96.74|151.88|0.00|2000|1
eseantieingn stantiought|eing|29431|265|Third |Waterloo|51675|623|Park |Roxbury|35508|1999|1|58.57|74.96|0.00|58.41|76.51|402.69|2000|1
eseantieingn stantiought|ese|45281|278|12th |Royal|35819|124|Meadow South|Oakland|19843|1999|1|62.96|86.25|0.00|5.27|6.16|169.32|2000|1
eseantieingn stantiought|ese|38828|522|Laurel Jefferson|Oak Ridge|28371|945|Broadway Lake|Springfield|19303|1999|1|95.48|174.72|0.00|35.17|54.16|0.00|2000|1
esecallyantiantieingought|able|28370|968|Hill |Waterloo|61675|27|Lake 4th|Mount Zion|18054|1999|1|28.48|37.30|0.00|84.36|167.87|272.60|2000|1
esecallyantiantieingought|able|28370|306|8th Johnson|Antioch|78605|703|Main Center|Concord|04707|1999|1|88.30|171.30|2027.50|84.36|167.87|272.60|2000|1
esecallyantiantieingought|anti|54136|688|West Wilson|Liberty|63451|99|Dogwood Hillcrest|Franklin|59101|1999|1|9.34|17.27|6.73|73.47|134.45|0.00|2000|1
esecallyantiantieingought|anti|73604|183|Laurel Hill|Spring Hill|26787|273|Oak |Sunnyside|41952|1999|1|22.45|30.75|0.00|40.76|73.36|74.45|2000|1
esecallyantiantieingought|bar|75709|453|Fifth |Tremont|69515|613|Williams |Yorktown|40732|1999|1|21.08|39.84|0.00|42.97|45.11|0.00|2000|1
esecallyantiantieingought|bar|38828|644|Cedar Oak|White Oak|86668|352|Smith Elm|Hillcrest|43003|1999|1|25.11|27.87|0.00|3.57|4.49|0.00|2000|1
esecallyantiantieingought|bar|75709|662|Church College|Oak Hill|NULL|109|Jackson |Oakland|79843|1999|1|45.19|84.50|0.00|42.97|45.11|0.00|2000|1
esecallyantiantieingought|bar|75709|158|Center 1st|Avery|60194|637|Elm East|Centerville|40059|1999|1|88.26|110.32|0.00|42.97|45.11|0.00|2000|1
esecallyantiantieingought|ese|49431|487|Sycamore |Bunker Hill|40150|497|Fifteenth Church|Greenfield|05638|1999|1|13.33|14.52|0.00|97.08|99.99|0.00|2000|1
esecallyantiantieingought|ese|49431|132|Second 15th|Fairview|85709|88|Pine |Enterprise|71757|1999|1|23.12|34.21|0.00|97.08|99.99|0.00|2000|1
esecallyantiantieingought|n st|68048|389|Poplar 11th|Lakeview|38579|723|Sunset |Springdale|48883|1999|1|44.16|45.48|0.00|50.69|100.36|70.44|2000|1
esecallyantiantieingought|ought|39843|538|Park |Saint James|25799|953|Cedar |Summit|40499|1999|1|85.99|103.18|0.00|63.84|75.96|0.00|2000|1
eseeingeseantipriought|ese|35281|303|West Lake|Walnut Grove|37752|595|11th View|Sunnyside|31952|1999|1|41.66|65.40|0.00|4.31|6.24|0.00|2000|1
n stableableantiought|anti|35709|169|River West|Waterloo|51675|818|4th Fifth|Valley View|35124|1999|1|14.78|21.43|117.24|43.97|59.79|1812.09|2000|1
n stableableantiought|ation|71904|201|Hillcrest Hill|Plainview|53683|178|14th Fourth|Brownsville|69310|1999|1|32.31|63.00|776.37|70.66|96.80|0.00|2000|1
n stableableantiought|ese|78370|231|Washington 8th|Woodville|64289|651|9th Second|Jenkins|77292|1999|1|27.45|28.82|0.00|2.46|2.68|0.00|2000|1
n stableableantiought|ese|35281|55|Washington 3rd|Jamestown|76867|171|NULL|NULL|46971|1999|1|65.20|113.44|0.00|25.47|32.09|0.00|2000|1
n stableableantiought|ought|32812|596|Lakeview |Farmington|59145|53|Hill |Springdale|28883|1999|1|73.55|106.64|38.70|8.57|16.88|193.89|2000|1
n stableableeseanti|able|38048|108|11th |Crossroads|30534|145|Maple Pine|Pine Grove|24593|1999|1|10.08|19.95|206.84|37.24|64.79|0.00|2000|1
n stableableeseanti|able|38048|225|2nd |Newport|02121|456|1st |Shady Grove|42812|1999|1|83.90|114.94|0.00|37.24|64.79|0.00|2000|1
n stableableeseanti|ation|40059|109|NULL|Lakeside|99532|147|Lincoln Smith|Woodland|74854|1999|1|56.04|98.63|2350.01|32.90|57.57|0.00|2000|1
n stableableeseanti|ation|40059|391|Sycamore 14th|Georgetown|97057|234|1st Maple|Stringtown|70162|1999|1|96.70|156.65|0.00|32.90|57.57|0.00|2000|1
n stableableeseanti|eing|55709|497|6th |Union Hill|57746|73|View |Salem|08648|1999|1|5.21|6.87|0.00|24.98|40.46|0.00|2000|1
n stableableeseanti|eing|55709|497|6th |Union Hill|57746|73|View |Salem|08648|1999|1|5.21|6.87|0.00|70.95|105.00|0.00|2000|1
n stableableeseanti|n st|49231|344|2nd Oak|Centerville|70059|595|Spruce |Forest Hills|79237|1999|1|3.01|4.60|53.22|10.37|14.62|0.00|2000|1
n stableableeseanti|n st|49231|294|12th Sunset|Bethel|55281|408|7th |Hopewell|80587|1999|1|15.91|19.56|0.00|10.37|14.62|0.00|2000|1
n stableableeseanti|n st|49231|259|Cedar Pine|Ashland|54244|949|7th Locust|Clinton|58222|1999|1|40.38|60.57|0.00|10.37|14.62|0.00|2000|1
n stableableeseanti|n st|49231|136|Poplar Central|Harmony|55804|81|Cedar Mill|Woodville|64289|1999|1|94.06|94.06|342.03|10.37|14.62|0.00|2000|1
n stableableeseanti|pri|28828|139|5th |Shiloh|99275|367|Adams |Smith|57317|1999|1|49.18|49.67|0.00|46.90|67.53|0.00|2000|1
n stablen steingcally|able|51904|950|West Oak|Greenville|81387|457|Lincoln |Farmington|39145|1999|1|54.26|69.99|0.00|99.49|151.22|0.00|2000|1
n stablen steingcally|ation|40059|311|Elm Maple|Harmony|95804|470|Oak Pine|Sunnyside|02552|1999|1|86.03|171.19|0.00|31.42|40.84|0.00|2000|1
n stablen steingcally|ation|40059|311|Elm Maple|Harmony|95804|470|Oak Pine|Sunnyside|02552|1999|1|86.03|171.19|0.00|47.68|71.99|0.00|2000|1
n stablen steingcally|ation|40059|311|Elm Maple|Harmony|95804|470|Oak Pine|Sunnyside|02552|1999|1|86.03|171.19|0.00|50.77|101.54|1070.12|2000|1
n stablen steingcally|eing|31904|780|Elm 15th|Clifton|78014|650|Smith Cedar|Woodville|84289|1999|1|19.60|20.58|0.00|54.36|78.82|0.00|2000|1
n stablen steingcally|eing|72812|295|Oak |Shady Grove|72812|477|Lakeview |Carter|90919|1999|1|39.90|72.61|0.00|45.69|56.19|0.00|2000|1
n stablen steingcally|eing|45709|NULL|NULL|NULL|NULL|321|Wilson |Oak Hill|17838|1999|1|41.88|56.53|0.00|61.72|69.12|0.00|2000|1
n stablen steingcally|eing|72812|205|First |Union|38721|409|Adams Cedar|Buena Vista|65752|1999|1|87.19|126.42|0.00|45.69|56.19|0.00|2000|1
n stablen steingcally|n st|68048|665|Walnut First|Antioch|09205|669|Lee Hillcrest|Perkins|71852|1999|1|9.93|14.39|0.00|36.05|52.27|171.05|2000|1
n stablen steingcally|pri|52477|267|Washington |Midway|02504|856|Davis 10th|Wilson|36971|1999|1|69.38|95.74|2758.66|54.53|109.06|0.00|2000|1
n stbaresecallyableought|able|38721|700|Davis |Murray|82150|924|5th 2nd|Deerfield|69840|1999|1|23.35|32.92|0.00|71.22|116.08|0.00|2000|1
n stbaresecallyableought|cally|34136|231|6th Park|Newport|51521|402|2nd Pine|Glendale|43951|1999|1|5.17|9.82|0.00|19.35|27.28|921.55|2000|1
n stbaresecallyableought|cally|34136|231|6th Park|Newport|51521|402|2nd Pine|Glendale|43951|1999|1|5.17|9.82|0.00|40.26|49.11|574.47|2000|1
n stbaresecallyableought|eing|39231|708|Spruce 4th|Oak Ridge|58371|39|Wilson |Delmar|53957|1999|1|1.00|1.28|3.80|10.89|16.55|153.87|2000|1
n stbaresecallyableought|eing|39231|313|Dogwood |Edgewood|80069|832|North 1st|Woodlawn|24098|1999|1|33.59|46.35|0.00|10.89|16.55|153.87|2000|1
n stbaresecallyableought|eing|49843|722|Willow |Lakewood|58877|943|9th |Mount Vernon|38482|1999|1|36.02|50.78|1298.58|35.04|56.41|56.40|2000|1
n stbaresecallyableought|ese|33451|628|13th Miller|Belmont|40191|180|6th |Harmony|25804|1999|1|79.90|135.83|0.00|38.31|43.67|0.00|2000|1
