C,NEMP.WORLD,DAILY,AEMO,PUBLIC,2023/11/18,04:05:04,0000000402799132,,0000000402799132
I,DISPATCH,CASESOLUTION,1,SETTLEMENTDATE,RUNNO,INTERVENTION,CASESUBTYPE,SOLUTIONSTATUS,SPDVERSION,NONPHYSICALLOSSES,TOTALOBJECTIVE,TOTALAREAGENVIOLATION,TOTALINTERCONNECTORVIOLATION,TOTALGENERICVIOLATION,TOTALRAMPRATEVIOLATION,TOTALUNITMWCAPACITYVIOLATION,TOTAL5MINVIOLATION,TOTALREGVIOLATION,TOTAL6SECVIOLATION,TOTAL60SECVIOLATION,TOTALASPROFILEVIOLATION,TOTALFASTSTARTVIOLATION,TOTALENERGYOFFERVIOLATION,LASTCHANGED
D,DISPATCH,CASESOLUTION,1,"2023/11/17 16:30:00",1,0,,1,,0,-24879655.5480,0,0,0,0,0.46,,,,,0,0,0,"2023/11/17 16:25:08"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 16:35:00",1,0,,0,,0,-41333053.0260,0,0,0,0,0,,,,,0,0,0,"2023/11/17 16:30:04"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 16:40:00",1,0,,0,,0,-41329313.6780,0,0,0,0,0,,,,,0,0,0,"2023/11/17 16:35:09"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 16:45:00",1,0,,0,,0,-41833547.9990,0,0,0,0,0,,,,,0,0,0,"2023/11/17 16:40:10"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 16:50:00",1,0,,0,,0,-42551070.1150,0,0,0,0,0,,,,,0,0,0,"2023/11/17 16:45:09"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 16:55:00",1,0,,1,,0,-40165172.80,0,0,0,0,0.1,,,,,0,0,0,"2023/11/17 16:50:05"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 17:00:00",1,0,,1,,0,-43463696.7360,0,0,0,0,0.1,,,,,0,0,0,"2023/11/17 16:55:09"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 17:05:00",1,0,,1,,0,402372864.7860,0,0,0,0,18.24,,,,,0,0,0,"2023/11/17 17:00:08"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 17:10:00",1,0,,1,,0,179581774.6110,0,0,0,0,9.16,,,,,0,0,0,"2023/11/17 17:05:04"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 17:15:00",1,0,,0,,0,-44774717.5690,0,0,0,0,0,,,,,0,0,0,"2023/11/17 17:10:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 17:20:00",1,0,,0,,0,-44827330.6740,0,0,0,0,0,,,,,0,0,0,"2023/11/17 17:15:04"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 17:25:00",1,0,,0,,0,-44178924.7790,0,0,0,0,0,,,,,0,0,0,"2023/11/17 17:20:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 17:30:00",1,0,,0,,0,-43916506.8830,0,0,0,0,0,,,,,0,0,0,"2023/11/17 17:25:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 17:35:00",1,0,,0,,0,-41189433.84,0,0,0,0,0,,,,,0,0,0,"2023/11/17 17:30:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 17:40:00",1,0,,0,,0,-40402133.1480,0,0,0,0,0,,,,,0,0,0,"2023/11/17 17:35:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 17:45:00",1,0,,1,,0,-34454714.9820,0,0,0,0,0.2,,,,,0,0,0,"2023/11/17 17:40:02"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 17:50:00",1,0,,1,,0,-33579028.50,0,0,0,0,0.2,,,,,0,0,0,"2023/11/17 17:45:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 17:55:00",1,0,,1,,0,-36094950.5570,0,0,0,0,0.1,,,,,0,0,0,"2023/11/17 17:50:04"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 18:00:00",1,0,,1,,0,-36433457.0950,0,0,0,0,0.1,,,,,0,0,0,"2023/11/17 17:55:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 18:05:00",1,0,,1,,0,-34430611.6970,0,0,0,0,0.1,,,,,0,0,0,"2023/11/17 18:00:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 18:10:00",1,0,,0,,0,-36891093.4820,0,0,0,0,0,,,,,0,0,0,"2023/11/17 18:05:02"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 18:15:00",1,0,,0,,0,-37374801.1820,0,0,0,0,0,,,,,0,0,0,"2023/11/17 18:10:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 18:20:00",1,0,,1,,0,-34255085.9680,0,0,0,0,0.1,,,,,0,0,0,"2023/11/17 18:15:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 18:25:00",1,0,,1,,0,-33215504.3040,0,0,0,0,0.1,,,,,0,0,0,"2023/11/17 18:20:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 18:30:00",1,0,,0,,0,-35196263.3820,0,0,0,0,0,,,,,0,0,0,"2023/11/17 18:25:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 18:35:00",1,0,,1,,0,-32334724.6370,0,0,0,0,0.1,,,,,0,0,0,"2023/11/17 18:30:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 18:40:00",1,0,,0,,0,-34191415.0880,0,0,0,0,0,,,,,0,0,0,"2023/11/17 18:35:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 18:45:00",1,0,,1,,0,-31336602.66,0,0,0,0,0.1,,,,,0,0,0,"2023/11/17 18:40:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 18:50:00",1,0,,0,,0,-34153952.3790,0,0,0,0,0,,,,,0,0,0,"2023/11/17 18:45:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 18:55:00",1,0,,0,,0,-34067481.2860,0,0,0,0,0,,,,,0,0,0,"2023/11/17 18:50:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 19:00:00",1,0,,0,,0,-34161469.6580,0,0,0,0,0,,,,,0,0,0,"2023/11/17 18:55:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 19:05:00",1,0,,0,,0,-25740682.46,0,0,0,0,0,,,,,0,0,0,"2023/11/17 19:00:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 19:10:00",1,0,,1,,0,888159560.5950,0,0,0,0,37.27,,,,,0,0,0,"2023/11/17 19:05:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 19:15:00",1,0,,1,,0,883712099.9530,0,0,0,0,37.23,,,,,0,0,0,"2023/11/17 19:10:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 19:20:00",1,0,,1,,0,881329177.0250,0,0,0,0,37.22,,,,,0,0,0,"2023/11/17 19:15:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 19:25:00",1,0,,1,,0,899723467.1060,0,0,0,0,37.98,,,,,0,0,0,"2023/11/17 19:20:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 19:30:00",1,0,,1,,0,872181619.7320,0,0,0,0,36.87,,,,,0,0,0,"2023/11/17 19:25:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 19:35:00",1,0,,1,,0,6225595163.4330,0,0,0,0,254.68,,,,,0,0,0,"2023/11/17 19:30:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 19:40:00",1,0,,1,,0,4900041508.0970,0,0,0,0,200.82,,,,,0,0,0,"2023/11/17 19:35:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 19:45:00",1,0,,1,,0,2374895739.2760,0,0,0,0,98,,,,,0,0,0,"2023/11/17 19:40:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 19:50:00",1,0,,1,,0,1051496257.6480,0,0,0,0,44.1,,,,,0,0,0,"2023/11/17 19:45:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 19:55:00",1,0,,0,,0,-32267107.2450,0,0,0,0,0,,,,,0,0,0,"2023/11/17 19:50:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 20:00:00",1,0,,1,,0,-30322764.1280,0,0,0,0,0.1,,,,,0,0,0,"2023/11/17 19:55:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 20:05:00",1,0,,1,,0,4027187861.5690,0,0,0,0,165.964,,,,,0,0,0,"2023/11/17 20:00:02"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 20:10:00",1,0,,1,,0,3623567899.1380,0,0,0,0,149.595,,,,,0,0,0,"2023/11/17 20:05:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 20:15:00",1,0,,1,,0,2841880378.5970,0,0,0,0,117.613,,,,,0,0,0,"2023/11/17 20:10:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 20:20:00",1,0,,1,,0,2244933416.7980,0,0,0,0,93.477,,,,,0,0,0,"2023/11/17 20:15:02"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 20:25:00",1,0,,1,,0,2863030435.6560,0,0,0,0,118.77,,,,,0,0,0,"2023/11/17 20:20:02"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 20:30:00",1,0,,1,,0,1904503784.6410,0,0,0,0,79.764,,,,,0,0,0,"2023/11/17 20:25:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 20:35:00",1,0,,1,,0,2438952364.8470,0,0,0,0,101.415,,,,,0,0,0,"2023/11/17 20:30:02"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 20:40:00",1,0,,1,,0,2404374386.37,0,0,0,0,100.112,,,,,0,0,0,"2023/11/17 20:35:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 20:45:00",1,0,,1,,0,483838402.8310,0,0,0,0,21.94,,,,,0,0,0,"2023/11/17 20:40:02"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 20:50:00",1,0,,1,,0,229032920.0450,0,0,0,0,11.564,,,,,0,0,0,"2023/11/17 20:45:02"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 20:55:00",1,0,,0,,0,-55281754.6920,0,0,0,0,0,,,,,0,0,0,"2023/11/17 20:50:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 21:00:00",1,0,,0,,0,-55407449.3540,0,0,0,0,0,,,,,0,0,0,"2023/11/17 20:55:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 21:05:00",1,0,,1,,0,638042862.1320,0,0,0,0,27.755,,,,,0,0,0,"2023/11/17 21:00:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 21:10:00",1,0,,1,,0,634495334.57,0,0,0,0,27.846,,,,,0,0,0,"2023/11/17 21:05:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 21:15:00",1,0,,1,,0,1074013155.4160,0,0,0,0,45.937,,,,,0,0,0,"2023/11/17 21:10:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 21:20:00",1,0,,1,,0,-52304385.61,0,0,0,0,0.1,,,,,0,0,0,"2023/11/17 21:15:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 21:25:00",1,0,,0,,0,-54778930.8770,0,0,0,0,0,,,,,0,0,0,"2023/11/17 21:20:02"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 21:30:00",1,0,,1,,0,-49933804.9660,0,0,0,0,0.2,,,,,0,0,0,"2023/11/17 21:25:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 21:35:00",1,0,,1,,0,-12582643.9120,0,0,0,0,1.487,,,,,0,0,0,"2023/11/17 21:30:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 21:40:00",1,0,,0,,0,-52297928.4560,0,0,0,0,0,,,,,0,0,0,"2023/11/17 21:35:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 21:45:00",1,0,,1,,0,3636295874.3410,0,0,0,0,150.225,,,,,0,0,0,"2023/11/17 21:40:02"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 21:50:00",1,0,,1,,0,-51935117.2980,0,0,0,0,0.1,,,,,0,0,0,"2023/11/17 21:45:02"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 21:55:00",1,0,,0,,0,-54402795.21,0,0,0,0,0,,,,,0,0,0,"2023/11/17 21:50:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 22:00:00",1,0,,1,,0,-51909940.0510,0,0,0,0,0.1,,,,,0,0,0,"2023/11/17 21:55:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 22:05:00",1,0,,1,,0,-46272644.3910,0,0,0,0,0.1,,,,,0,0,0,"2023/11/17 22:00:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 22:10:00",1,0,,1,,0,-48524238.9060,0,0,0,0,0.1,,,,,0,0,0,"2023/11/17 22:05:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 22:15:00",1,0,,1,,0,365490378.6370,0,0,0,0,16.983,,,,,0,0,0,"2023/11/17 22:10:02"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 22:20:00",1,0,,1,,0,319918669.0540,0,0,0,0,15.099,,,,,0,0,0,"2023/11/17 22:15:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 22:25:00",1,0,,1,,0,279776932.5480,0,0,0,0,13.463,,,,,0,0,0,"2023/11/17 22:20:05"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 22:30:00",1,0,,0,,0,-50757875.4790,0,0,0,0,0,,,,,0,0,0,"2023/11/17 22:25:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 22:35:00",1,0,,0,,0,-49364760.0730,0,0,0,0,0,,,,,0,0,0,"2023/11/17 22:30:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 22:40:00",1,0,,1,,0,-47241907.5760,0,0,0,0,0.1,,,,,0,0,0,"2023/11/17 22:35:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 22:45:00",1,0,,1,,0,-47915767.6690,0,0,0,0,0.1,,,,,0,0,0,"2023/11/17 22:40:02"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 22:50:00",1,0,,0,,0,-50172567.1080,0,0,0,0,0,,,,,0,0,0,"2023/11/17 22:45:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 22:55:00",1,0,,0,,0,-50056650.4350,0,0,0,0,0,,,,,0,0,0,"2023/11/17 22:50:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 23:00:00",1,0,,1,,0,-47573958.7360,0,0,0,0,0.1,,,,,0,0,0,"2023/11/17 22:55:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 23:05:00",1,0,,1,,0,-45568109.9610,0,0,0,0,0.1,,,,,0,0,0,"2023/11/17 23:00:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 23:10:00",1,0,,1,,0,-45494464.1590,0,0,0,0,0.1,,,,,0,0,0,"2023/11/17 23:05:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 23:15:00",1,0,,0,,0,-47995783.19,0,0,0,0,0,,,,,0,0,0,"2023/11/17 23:10:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 23:20:00",1,0,,1,,0,-16025744.1730,0,0,0,0.416,0,,,,,0,0,0,"2023/11/17 23:15:02"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 23:25:00",1,0,,1,,0,-15966430.1110,0,0,0,0.416,0,,,,,0,0,0,"2023/11/17 23:20:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 23:30:00",1,0,,1,,0,-15990262.8730,0,0,0,0.416,0,,,,,0,0,0,"2023/11/17 23:25:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 23:35:00",1,0,,1,,0,-15922778.3050,0,0,0,0.416,0,,,,,0,0,0,"2023/11/17 23:30:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 23:40:00",1,0,,1,,0,-7172455.1420,0,0,0,0.416,0,,,,,0,0,0,"2023/11/17 23:35:04"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 23:45:00",1,0,,1,,0,-3762172.28,0,0,0,0.416,0.26,,,,,0,0,0,"2023/11/17 23:40:02"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 23:50:00",1,0,,1,,0,-14168482.45,0,0,0,0.416,0,,,,,0,0,0,"2023/11/17 23:45:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/17 23:55:00",1,0,,1,,0,-15275361.3130,0,0,0,0.416,0,,,,,0,0,0,"2023/11/17 23:50:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/18 00:00:00",1,0,,1,,0,-5203508.2810,0,0,0,0.416,0.41,,,,,0,0,0,"2023/11/17 23:55:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/18 00:05:00",1,0,,1,,0,2006985581.7150,0,0,79.765,0.416,0.1,,,,,0,0,0,"2023/11/18 00:00:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/18 00:10:00",1,0,,1,,0,1713933363.3980,0,0,68.28,0.416,0,,,,,0,0,0,"2023/11/18 00:05:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/18 00:15:00",1,0,,1,,0,1324747813.8940,0,0,52.898,0.416,0,,,,,0,0,0,"2023/11/18 00:10:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/18 00:20:00",1,0,,1,,0,933413090.4160,0,0,37.427,0.416,0,,,,,0,0,0,"2023/11/18 00:15:02"
D,DISPATCH,CASESOLUTION,1,"2023/11/18 00:25:00",1,0,,1,,0,550689839.8880,0,0,22.2,0.416,0.1,,,,,0,0,0,"2023/11/18 00:20:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/18 00:30:00",1,0,,1,,0,218937418.1080,0,0,8.395,0.416,0.81,,,,,0,0,0,"2023/11/18 00:25:02"
D,DISPATCH,CASESOLUTION,1,"2023/11/18 00:35:00",1,0,,1,,0,7579525926.7580,0,0,0,0.416,308.996,,,,,0,0,0,"2023/11/18 00:30:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/18 00:40:00",1,0,,1,,0,7336915650.9690,0,0,0,0.416,299.12,,,,,0,0,0,"2023/11/18 00:35:02"
D,DISPATCH,CASESOLUTION,1,"2023/11/18 00:45:00",1,0,,1,,0,6045182791.2170,0,0,0,0.416,246.546,,,,,0,0,0,"2023/11/18 00:40:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/18 00:50:00",1,0,,1,,0,4782443540.40,0,0,0,0.416,195.149,,,,,0,0,0,"2023/11/18 00:45:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/18 00:55:00",1,0,,1,,0,3533422992.0770,0,0,0,0.416,144.306,,,,,0,0,0,"2023/11/18 00:50:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/18 01:00:00",1,0,,1,,0,2826754356.2650,0,0,0,0.416,115.54,,,,,0,0,0,"2023/11/18 00:55:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/18 01:05:00",1,0,,1,,0,1453322777.0730,0,0,0,0.416,59.628,,,,,0,0,0,"2023/11/18 01:00:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/18 01:10:00",1,0,,1,,0,499129476.38,0,0,0,0.416,20.781,,,,,0,0,0,"2023/11/18 01:05:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/18 01:15:00",1,0,,1,,0,485407380.7220,0,0,0,0.416,20.229,,,,,0,0,0,"2023/11/18 01:10:02"
D,DISPATCH,CASESOLUTION,1,"2023/11/18 01:20:00",1,0,,1,,0,17265665.6770,0,0,0,0.416,1.17,,,,,0,0,0,"2023/11/18 01:15:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/18 01:25:00",1,0,,1,,0,-11434172.2560,0,0,0,0.416,0,,,,,0,0,0,"2023/11/18 01:20:02"
D,DISPATCH,CASESOLUTION,1,"2023/11/18 01:30:00",1,0,,1,,0,-3823519.21,0,0,0,0.416,0.31,,,,,0,0,0,"2023/11/18 01:25:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/18 01:35:00",1,0,,1,,0,1498287664.4310,0,0,0,0.416,61.408,,,,,0,0,0,"2023/11/18 01:30:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/18 01:40:00",1,0,,1,,0,608001450.7020,0,0,0,0.416,25.168,,,,,0,0,0,"2023/11/18 01:35:02"
D,DISPATCH,CASESOLUTION,1,"2023/11/18 01:45:00",1,0,,1,,0,-7888393.7570,0,0,0,0.416,0.1,,,,,0,0,0,"2023/11/18 01:40:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/18 01:50:00",1,0,,1,,0,-10396306.4160,0,0,0,0.416,0,,,,,0,0,0,"2023/11/18 01:45:02"
D,DISPATCH,CASESOLUTION,1,"2023/11/18 01:55:00",1,0,,1,,0,8316084.7680,0,0,0,0.416,0.76,,,,,0,0,0,"2023/11/18 01:50:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/18 02:00:00",1,0,,1,,0,-2731101.26,0,0,0,0.416,0.31,,,,,0,0,0,"2023/11/18 01:55:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/18 02:05:00",1,0,,1,,0,-8814993.7150,0,0,0,0.416,0.06,,,,,0,0,0,"2023/11/18 02:00:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/18 02:10:00",1,0,,1,,0,-7598613.6930,0,0,0,0.416,0.1,,,,,0,0,0,"2023/11/18 02:05:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/18 02:15:00",1,0,,1,,0,-7628193.4030,0,0,0,0.416,0.1,,,,,0,0,0,"2023/11/18 02:10:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/18 02:20:00",1,0,,1,,0,-7639055.3820,0,0,0,0.416,0.1,,,,,0,0,0,"2023/11/18 02:15:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/18 02:25:00",1,0,,1,,0,-2417482.6810,0,0,0,0.416,0.31,,,,,0,0,0,"2023/11/18 02:20:02"
D,DISPATCH,CASESOLUTION,1,"2023/11/18 02:30:00",1,0,,1,,0,-9895427.42,0,0,0,0.416,0.01,,,,,0,0,0,"2023/11/18 02:25:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/18 02:35:00",1,0,,1,,0,-2318028.8590,0,0,0,0.416,0.31,,,,,0,0,0,"2023/11/18 02:30:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/18 02:40:00",1,0,,1,,0,-9895921.9650,0,0,0,0.416,0,,,,,0,0,0,"2023/11/18 02:35:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/18 02:45:00",1,0,,1,,0,-8500955.7880,0,0,0,0.416,0.06,,,,,0,0,0,"2023/11/18 02:40:02"
D,DISPATCH,CASESOLUTION,1,"2023/11/18 02:50:00",1,0,,1,,0,-9903525.7990,0,0,0,0.416,0,,,,,0,0,0,"2023/11/18 02:45:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/18 02:55:00",1,0,,1,,0,-3502096.8430,0,0,0,0.416,0.26,,,,,0,0,0,"2023/11/18 02:50:02"
D,DISPATCH,CASESOLUTION,1,"2023/11/18 03:00:00",1,0,,1,,0,-2234303.9630,0,0,0,0.416,0.31,,,,,0,0,0,"2023/11/18 02:55:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/18 03:05:00",1,0,,1,,0,-9867178.7940,0,0,0,0.416,0,,,,,0,0,0,"2023/11/18 03:00:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/18 03:10:00",1,0,,1,,0,-9517507.4350,0,0,0,0.416,0.01,,,,,0,0,0,"2023/11/18 03:05:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/18 03:15:00",1,0,,1,,0,-7178170.5820,0,0,0,0.416,0.1,,,,,0,0,0,"2023/11/18 03:10:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/18 03:20:00",1,0,,1,,0,-9624785.8940,0,0,0,0.416,0,,,,,0,0,0,"2023/11/18 03:15:02"
D,DISPATCH,CASESOLUTION,1,"2023/11/18 03:25:00",1,0,,1,,0,-878688.5970,0,0,0,0.416,0.36,,,,,0,0,0,"2023/11/18 03:20:02"
D,DISPATCH,CASESOLUTION,1,"2023/11/18 03:30:00",1,0,,1,,0,14145537.0950,0,0,0,0.416,0.97,,,,,0,0,0,"2023/11/18 03:25:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/18 03:35:00",1,0,,1,,0,-7149770.39,0,0,0,0.416,0.1,,,,,0,0,0,"2023/11/18 03:30:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/18 03:40:00",1,0,,1,,0,-9596739.4250,0,0,0,0.416,0,,,,,0,0,0,"2023/11/18 03:35:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/18 03:45:00",1,0,,1,,0,88789129.03,0,0,0,0.416,3.995,,,,,0,0,0,"2023/11/18 03:40:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/18 03:50:00",1,0,,1,,0,4426114.4320,0,0,0,0.416,0.56,,,,,0,0,0,"2023/11/18 03:45:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/18 03:55:00",1,0,,1,,0,5669292.5630,0,0,0,0.416,0.61,,,,,0,0,0,"2023/11/18 03:50:03"
D,DISPATCH,CASESOLUTION,1,"2023/11/18 04:00:00",1,0,,1,,0,8250793.4510,0,0,0,0.416,0.71,,,,,0,0,0,"2023/11/18 03:55:03"
