Contient la liste des mutations vers de la forêt entre les millésimes 2010 et 2021 pour le territoire choisi.
n_admin,id_admin,ocs_cod_10,ocs_cod_21,ocs_ha_chg
commune,68011,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.33589
commune,68015,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.14144
commune,68026,5 - Surfaces en eau,31 - Forêts,0.07746
commune,68060,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.06587
commune,68063,5 - Surfaces en eau,31 - Forêts,0.40786
commune,68063,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.07905
commune,68066,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.00874
commune,68066,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",0.16437
commune,68072,5 - Surfaces en eau,31 - Forêts,0.11700
commune,68072,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.12871
commune,68115,5 - Surfaces en eau,31 - Forêts,0.42367
commune,68115,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.08971
commune,68066,1 - Emprises urbaines,31 - Forêts,0.06812
commune,68136,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.01875
commune,68145,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.05384
commune,68145,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",0.03617
commune,68163,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",0.34592
commune,68180,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.35590
commune,68185,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",0.04757
commune,68201,1 - Emprises urbaines,31 - Forêts,0.67373
commune,68253,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",0.21596
commune,68266,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.45498
commune,68266,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",0.50815
commune,68286,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.21075
commune,68286,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",0.71309
commune,68289,5 - Surfaces en eau,31 - Forêts,0.27600
commune,68289,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.16048
commune,68289,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",0.01209
commune,68286,1 - Emprises urbaines,31 - Forêts,0.02709
commune,68302,5 - Surfaces en eau,31 - Forêts,0.61852
commune,68302,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.04863
commune,68321,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.10267
commune,68343,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.15824
commune,68349,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",0.23953
commune,88011,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",0.01841
commune,88021,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.08752
commune,88084,5 - Surfaces en eau,31 - Forêts,0.15861
commune,88084,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.09743
commune,88084,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",1.08515
commune,88089,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.05628
commune,88090,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",1.27705
commune,88094,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.45224
commune,88094,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",2.48377
commune,88098,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",2.77865
commune,88099,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",0.14090
commune,88135,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",0.07748
commune,88136,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",0.24548
commune,88160,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",0.44905
commune,88165,5 - Surfaces en eau,31 - Forêts,0.05157
commune,88165,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.05831
commune,88176,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.13735
commune,88209,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",0.18151
commune,88247,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",0.39177
commune,88251,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.03114
commune,88319,5 - Surfaces en eau,31 - Forêts,0.04744
commune,88319,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.16062
commune,88327,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",0.00015
commune,88355,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.08609
commune,88355,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",1.15846
commune,88388,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.16885
commune,88413,5 - Surfaces en eau,31 - Forêts,0.03343
commune,88415,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",0.14555
commune,88428,5 - Surfaces en eau,31 - Forêts,0.12142
commune,88439,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",1.81229
commune,88458,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.72127
commune,88465,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",0.57124
commune,88497,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",0.88599
departement,08,5 - Surfaces en eau,31 - Forêts,4.88146
departement,08,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,11.14931
departement,08,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",3.70054
departement,10,5 - Surfaces en eau,31 - Forêts,1.16695
departement,10,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,7.71035
departement,10,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",0.22207
departement,51,5 - Surfaces en eau,31 - Forêts,4.92783
departement,51,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,10.57191
departement,51,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",5.38742
commune,88499,1 - Emprises urbaines,31 - Forêts,0.58938
departement,52,5 - Surfaces en eau,31 - Forêts,1.86232
departement,52,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,4.59645
departement,52,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",12.93042
departement,54,5 - Surfaces en eau,31 - Forêts,0.30694
departement,54,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,11.90410
departement,54,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",18.93957
departement,55,5 - Surfaces en eau,31 - Forêts,2.68851
departement,55,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,2.01498
departement,55,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",6.78764
departement,57,5 - Surfaces en eau,31 - Forêts,0.12299
departement,57,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,4.43510
departement,57,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",0.17050
departement,68,5 - Surfaces en eau,31 - Forêts,1.99670
departement,68,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,2.41364
departement,68,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",2.28285
departement,88,5 - Surfaces en eau,31 - Forêts,0.41247
departement,88,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,2.05711
departement,88,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",13.70292
epci,200000545,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.50152
epci,200005957,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.11866
epci,200006716,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,2.49698
epci,200027308,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.12442
epci,200027308,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",0.41879
epci,200033025,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",0.09215
epci,200034718,5 - Surfaces en eau,31 - Forêts,1.32514
epci,200034718,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,1.60414
epci,200034718,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",0.83319
epci,200035772,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.47566
epci,200035772,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",8.46927
epci,200036465,5 - Surfaces en eau,31 - Forêts,1.02637
epci,200036465,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.81948
epci,200039949,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,4.00665
epci,200040137,5 - Surfaces en eau,31 - Forêts,0.06975
epci,200040137,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.34274
epci,200041283,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.02138
epci,200041325,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,1.03184
epci,200041515,5 - Surfaces en eau,31 - Forêts,0.01190
epci,200041515,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,7.19611
epci,200041622,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.13463
epci,200042000,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",0.07748
epci,200042703,5 - Surfaces en eau,31 - Forêts,0.23242
epci,200042703,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.78470
epci,200042992,5 - Surfaces en eau,31 - Forêts,0.45837
epci,200042992,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,2.12649
epci,200042992,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",2.91379
epci,200043156,5 - Surfaces en eau,31 - Forêts,1.90399
epci,200043156,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,1.59217
epci,200043156,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",1.55819
epci,200043438,5 - Surfaces en eau,31 - Forêts,0.78059
epci,200043438,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,1.76776
epci,200043438,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",0.63873
epci,200043693,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.11825
epci,200044253,5 - Surfaces en eau,31 - Forêts,0.05476
epci,200044253,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.08875
epci,200049187,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.83343
epci,200049187,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",1.08479
epci,200066009,5 - Surfaces en eau,31 - Forêts,0.39300
epci,200066009,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.69153
epci,200066009,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",0.22806
epci,200066025,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.01875
epci,200066058,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.21075
epci,200066058,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",1.29854
epci,200066132,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",0.27911
epci,200066140,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",0.15496
epci,200066157,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.13965
epci,200066157,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",0.93772
epci,200066165,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",0.59473
epci,200066173,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.08618
epci,200066835,5 - Surfaces en eau,31 - Forêts,0.15601
epci,200066835,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",0.30161
epci,200066850,5 - Surfaces en eau,31 - Forêts,0.20186
epci,200066850,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.11499
epci,200066850,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",0.14612
epci,200066876,5 - Surfaces en eau,31 - Forêts,0.24196
epci,200066876,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.04376
epci,200066892,5 - Surfaces en eau,31 - Forêts,0.02462
epci,200066892,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,3.35217
epci,200067213,5 - Surfaces en eau,31 - Forêts,0.86731
epci,200067213,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.25318
epci,200067379,5 - Surfaces en eau,31 - Forêts,0.15689
epci,200067379,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,3.52792
epci,200067502,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.32097
epci,200067643,5 - Surfaces en eau,31 - Forêts,0.05213
epci,200067643,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.19218
epci,200067643,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",6.31350
epci,200067684,5 - Surfaces en eau,31 - Forêts,0.00925
epci,200067684,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.03861
epci,200067759,5 - Surfaces en eau,31 - Forêts,0.05631
epci,200067759,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,7.16378
epci,200067841,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.10302
epci,200067874,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.44942
epci,200067957,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.01877
epci,200068146,5 - Surfaces en eau,31 - Forêts,0.06632
epci,200068377,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",0.14555
epci,200068658,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.05841
epci,200068666,5 - Surfaces en eau,31 - Forêts,0.19562
epci,200068666,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,3.62314
epci,200068666,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",0.91136
epci,200068757,5 - Surfaces en eau,31 - Forêts,0.15861
epci,200068757,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,1.66323
epci,200068757,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",13.47989
departement,57,1 - Emprises urbaines,31 - Forêts,59.33965
epci,200069003,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.63168
epci,200069250,5 - Surfaces en eau,31 - Forêts,0.29324
epci,200069250,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.15136
epci,200069433,5 - Surfaces en eau,31 - Forêts,0.02234
epci,200069433,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.40345
epci,200069441,5 - Surfaces en eau,31 - Forêts,0.05667
epci,200070126,5 - Surfaces en eau,31 - Forêts,0.18418
epci,200070126,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.06177
epci,200070126,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",0.08118
epci,200070324,5 - Surfaces en eau,31 - Forêts,0.02977
epci,200070324,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.09485
epci,200070324,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",0.79309
epci,200070332,5 - Surfaces en eau,31 - Forêts,0.09311
epci,200070563,5 - Surfaces en eau,31 - Forêts,0.03602
epci,200070563,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.56888
epci,200070563,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",1.02729
epci,200070589,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.02980
epci,200070746,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.05666
epci,200070746,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",0.17050
epci,200070845,5 - Surfaces en eau,31 - Forêts,0.02734
epci,200070845,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.35024
epci,200071066,5 - Surfaces en eau,31 - Forêts,0.25386
epci,200071066,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.27522
epci,200071777,5 - Surfaces en eau,31 - Forêts,0.05327
epci,200072999,5 - Surfaces en eau,31 - Forêts,1.58192
epci,200072999,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.92684
epci,200072999,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",12.15425
epci,240800821,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.01039
epci,240800847,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",0.16839
epci,240800862,5 - Surfaces en eau,31 - Forêts,0.61806
epci,240800862,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.93509
epci,240800862,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",0.36473
epci,240800920,5 - Surfaces en eau,31 - Forêts,2.30311
epci,240800920,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,1.31325
epci,240800920,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",1.60922
epci,241000223,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.06241
epci,241000405,5 - Surfaces en eau,31 - Forêts,0.54190
epci,241000405,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.10972
epci,241000405,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",0.14089
epci,245100615,5 - Surfaces en eau,31 - Forêts,0.43494
epci,245200597,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.08525
epci,245400171,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.70252
epci,245400171,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",0.28872
epci,245400189,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.85681
epci,245400189,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",1.87014
epci,245400262,5 - Surfaces en eau,31 - Forêts,0.12743
epci,245400262,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.26621
epci,245400601,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",0.17756
epci,245400676,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.64915
epci,245500327,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.18063
epci,245500327,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",1.01047
epci,245501184,5 - Surfaces en eau,31 - Forêts,2.68851
epci,245501184,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.75372
epci,245501184,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",2.63371
epci,245501242,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.02136
epci,245200597,1 - Emprises urbaines,31 - Forêts,1.60650
epci,245701206,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.03205
epci,246700967,5 - Surfaces en eau,31 - Forêts,0.88234
epci,246700967,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",0.01112
epci,246701064,5 - Surfaces en eau,31 - Forêts,0.02798
epci,246800395,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",0.04757
epci,246800445,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.45498
epci,246800445,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",0.50815
epci,246800551,5 - Surfaces en eau,31 - Forêts,0.07619
epci,246800577,5 - Surfaces en eau,31 - Forêts,0.07746
epci,246701064,1 - Emprises urbaines,31 - Forêts,0.17225
epci,246800676,5 - Surfaces en eau,31 - Forêts,0.42367
epci,246800676,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.15558
epci,246800726,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.06258
epci,246800726,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",0.20054
pnr,02,5 - Surfaces en eau,31 - Forêts,0.05631
pnr,02,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,7.30880
pnr,05,5 - Surfaces en eau,31 - Forêts,0.15365
pnr,05,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.35590
pnr,05,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",0.04757
pnr,14,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.41323
pnr,24,5 - Surfaces en eau,31 - Forêts,0.01190
pnr,24,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.69223
pnr,24,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",0.44439
pnr,30,5 - Surfaces en eau,31 - Forêts,1.26407
scot,00099,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.83343
scot,00099,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",1.67952
commune,10063,1 - Emprises urbaines,31 - Forêts,0.88782
scot,00102,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,4.02542
scot,00123,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.44942
scot,00126,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.10302
scot,00157,5 - Surfaces en eau,31 - Forêts,0.15861
scot,00157,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,1.66323
commune,10070,1 - Emprises urbaines,31 - Forêts,0.00590
scot,00157,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",13.47989
scot,00183,5 - Surfaces en eau,31 - Forêts,0.05631
scot,00183,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,7.30880
scot,00183,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",0.16839
scot,00204,5 - Surfaces en eau,31 - Forêts,0.64604
scot,00204,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.15360
scot,00204,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",0.14612
scot,00212,5 - Surfaces en eau,31 - Forêts,0.39300
scot,00212,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.69153
scot,00212,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",0.22806
scot,00234,5 - Surfaces en eau,31 - Forêts,0.98277
scot,00234,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,4.65009
scot,00234,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",0.14089
scot,00260,5 - Surfaces en eau,31 - Forêts,1.02255
scot,00260,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,1.81152
scot,00260,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",0.63873
scot,00261,5 - Surfaces en eau,31 - Forêts,0.86731
scot,00261,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.25318
scot,00276,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,1.05322
scot,00279,5 - Surfaces en eau,31 - Forêts,1.45005
scot,00279,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.97506
epci,246800494,1 - Emprises urbaines,31 - Forêts,0.12241
scot,00281,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.45498
scot,00281,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",0.50815
scot,00282,5 - Surfaces en eau,31 - Forêts,0.15365
scot,00283,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.21075
scot,00283,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",1.29854
scot,00494,5 - Surfaces en eau,31 - Forêts,0.15477
scot,00494,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.73471
scot,00978,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.13965
scot,00978,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",0.93772
scot,01037,5 - Surfaces en eau,31 - Forêts,0.05667
scot,01037,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.05666
scot,01037,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",0.17050
scot,01355,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.32097
scot,03041,5 - Surfaces en eau,31 - Forêts,0.15216
scot,03041,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,11.16940
scot,03041,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",18.93957
scot,03367,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.08132
scot,03367,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",0.20054
scot,06828,5 - Surfaces en eau,31 - Forêts,0.88234
scot,06828,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",0.05869
scot,06938,5 - Surfaces en eau,31 - Forêts,0.02798
scot,08999,5 - Surfaces en eau,31 - Forêts,4.82515
scot,08999,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,3.84051
scot,08999,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",3.53214
scot,10247,5 - Surfaces en eau,31 - Forêts,2.68851
scot,10247,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.75372
scot,10247,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",2.72585
scot,10331,5 - Surfaces en eau,31 - Forêts,0.06632
scot,10418,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,0.14366
scot,10419,5 - Surfaces en eau,31 - Forêts,0.25038
scot,10419,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,3.71189
scot,10419,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",0.91136
scot,10420,5 - Surfaces en eau,31 - Forêts,1.94040
scot,10420,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,7.25855
scot,10420,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",3.74698
scot,10999,5 - Surfaces en eau,31 - Forêts,0.18418
scot,10999,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,3.06027
scot,10999,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",0.08118
scot,51999,5 - Surfaces en eau,31 - Forêts,0.15601
scot,51999,5 - Surfaces en eau,"33 - Espaces ouverts, sans ou avec peu de végétation",0.30161
scot,52999,5 - Surfaces en eau,31 - Forêts,1.67504
scot,52999,5 - Surfaces en eau,32 - Formations naturelles herbacées ou arbustives,1.05126
