tool|sf|day|batch_type|q|parameters|time
Umbra|100|2012-11-29|power|8a|{"tag": "Singapore", "startDate": "2010-06-15", "endDate": "2010-06-27"}|0.06625628471374512
Umbra|100|2012-11-29|power|8a|{"tag": "John_Calvin", "startDate": "2010-06-08", "endDate": "2010-06-21"}|0.04686117172241211
Umbra|100|2012-11-29|power|8b|{"tag": "4_Way_Street", "startDate": "2010-06-22", "endDate": "2010-07-03"}|0.05946612358093262
Umbra|100|2012-11-29|power|8b|{"tag": "18_til_I_Die", "startDate": "2010-06-18", "endDate": "2010-07-01"}|0.05842089653015137
Umbra|100|2012-11-29|power|8b|{"tag": "...And_Then_There_Was_X", "startDate": "2010-06-18", "endDate": "2010-07-01"}|0.0648946762084961
Umbra|100|2012-11-29|power|8b|{"tag": "18_and_Life", "startDate": "2010-06-20", "endDate": "2010-07-02"}|0.05806922912597656
Umbra|100|2012-11-29|power|8b|{"tag": "12_Memories", "startDate": "2010-06-20", "endDate": "2010-07-02"}|0.05861401557922363
Umbra|100|2012-11-29|power|8b|{"tag": "13_Ways_to_Bleed_on_Stage", "startDate": "2010-06-18", "endDate": "2010-07-01"}|0.06523847579956055
Umbra|100|2012-11-29|power|8b|{"tag": "1962\u20131966", "startDate": "2010-06-20", "endDate": "2010-07-02"}|0.058564186096191406
Umbra|100|2012-11-29|power|8b|{"tag": "20_Jazz_Funk_Greats", "startDate": "2010-06-18", "endDate": "2010-07-01"}|0.06051015853881836
Umbra|100|2012-11-29|power|8b|{"tag": "1958_Miles", "startDate": "2010-06-07", "endDate": "2010-06-18"}|0.03440427780151367
Umbra|100|2012-11-29|power|8b|{"tag": "100th_Window", "startDate": "2010-06-22", "endDate": "2010-07-03"}|0.060193777084350586
Umbra|100|2012-11-29|power|8b|{"tag": "1958_Miles", "startDate": "2010-06-11", "endDate": "2010-06-25"}|0.033120155334472656
Umbra|100|2012-11-29|power|8b|{"tag": "13_Ways_to_Bleed_on_Stage", "startDate": "2010-06-22", "endDate": "2010-07-03"}|0.0638887882232666
Umbra|100|2012-11-29|power|8b|{"tag": "1958_Miles", "startDate": "2010-06-12", "endDate": "2010-06-23"}|0.03363943099975586
Umbra|100|2012-11-29|power|8b|{"tag": "14_Shades_of_Grey", "startDate": "2010-06-23", "endDate": "2010-07-06"}|0.07177996635437012
Umbra|100|2012-11-29|power|8b|{"tag": "13_Songs", "startDate": "2010-06-23", "endDate": "2010-07-06"}|0.059003353118896484
Umbra|100|2012-11-29|power|8b|{"tag": "1958_Miles", "startDate": "2010-06-09", "endDate": "2010-06-19"}|0.032601356506347656
Umbra|100|2012-11-29|power|8b|{"tag": "...Something_to_Be", "startDate": "2010-06-22", "endDate": "2010-07-03"}|0.06322145462036133
Umbra|100|2012-11-29|power|8b|{"tag": "24_Nights", "startDate": "2010-06-23", "endDate": "2010-07-06"}|0.058123111724853516
Umbra|100|2012-11-29|power|8b|{"tag": "1958_Miles", "startDate": "2010-06-10", "endDate": "2010-06-22"}|0.03428077697753906
Umbra|100|2012-11-29|power|8b|{"tag": "2000_Light_Years_from_Home", "startDate": "2010-06-18", "endDate": "2010-07-01"}|0.05846691131591797
Umbra|100|2012-11-29|power|8b|{"tag": "100th_Window", "startDate": "2010-06-24", "endDate": "2010-07-04"}|0.05769968032836914
Umbra|100|2012-11-29|power|8b|{"tag": "200_Po_Vstrechnoy", "startDate": "2010-06-14", "endDate": "2010-06-24"}|0.058798789978027344
Umbra|100|2012-11-29|power|8b|{"tag": "1967\u20131970", "startDate": "2010-06-17", "endDate": "2010-06-28"}|0.060964107513427734
Umbra|100|2012-11-29|power|8b|{"tag": "30_Minutes", "startDate": "2010-06-08", "endDate": "2010-06-21"}|0.03314542770385742
Umbra|100|2012-11-29|power|8b|{"tag": "100th_Window", "startDate": "2010-06-18", "endDate": "2010-07-01"}|0.056830644607543945
Umbra|100|2012-11-29|power|8b|{"tag": "2_Become_1", "startDate": "2010-06-17", "endDate": "2010-06-28"}|0.058527469635009766
Umbra|100|2012-11-29|power|8b|{"tag": "...And_the_Circus_Leaves_Town", "startDate": "2010-06-19", "endDate": "2010-06-29"}|0.05899214744567871
Umbra|100|2012-11-29|power|8b|{"tag": "1_fille_&_4_types", "startDate": "2010-06-23", "endDate": "2010-07-06"}|0.058167219161987305
Umbra|100|2012-11-29|power|8b|{"tag": "18_and_Life", "startDate": "2010-06-22", "endDate": "2010-07-03"}|0.05852699279785156
Umbra|100|2012-11-29|power|8b|{"tag": "...But_Seriously", "startDate": "2010-06-24", "endDate": "2010-07-04"}|0.058730125427246094
Umbra|100|2012-11-29|power|9|{"startDate": "2012-08-29", "endDate": "2012-11-24"}|0.5481173992156982
Umbra|100|2012-11-29|power|9|{"startDate": "2012-09-04", "endDate": "2012-12-03"}|0.5417640209197998
Umbra|100|2012-11-29|power|9|{"startDate": "2012-09-03", "endDate": "2012-12-09"}|0.5512900352478027
Umbra|100|2012-11-29|power|9|{"startDate": "2012-09-02", "endDate": "2012-11-27"}|0.5320484638214111
Umbra|100|2012-11-29|power|9|{"startDate": "2012-09-02", "endDate": "2012-12-07"}|0.5543088912963867
Umbra|100|2012-11-29|power|9|{"startDate": "2012-08-31", "endDate": "2012-11-30"}|0.5499165058135986
Umbra|100|2012-11-29|power|9|{"startDate": "2012-09-02", "endDate": "2012-12-06"}|0.5488266944885254
Umbra|100|2012-11-29|power|9|{"startDate": "2012-08-30", "endDate": "2012-11-28"}|0.538677453994751
Umbra|100|2012-11-29|power|9|{"startDate": "2012-08-28", "endDate": "2012-12-02"}|0.5491900444030762
Umbra|100|2012-11-29|power|9|{"startDate": "2012-09-03", "endDate": "2012-11-29"}|0.5501701831817627
Umbra|100|2012-11-29|power|9|{"startDate": "2012-08-31", "endDate": "2012-12-01"}|0.5738334655761719
Umbra|100|2012-11-29|power|9|{"startDate": "2012-08-31", "endDate": "2012-12-10"}|0.5557489395141602
Umbra|100|2012-11-29|power|9|{"startDate": "2012-09-04", "endDate": "2012-11-23"}|0.5471529960632324
Umbra|100|2012-11-29|power|9|{"startDate": "2012-08-31", "endDate": "2012-12-11"}|0.5432350635528564
Umbra|100|2012-11-29|power|9|{"startDate": "2012-09-06", "endDate": "2012-11-29"}|0.5416779518127441
Umbra|100|2012-11-29|power|9|{"startDate": "2012-09-03", "endDate": "2012-11-30"}|0.5507299900054932
Umbra|100|2012-11-29|power|9|{"startDate": "2012-09-05", "endDate": "2012-11-25"}|0.5378146171569824
Umbra|100|2012-11-29|power|9|{"startDate": "2012-08-30", "endDate": "2012-12-07"}|0.5726430416107178
Umbra|100|2012-11-29|power|9|{"startDate": "2012-09-01", "endDate": "2012-11-24"}|0.5399887561798096
Umbra|100|2012-11-29|power|9|{"startDate": "2012-09-01", "endDate": "2012-11-23"}|0.5374267101287842
Umbra|100|2012-11-29|power|9|{"startDate": "2012-08-29", "endDate": "2012-12-05"}|0.5460038185119629
Umbra|100|2012-11-29|power|9|{"startDate": "2012-08-28", "endDate": "2012-11-22"}|0.5402805805206299
Umbra|100|2012-11-29|power|9|{"startDate": "2012-09-06", "endDate": "2012-12-09"}|0.5544760227203369
Umbra|100|2012-11-29|power|9|{"startDate": "2012-08-28", "endDate": "2012-12-01"}|0.5506958961486816
Umbra|100|2012-11-29|power|9|{"startDate": "2012-09-04", "endDate": "2012-11-22"}|0.5426609516143799
Umbra|100|2012-11-29|power|9|{"startDate": "2012-08-30", "endDate": "2012-12-08"}|0.5762147903442383
Umbra|100|2012-11-29|power|9|{"startDate": "2012-09-06", "endDate": "2012-11-28"}|0.5465314388275146
Umbra|100|2012-11-29|power|9|{"startDate": "2012-09-03", "endDate": "2012-12-10"}|0.5536520481109619
Umbra|100|2012-11-29|power|9|{"startDate": "2012-08-29", "endDate": "2012-12-04"}|0.5731079578399658
Umbra|100|2012-11-29|power|9|{"startDate": "2012-09-05", "endDate": "2012-11-26"}|0.5412259101867676
Umbra|100|2012-11-29|power|10a|{"personId": "100316", "country": "Australia", "tagClass": "NascarDriver", "minPathDistance": "3", "maxPathDistance": "4"}|0.33199238777160645
Umbra|100|2012-11-29|power|10a|{"personId": "99220", "country": "Poland", "tagClass": "Architect", "minPathDistance": "3", "maxPathDistance": "4"}|0.2868330478668213
Umbra|100|2012-11-29|power|10a|{"personId": "21055", "country": "Peru", "tagClass": "Senator", "minPathDistance": "3", "maxPathDistance": "4"}|0.3252744674682617
Umbra|100|2012-11-29|power|10a|{"personId": "46904", "country": "Tunisia", "tagClass": "AmericanFootballPlayer", "minPathDistance": "3", "maxPathDistance": "4"}|0.2991938591003418
Umbra|100|2012-11-29|power|10a|{"personId": "21055", "country": "Moldova", "tagClass": "NascarDriver", "minPathDistance": "3", "maxPathDistance": "4"}|0.3215293884277344
Umbra|100|2012-11-29|power|10a|{"personId": "62306", "country": "Morocco", "tagClass": "Architect", "minPathDistance": "3", "maxPathDistance": "4"}|0.2874462604522705
Umbra|100|2012-11-29|power|10a|{"personId": "66816", "country": "Peru", "tagClass": "BaseballPlayer", "minPathDistance": "3", "maxPathDistance": "4"}|0.3013651371002197
Umbra|100|2012-11-29|power|10a|{"personId": "17096", "country": "Netherlands", "tagClass": "Saint", "minPathDistance": "3", "maxPathDistance": "4"}|0.3126213550567627
Umbra|100|2012-11-29|power|10a|{"personId": "10979", "country": "Poland", "tagClass": "ComicsCreator", "minPathDistance": "3", "maxPathDistance": "4"}|0.34155821800231934
Umbra|100|2012-11-29|power|10a|{"personId": "62306", "country": "Kazakhstan", "tagClass": "BasketballPlayer", "minPathDistance": "3", "maxPathDistance": "4"}|0.2748541831970215
Umbra|100|2012-11-29|power|10a|{"personId": "127078", "country": "Tunisia", "tagClass": "Monarch", "minPathDistance": "3", "maxPathDistance": "4"}|0.366300106048584
Umbra|100|2012-11-29|power|10a|{"personId": "64584", "country": "Malaysia", "tagClass": "Senator", "minPathDistance": "3", "maxPathDistance": "4"}|0.33397960662841797
Umbra|100|2012-11-29|power|10a|{"personId": "135625", "country": "Morocco", "tagClass": "Cricketer", "minPathDistance": "3", "maxPathDistance": "4"}|0.30382704734802246
Umbra|100|2012-11-29|power|10a|{"personId": "69546", "country": "Poland", "tagClass": "Politician", "minPathDistance": "3", "maxPathDistance": "4"}|0.3045947551727295
Umbra|100|2012-11-29|power|10a|{"personId": "83381", "country": "Poland", "tagClass": "Architect", "minPathDistance": "3", "maxPathDistance": "4"}|0.3280661106109619
Umbra|100|2012-11-29|power|10a|{"personId": "17096", "country": "Madagascar", "tagClass": "AmericanFootballPlayer", "minPathDistance": "3", "maxPathDistance": "4"}|0.29750633239746094
Umbra|100|2012-11-29|power|10a|{"personId": "55685", "country": "Madagascar", "tagClass": "NascarDriver", "minPathDistance": "3", "maxPathDistance": "4"}|0.3466196060180664
Umbra|100|2012-11-29|power|10a|{"personId": "66816", "country": "Democratic_Republic_of_the_Congo", "tagClass": "BasketballPlayer", "minPathDistance": "3", "maxPathDistance": "4"}|0.2755472660064697
Umbra|100|2012-11-29|power|10a|{"personId": "99220", "country": "Romania", "tagClass": "ComicsCreator", "minPathDistance": "3", "maxPathDistance": "4"}|0.29846787452697754
Umbra|100|2012-11-29|power|10a|{"personId": "54141", "country": "Democratic_Republic_of_the_Congo", "tagClass": "BasketballPlayer", "minPathDistance": "3", "maxPathDistance": "4"}|0.321591854095459
Umbra|100|2012-11-29|power|10a|{"personId": "127078", "country": "Taiwan", "tagClass": "Politician", "minPathDistance": "3", "maxPathDistance": "4"}|0.33884620666503906
Umbra|100|2012-11-29|power|10a|{"personId": "85384", "country": "Belgium", "tagClass": "Saint", "minPathDistance": "3", "maxPathDistance": "4"}|0.3116755485534668
Umbra|100|2012-11-29|power|10a|{"personId": "124550", "country": "Zambia", "tagClass": "Thing", "minPathDistance": "3", "maxPathDistance": "4"}|0.33414506912231445
Umbra|100|2012-11-29|power|10a|{"personId": "37587", "country": "Belgium", "tagClass": "GolfPlayer", "minPathDistance": "3", "maxPathDistance": "4"}|0.3092174530029297
Umbra|100|2012-11-29|power|10a|{"personId": "119985", "country": "Cambodia", "tagClass": "BasketballPlayer", "minPathDistance": "3", "maxPathDistance": "4"}|0.30332374572753906
Umbra|100|2012-11-29|power|10a|{"personId": "63371", "country": "Moldova", "tagClass": "GolfPlayer", "minPathDistance": "3", "maxPathDistance": "4"}|0.3348524570465088
Umbra|100|2012-11-29|power|10a|{"personId": "17096", "country": "Netherlands", "tagClass": "AmericanFootballPlayer", "minPathDistance": "3", "maxPathDistance": "4"}|0.304901123046875
Umbra|100|2012-11-29|power|10a|{"personId": "99220", "country": "Romania", "tagClass": "Architect", "minPathDistance": "3", "maxPathDistance": "4"}|0.29677772521972656
Umbra|100|2012-11-29|power|10a|{"personId": "99220", "country": "Romania", "tagClass": "Thing", "minPathDistance": "3", "maxPathDistance": "4"}|0.32938575744628906
Umbra|100|2012-11-29|power|10a|{"personId": "114393", "country": "Poland", "tagClass": "GolfPlayer", "minPathDistance": "3", "maxPathDistance": "4"}|0.31578755378723145
Umbra|100|2012-11-29|power|10b|{"personId": "1451", "country": "Liberia", "tagClass": "Model", "minPathDistance": "3", "maxPathDistance": "4"}|0.14300107955932617
Umbra|100|2012-11-29|power|10b|{"personId": "40070", "country": "Liberia", "tagClass": "MartialArtist", "minPathDistance": "3", "maxPathDistance": "4"}|0.1292564868927002
Umbra|100|2012-11-29|power|10b|{"personId": "45804", "country": "Libya", "tagClass": "ComicsCharacter", "minPathDistance": "3", "maxPathDistance": "4"}|0.16086888313293457
Umbra|100|2012-11-29|power|10b|{"personId": "15461", "country": "Bulgaria", "tagClass": "Cyclist", "minPathDistance": "3", "maxPathDistance": "4"}|0.14622759819030762
Umbra|100|2012-11-29|power|10b|{"personId": "2523", "country": "Libya", "tagClass": "MemberOfParliament", "minPathDistance": "3", "maxPathDistance": "4"}|0.1497490406036377
Umbra|100|2012-11-29|power|10b|{"personId": "39220", "country": "Bulgaria", "tagClass": "Band", "minPathDistance": "3", "maxPathDistance": "4"}|0.15065264701843262
Umbra|100|2012-11-29|power|10b|{"personId": "33234", "country": "Hong_Kong", "tagClass": "Model", "minPathDistance": "3", "maxPathDistance": "4"}|0.14619874954223633
Umbra|100|2012-11-29|power|10b|{"personId": "33146", "country": "Chad", "tagClass": "CollegeCoach", "minPathDistance": "3", "maxPathDistance": "4"}|0.10398983955383301
Umbra|100|2012-11-29|power|10b|{"personId": "38104", "country": "Bulgaria", "tagClass": "ComicsCharacter", "minPathDistance": "3", "maxPathDistance": "4"}|0.14239764213562012
Umbra|100|2012-11-29|power|10b|{"personId": "34916", "country": "Bulgaria", "tagClass": "Athlete", "minPathDistance": "3", "maxPathDistance": "4"}|0.11395454406738281
Umbra|100|2012-11-29|power|10b|{"personId": "46201", "country": "Nicaragua", "tagClass": "Company", "minPathDistance": "3", "maxPathDistance": "4"}|0.1518077850341797
Umbra|100|2012-11-29|power|10b|{"personId": "34916", "country": "Chad", "tagClass": "MemberOfParliament", "minPathDistance": "3", "maxPathDistance": "4"}|0.11732959747314453
Umbra|100|2012-11-29|power|10b|{"personId": "48750", "country": "Liberia", "tagClass": "ComicsCharacter", "minPathDistance": "3", "maxPathDistance": "4"}|0.17367863655090332
Umbra|100|2012-11-29|power|10b|{"personId": "21007", "country": "Nicaragua", "tagClass": "Band", "minPathDistance": "3", "maxPathDistance": "4"}|0.14279484748840332
Umbra|100|2012-11-29|power|10b|{"personId": "47813", "country": "Denmark", "tagClass": "ComicsCharacter", "minPathDistance": "3", "maxPathDistance": "4"}|0.1372537612915039
Umbra|100|2012-11-29|power|10b|{"personId": "45804", "country": "Panama", "tagClass": "Band", "minPathDistance": "3", "maxPathDistance": "4"}|0.14636635780334473
Umbra|100|2012-11-29|power|10b|{"personId": "38104", "country": "Slovakia", "tagClass": "Band", "minPathDistance": "3", "maxPathDistance": "4"}|0.14444780349731445
Umbra|100|2012-11-29|power|10b|{"personId": "47150", "country": "Azerbaijan", "tagClass": "Chancellor", "minPathDistance": "3", "maxPathDistance": "4"}|0.15474510192871094
Umbra|100|2012-11-29|power|10b|{"personId": "32172", "country": "Denmark", "tagClass": "SnookerChamp", "minPathDistance": "3", "maxPathDistance": "4"}|0.14679312705993652
Umbra|100|2012-11-29|power|10b|{"personId": "47813", "country": "Denmark", "tagClass": "Criminal", "minPathDistance": "3", "maxPathDistance": "4"}|0.1613771915435791
Umbra|100|2012-11-29|power|10b|{"personId": "1451", "country": "Namibia", "tagClass": "Wrestler", "minPathDistance": "3", "maxPathDistance": "4"}|0.1627974510192871
Umbra|100|2012-11-29|power|10b|{"personId": "24185", "country": "Norway", "tagClass": "Astronaut", "minPathDistance": "3", "maxPathDistance": "4"}|0.16858220100402832
Umbra|100|2012-11-29|power|10b|{"personId": "48750", "country": "Slovakia", "tagClass": "Astronaut", "minPathDistance": "3", "maxPathDistance": "4"}|0.15522980690002441
Umbra|100|2012-11-29|power|10b|{"personId": "7280", "country": "Oman", "tagClass": "MemberOfParliament", "minPathDistance": "3", "maxPathDistance": "4"}|0.10901498794555664
Umbra|100|2012-11-29|power|10b|{"personId": "47150", "country": "Laos", "tagClass": "Criminal", "minPathDistance": "3", "maxPathDistance": "4"}|0.14276337623596191
Umbra|100|2012-11-29|power|10b|{"personId": "20170", "country": "Bosnia_and_Herzegovina", "tagClass": "Astronaut", "minPathDistance": "3", "maxPathDistance": "4"}|0.14684510231018066
Umbra|100|2012-11-29|power|10b|{"personId": "26091", "country": "Bulgaria", "tagClass": "Wrestler", "minPathDistance": "3", "maxPathDistance": "4"}|0.10073399543762207
Umbra|100|2012-11-29|power|10b|{"personId": "38304", "country": "Liberia", "tagClass": "Astronaut", "minPathDistance": "3", "maxPathDistance": "4"}|0.15144729614257812
Umbra|100|2012-11-29|power|10b|{"personId": "27889", "country": "Laos", "tagClass": "CollegeCoach", "minPathDistance": "3", "maxPathDistance": "4"}|0.10059189796447754
Umbra|100|2012-11-29|power|10b|{"personId": "26091", "country": "Oman", "tagClass": "Band", "minPathDistance": "3", "maxPathDistance": "4"}|0.10549759864807129
Umbra|100|2012-11-29|power|11|{"country": "India", "startDate": "2012-09-28", "endDate": "2013-01-10"}|0.13763856887817383
Umbra|100|2012-11-29|power|11|{"country": "China", "startDate": "2012-09-30", "endDate": "2012-12-31"}|0.10441088676452637
Umbra|100|2012-11-29|power|11|{"country": "India", "startDate": "2012-10-04", "endDate": "2013-01-16"}|0.11902427673339844
Umbra|100|2012-11-29|power|11|{"country": "China", "startDate": "2012-10-12", "endDate": "2013-01-12"}|0.07838106155395508
Umbra|100|2012-11-29|power|11|{"country": "China", "startDate": "2012-10-14", "endDate": "2013-01-14"}|0.07264447212219238
Umbra|100|2012-11-29|power|11|{"country": "China", "startDate": "2012-10-02", "endDate": "2013-01-02"}|0.08039522171020508
Umbra|100|2012-11-29|power|11|{"country": "India", "startDate": "2012-10-18", "endDate": "2013-01-30"}|0.0611109733581543
Umbra|100|2012-11-29|power|11|{"country": "China", "startDate": "2012-09-25", "endDate": "2012-12-26"}|0.0850222110748291
Umbra|100|2012-11-29|power|11|{"country": "China", "startDate": "2012-10-04", "endDate": "2013-01-04"}|0.07521200180053711
Umbra|100|2012-11-29|power|11|{"country": "India", "startDate": "2012-09-30", "endDate": "2013-01-12"}|0.08708000183105469
Umbra|100|2012-11-29|power|11|{"country": "China", "startDate": "2012-09-21", "endDate": "2012-12-22"}|0.09687471389770508
Umbra|100|2012-11-29|power|11|{"country": "China", "startDate": "2012-10-19", "endDate": "2013-01-19"}|0.0612335205078125
Umbra|100|2012-11-29|power|11|{"country": "India", "startDate": "2012-10-19", "endDate": "2013-01-31"}|0.08787250518798828
Umbra|100|2012-11-29|power|11|{"country": "India", "startDate": "2012-10-02", "endDate": "2013-01-14"}|0.09097599983215332
Umbra|100|2012-11-29|power|11|{"country": "India", "startDate": "2012-10-12", "endDate": "2013-01-24"}|0.06785106658935547
Umbra|100|2012-11-29|power|11|{"country": "China", "startDate": "2012-10-18", "endDate": "2013-01-18"}|0.06210160255432129
Umbra|100|2012-11-29|power|11|{"country": "India", "startDate": "2012-10-11", "endDate": "2013-01-23"}|0.07150721549987793
Umbra|100|2012-11-29|power|11|{"country": "India", "startDate": "2012-09-26", "endDate": "2013-01-08"}|0.09711003303527832
Umbra|100|2012-11-29|power|11|{"country": "China", "startDate": "2012-09-26", "endDate": "2012-12-27"}|0.07988333702087402
Umbra|100|2012-11-29|power|11|{"country": "India", "startDate": "2012-09-21", "endDate": "2013-01-03"}|0.13916277885437012
Umbra|100|2012-11-29|power|11|{"country": "China", "startDate": "2012-10-07", "endDate": "2013-01-07"}|0.09055280685424805
Umbra|100|2012-11-29|power|11|{"country": "China", "startDate": "2012-09-28", "endDate": "2012-12-29"}|0.07631587982177734
Umbra|100|2012-11-29|power|11|{"country": "China", "startDate": "2012-10-05", "endDate": "2013-01-05"}|0.06568026542663574
Umbra|100|2012-11-29|power|11|{"country": "India", "startDate": "2012-10-14", "endDate": "2013-01-26"}|0.0686185359954834
Umbra|100|2012-11-29|power|11|{"country": "India", "startDate": "2012-10-09", "endDate": "2013-01-21"}|0.09281492233276367
Umbra|100|2012-11-29|power|11|{"country": "India", "startDate": "2012-10-10", "endDate": "2013-01-22"}|0.10353612899780273
Umbra|100|2012-11-29|power|11|{"country": "India", "startDate": "2012-10-05", "endDate": "2013-01-17"}|0.07289481163024902
Umbra|100|2012-11-29|power|11|{"country": "India", "startDate": "2012-10-03", "endDate": "2013-01-15"}|0.08122491836547852
Umbra|100|2012-11-29|power|11|{"country": "China", "startDate": "2012-09-27", "endDate": "2012-12-28"}|0.08499455451965332
Umbra|100|2012-11-29|power|11|{"country": "China", "startDate": "2012-10-03", "endDate": "2013-01-03"}|0.07258725166320801
Umbra|100|2012-11-29|power|12|{"startDate": "2012-06-05", "lengthThreshold": "115", "languages": "es;pt;zh"}|0.10759115219116211
Umbra|100|2012-11-29|power|12|{"startDate": "2012-06-05", "lengthThreshold": "115", "languages": "zh;ru;fr"}|0.10497665405273438
Umbra|100|2012-11-29|power|12|{"startDate": "2012-06-05", "lengthThreshold": "115", "languages": "ru;de;ja"}|0.09094738960266113
Umbra|100|2012-11-29|power|12|{"startDate": "2012-06-05", "lengthThreshold": "115", "languages": "ur;de;ja"}|0.08839607238769531
Umbra|100|2012-11-29|power|12|{"startDate": "2012-06-29", "lengthThreshold": "75", "languages": "es;pt;zh"}|0.09817028045654297
Umbra|100|2012-11-29|power|12|{"startDate": "2012-06-29", "lengthThreshold": "75", "languages": "zh;ru;fr"}|0.09725189208984375
Umbra|100|2012-11-29|power|12|{"startDate": "2012-06-29", "lengthThreshold": "75", "languages": "ru;de;ja"}|0.08328032493591309
Umbra|100|2012-11-29|power|12|{"startDate": "2012-06-29", "lengthThreshold": "75", "languages": "ur;de;ja"}|0.08424544334411621
Umbra|100|2012-11-29|power|12|{"startDate": "2012-07-05", "lengthThreshold": "65", "languages": "es;pt;zh"}|0.09560108184814453
Umbra|100|2012-11-29|power|12|{"startDate": "2012-07-05", "lengthThreshold": "65", "languages": "zh;ru;fr"}|0.09717488288879395
Umbra|100|2012-11-29|power|12|{"startDate": "2012-07-05", "lengthThreshold": "65", "languages": "ru;de;ja"}|0.08291077613830566
Umbra|100|2012-11-29|power|12|{"startDate": "2012-07-05", "lengthThreshold": "65", "languages": "ur;de;ja"}|0.08233475685119629
Umbra|100|2012-11-29|power|12|{"startDate": "2012-06-11", "lengthThreshold": "105", "languages": "es;pt;zh"}|0.1078803539276123
Umbra|100|2012-11-29|power|12|{"startDate": "2012-06-11", "lengthThreshold": "105", "languages": "zh;ru;fr"}|0.10639500617980957
Umbra|100|2012-11-29|power|12|{"startDate": "2012-06-11", "lengthThreshold": "105", "languages": "ru;de;ja"}|0.08960556983947754
Umbra|100|2012-11-29|power|12|{"startDate": "2012-06-11", "lengthThreshold": "105", "languages": "ur;de;ja"}|0.08794593811035156
Umbra|100|2012-11-29|power|12|{"startDate": "2012-07-11", "lengthThreshold": "55", "languages": "es;pt;zh"}|0.09787893295288086
Umbra|100|2012-11-29|power|12|{"startDate": "2012-07-11", "lengthThreshold": "55", "languages": "zh;ru;fr"}|0.09646010398864746
Umbra|100|2012-11-29|power|12|{"startDate": "2012-07-11", "lengthThreshold": "55", "languages": "ru;de;ja"}|0.08175444602966309
Umbra|100|2012-11-29|power|12|{"startDate": "2012-07-11", "lengthThreshold": "55", "languages": "ur;de;ja"}|0.08218216896057129
Umbra|100|2012-11-29|power|12|{"startDate": "2012-05-21", "lengthThreshold": "140", "languages": "es;pt;zh"}|0.10298919677734375
Umbra|100|2012-11-29|power|12|{"startDate": "2012-05-21", "lengthThreshold": "140", "languages": "zh;ru;fr"}|0.10402178764343262
Umbra|100|2012-11-29|power|12|{"startDate": "2012-05-21", "lengthThreshold": "140", "languages": "ru;de;ja"}|0.08292746543884277
Umbra|100|2012-11-29|power|12|{"startDate": "2012-05-21", "lengthThreshold": "140", "languages": "ur;de;ja"}|0.08252906799316406
Umbra|100|2012-11-29|power|12|{"startDate": "2012-06-26", "lengthThreshold": "80", "languages": "es;pt;zh"}|0.1025691032409668
Umbra|100|2012-11-29|power|12|{"startDate": "2012-06-26", "lengthThreshold": "80", "languages": "zh;ru;fr"}|0.1054835319519043
Umbra|100|2012-11-29|power|12|{"startDate": "2012-06-26", "lengthThreshold": "80", "languages": "ru;de;ja"}|0.08518457412719727
Umbra|100|2012-11-29|power|12|{"startDate": "2012-06-26", "lengthThreshold": "80", "languages": "ur;de;ja"}|0.08374214172363281
Umbra|100|2012-11-29|power|12|{"startDate": "2012-05-27", "lengthThreshold": "130", "languages": "es;pt;zh"}|0.10443854331970215
Umbra|100|2012-11-29|power|12|{"startDate": "2012-05-27", "lengthThreshold": "130", "languages": "zh;ru;fr"}|0.10213851928710938
Umbra|100|2012-11-29|power|13|{"country": "India", "endDate": "2012-11-09"}|0.14340925216674805
Umbra|100|2012-11-29|power|13|{"country": "India", "endDate": "2012-11-03"}|0.12362909317016602
Umbra|100|2012-11-29|power|13|{"country": "China", "endDate": "2012-11-10"}|0.11997127532958984
Umbra|100|2012-11-29|power|13|{"country": "China", "endDate": "2012-10-25"}|0.12443828582763672
Umbra|100|2012-11-29|power|13|{"country": "India", "endDate": "2012-11-05"}|0.12463498115539551
Umbra|100|2012-11-29|power|13|{"country": "China", "endDate": "2012-10-22"}|0.12307572364807129
Umbra|100|2012-11-29|power|13|{"country": "India", "endDate": "2012-11-07"}|0.12391114234924316
Umbra|100|2012-11-29|power|13|{"country": "China", "endDate": "2012-10-30"}|0.12741613388061523
Umbra|100|2012-11-29|power|13|{"country": "China", "endDate": "2012-11-09"}|0.13866567611694336
Umbra|100|2012-11-29|power|13|{"country": "China", "endDate": "2012-11-05"}|0.12012791633605957
Umbra|100|2012-11-29|power|13|{"country": "India", "endDate": "2012-10-23"}|0.13036155700683594
Umbra|100|2012-11-29|power|13|{"country": "India", "endDate": "2012-10-27"}|0.13170957565307617
Umbra|100|2012-11-29|power|13|{"country": "China", "endDate": "2012-11-04"}|0.1547999382019043
Umbra|100|2012-11-29|power|13|{"country": "India", "endDate": "2012-11-02"}|0.12390708923339844
Umbra|100|2012-11-29|power|13|{"country": "China", "endDate": "2012-10-26"}|0.12587523460388184
Umbra|100|2012-11-29|power|13|{"country": "India", "endDate": "2012-11-01"}|0.13164901733398438
Umbra|100|2012-11-29|power|13|{"country": "China", "endDate": "2012-10-29"}|0.12611842155456543
Umbra|100|2012-11-29|power|13|{"country": "India", "endDate": "2012-10-30"}|0.1243588924407959
Umbra|100|2012-11-29|power|13|{"country": "India", "endDate": "2012-11-06"}|0.1268448829650879
Umbra|100|2012-11-29|power|13|{"country": "China", "endDate": "2012-10-23"}|0.12608957290649414
