channel|i_brand_id|i_class_id|i_category_id|sum_sales|number_sales
store|10005017|5|1|274.41|8
store|7008009|1|5|845.87|13
store|5001001|3|5|1028.23|23
store|7007010|1|7|697.93|16
store|8004001|4|10|299.38|9
store|7003009|3|1|314.90|9
store|9006009|5|7|433.44|16
store|7011010|8|7|596.34|17
store|7016006|14|7|241.48|8
store|10007006|4|5|446.37|14
store|5004002|2|5|1400.79|52
store|4004001|4|9|2143.48|49
store|9008005|8|10|248.61|7
store|10004009|4|10|1166.82|35
store|9002004|1|9|247.94|8
store|10009012|9|10|893.66|24
store|8009007|9|8|343.73|11
store|10011003|11|10|894.99|19
store|9003009|3|3|537.85|14
store|8013003|13|7|539.84|9
store|10016004|16|1|506.81|11
store|3003002|12|3|1190.08|41
store|5001001|1|8|1322.12|36
store|9014011|14|3|440.27|11
store|9014004|7|9|432.42|11
store|1004002|5|1|436.26|11
store|9015009|15|2|524.20|11
store|10015013|15|10|826.16|22
store|2001002|8|2|1114.11|25
store|6007003|7|1|431.80|14
store|10002010|9|8|313.60|8
store|2001002|10|2|788.28|19
store|2004002|2|2|1020.73|26
store|1003001|3|3|909.06|26
store|9010009|10|9|529.85|14
store|6013007|13|10|692.17|12
store|10003002|9|10|478.29|11
store|6011008|11|6|2469.90|70
store|9012004|12|9|552.96|18
store|7012001|11|10|97.96|4
store|6003003|10|9|510.94|7
store|4004001|9|6|209.34|8
store|8013007|3|2|325.92|11
store|7004005|4|10|507.35|13
store|3001001|8|9|250.84|16
store|8008008|8|8|1630.08|40
store|10015008|15|10|599.71|15
store|8005003|5|8|215.45|8
store|1003002|6|1|55.24|3
store|8011007|11|4|64.27|3
store|6016005|1|3|104.12|6
store|8015005|4|1|132.39|4
store|8015007|15|2|137.45|12
store|8012005|3|3|141.70|5
store|8015009|15|7|147.81|7
store|3001001|3|1|155.19|7
store|8013002|10|8|182.47|9
store|9003003|3|9|185.80|7
store|1002001|7|7|191.69|6
store|7003006|4|7|203.63|9
store|9013003|13|4|210.98|8
store|9005003|5|4|220.47|8
store|10005016|5|4|264.82|7
store|10013001|13|4|273.36|7
store|3003001|14|7|309.12|9
store|8005007|5|1|322.87|8
store|6008003|2|9|323.21|13
store|5002001|9|10|332.39|9
store|7011001|11|7|340.41|7
store|8015009|15|4|342.25|10
store|3004001|3|2|345.74|12
store|8006003|6|7|355.26|15
store|10006015|15|9|356.09|7
store|2001001|2|4|396.05|11
store|3001001|9|9|414.59|17
store|9001011|3|1|422.18|9
store|8008006|1|8|422.81|16
store|7012003|12|8|423.27|10
store|6016003|4|2|442.73|10
store|7010005|16|8|444.20|11
store|7008002|1|7|444.41|17
store|4001001|15|9|468.13|14
store|6014005|1|2|472.76|11
store|10003011|3|10|488.17|10
store|7006010|5|7|518.59|9
store|10001002|1|5|590.09|20
store|9012009|16|8|596.78|11
store|10004012|4|10|611.35|17
store|6001002|4|6|614.24|15
store|10008014|8|10|623.76|16
store|3002001|3|5|629.34|21
store|8003001|2|1|634.53|13
store|6001001|1|5|643.73|14
store|7011005|11|3|644.08|21
store|9007009|7|6|653.78|20
store|8007009|9|9|703.62|18
store|6011001|11|10|746.69|19
store|3002002|15|3|753.63|20
store|10015016|15|10|816.55|17
store|10015003|15|10|958.38|23
store|10008010|8|10|1202.83|46
store|6013008|13|6|1270.25|43
store|10014013|14|10|1341.16|28
store|2001001|1|5|1375.88|32
store|9011002|11|9|1887.55|49
store|1004002|3|1|2098.44|72
store|8001008|1|8|2875.56|67
store|7014002|14|7|3207.64|88
store|6004008|4|6|3509.09|87
store|7002009|2|8|132.56|7
store|8008004|3|8|215.37|9
store|7011009|5|8|260.09|6
store|7015001|15|7|264.25|7
store|10014003|5|8|269.41|8
store|9005010|4|9|300.65|11
store|8010001|13|6|309.72|8
store|6011007|11|5|359.56|12
store|8005009|5|2|367.90|9
store|8016003|15|10|407.38|12
store|9011010|1|9|438.57|9
store|6016007|16|3|505.88|11
store|7008009|8|10|547.97|15
store|9014004|12|9|566.38|10
store|7016002|15|7|650.32|16
store|6013003|13|10|702.67|12
store|6014007|14|10|750.94|16
store|1001001|1|3|846.40|19
store|9014006|14|9|1123.17|34
store|4001001|1|9|1421.50|36
store|2001002|16|2|1553.85|32
store|5002002|3|5|2474.68|60
store|9002008|2|9|3680.35|83
store|6016007|16|7|171.16|6
store|7001009|1|3|240.31|5
store|10001003|1|10|265.72|5
store|1004001|16|9|327.70|10
store|9011006|11|9|329.11|9
store|7010002|4|7|473.62|9
store|9010012|4|9|542.61|12
store|10007010|15|7|603.37|13
store|8011009|11|6|791.93|17
store|1004001|3|2|803.83|24
store|4001002|9|4|965.16|19
store|7014004|14|7|1942.16|58
store|10009001|9|9|252.65|6
store|8005005|10|6|314.87|10
store|7009002|3|7|374.07|12
store|2004001|6|8|380.91|10
store|7001009|3|10|429.85|10
store|2001001|4|2|458.75|12
store|8005002|5|8|1483.56|36
store|6015004|15|6|2477.20|74
store|6003005|10|10|432.37|11
store|7015005|1|4|492.41|8
store|9011012|3|9|501.15|13
store|5004002|13|5|518.33|14
store|9009011|9|2|620.37|15
store|8014007|14|6|651.66|16
store|8011010|16|8|668.70|15
store|1001002|8|1|720.72|18
store|3004001|4|1|970.09|27
store|8006010|6|8|1672.87|48
store|10008002|8|10|206.68|6
store|5004001|3|3|217.42|10
store|9006005|6|9|490.69|10
store|7014008|13|7|498.33|10
store|2004001|4|9|1912.80|46
store|8008004|8|8|2028.95|61
store|7004009|2|2|183.46|6
store|6006001|8|7|435.10|12
store|7003009|2|10|523.91|12
store|7010007|10|7|681.16|16
store|2003001|6|6|1023.07|25
store|9003004|3|9|2020.50|61
store|10011016|1|10|219.36|5
store|5004001|4|2|3079.90|71
store|9014006|4|9|1012.19|18
store|8003007|7|6|189.89|6
store|2002002|16|2|933.79|22
store|2003001|3|1|1224.08|38
store|10007014|7|10|711.06|18
store|4003001|3|2|1549.79|44
store|7006004|2|7|561.94|14
store|8009008|5|8|373.47|8
store|8014001|14|8|395.79|10
store|7001009|1|2|813.88|21
store|6002003|2|6|993.06|26
store|6015005|16|8|213.57|7
store|8011009|9|6|295.77|8
store|8002005|1|1|569.31|15
store|2004001|4|6|1545.89|40
store|7008003|2|4|374.09|10
store|10016012|3|2|374.19|8
store|9006003|4|5|602.48|17
store|8001003|1|2|569.94|11
store|9015011|15|9|855.24|13
store|10009004|9|10|416.66|14
store|10014001|14|7|508.25|11
store|10007015|9|7|273.70|9
store|10010003|4|10|812.40|18
store|10006007|6|1|537.32|12
store|8014001|1|2|568.13|11
store|9002010|4|9|267.46|6
store|9016012|9|9|621.18|13
store|6016002|1|6|286.66|10
store|10016010|6|10|416.26|12
store|7009005|9|5|607.78|12
store|4003001|4|2|2770.19|67
store|7012010|12|7|1790.63|48
store|3004001|14|8|270.33|7
store|6007005|8|7|521.13|11
store|9006005|1|4|517.41|13
store|6001003|1|9|688.73|14
store|8014004|14|8|2262.20|52
store|6012008|12|6|2294.28|62
store|10016002|4|1|493.32|17
store|7014010|14|7|2543.62|60
store|5001001|14|7|440.01|12
store|10010011|4|10|442.28|17
store|9004005|2|3|251.12|8
store|10004014|2|10|379.14|11
store|9007003|7|4|326.36|10
store|5004001|2|6|409.50|9
store|1003001|3|10|1471.93|35
store|6001008|1|6|5562.29|133
store|8013006|13|8|2652.46|66
store|10011005|11|4|362.29|11
store|10009006|6|6|396.12|11
store|10004006|4|10|1143.10|26
store|10005013|5|5|141.25|7
store|6016003|16|2|266.04|12
store|6008001|8|6|296.34|13
store|10016012|2|10|330.43|7
store|6010003|12|9|345.29|13
store|6011007|11|7|351.32|8
store|9005012|1|9|354.25|5
store|8012005|14|6|402.85|12
store|3003001|8|6|403.40|13
store|9008005|3|5|410.05|10
store|9008003|2|5|460.80|14
store|5004001|10|8|536.93|9
store|9009012|1|9|605.08|17
store|4002001|13|9|613.25|11
store|6003006|4|6|742.27|15
store|9013006|1|9|841.65|18
store|3001001|1|7|1557.50|44
store|2004001|4|10|1987.81|46
store|7005008|5|7|2312.57|52
store|8008003|7|9|238.97|9
store|5003001|1|4|297.49|13
store|10012013|2|10|407.08|11
store|5001001|9|6|433.80|12
store|10014011|14|10|465.34|21
store|6016002|2|6|511.36|15
store|10001017|1|10|668.98|19
store|9001009|4|8|695.98|17
store|7002004|16|7|784.49|14
store|10013009|13|10|865.80|23
store|3002001|2|4|1148.24|34
store|8011008|11|8|1187.11|27
store|7016008|16|7|1595.28|46
store|3004001|3|10|391.57|12
store|7001003|10|10|396.10|7
store|2004001|10|6|398.23|10
store|10013002|13|7|404.87|9
store|8015001|15|4|421.82|10
store|7015007|15|7|524.87|12
store|10010015|10|10|689.54|16
store|10012005|12|10|2291.81|47
store|1003001|3|4|2528.82|55
store|8004004|4|8|3130.09|72
store|8006008|2|8|253.45|7
store|4004001|9|10|518.78|14
store|10006003|6|5|150.54|9
store|8001003|2|3|270.68|6
store|10015013|3|10|337.83|9
store|7008009|3|1|338.74|13
store|9005005|5|1|393.82|13
store|2002001|3|8|474.84|10
store|10004013|4|10|640.20|19
store|10002010|7|10|703.40|18
store|10015013|5|10|399.50|9
store|7003006|1|7|196.99|10
store|6011008|15|6|533.39|17
store|8014007|14|8|260.58|11
store|10008011|6|9|494.47|10
store|5001001|10|9|559.65|12
store|3003002|1|3|1104.46|27
store|8012009|2|4|411.41|12
store|9002006|2|9|1344.08|33
store|9004009|8|10|658.95|15
store|10016010|2|10|508.47|20
store|8005010|1|8|498.79|14
store|8001002|1|8|3009.59|85
store|5004001|4|6|2053.28|58
store|8015002|15|8|1797.26|60
store|7002007|8|6|399.47|8
store|10004009|4|1|549.56|14
store|4002001|1|1|1012.26|28
store|7008001|8|3|452.46|12
store|4003001|3|3|1039.22|24
store|10002006|2|3|258.91|6
store|1003002|10|1|759.99|14
store|3002002|6|3|455.26|13
store|10014002|14|10|423.52|15
store|2004001|6|7|364.28|10
store|1004002|1|1|1438.32|46
store|10010004|2|10|411.18|7
store|4003001|2|3|131.95|5
store|3002001|9|10|377.08|8
store|7014003|3|3|322.86|15
store|8004005|6|7|385.63|14
store|8014007|4|10|390.35|9
store|10005015|4|3|460.73|16
store|10002011|2|10|478.70|19
store|8002008|3|8|729.07|14
store|10016003|16|10|811.38|19
store|8009005|9|9|241.69|5
store|8011005|4|3|481.36|13
store|5003001|2|3|590.74|19
store|9002003|2|4|591.98|13
store|10010013|10|10|1541.66|34
store|8006006|6|8|1885.94|53
store|10012001|12|10|1245.26|37
store|9003009|3|8|541.77|16
store|10004015|4|10|834.22|24
store|6002006|8|6|310.35|9
store|10012016|12|2|390.51|11
store|7004004|3|7|374.19|11
store|8003003|1|7|512.16|12
store|10003006|3|9|651.07|14
store|10001014|1|8|364.32|14
store|6010004|10|6|3531.62|100
store|8013005|13|2|351.77|10
store|6005001|15|8|537.51|17
store|6007003|7|2|244.64|3
store|3003002|11|3|354.29|7
store|2003001|1|2|542.35|20
store|10008009|8|10|402.39|11
store|9015009|15|7|636.63|13
store|3002001|10|10|328.28|8
store|6002004|2|6|2773.95|78
store|8006008|6|8|1684.62|43
store|9015006|10|9|454.59|10
store|5001001|10|10|221.86|5
store|6007003|13|8|344.94|11
store|8005005|13|6|489.54|16
store|3001001|9|7|489.58|9
store|2004001|3|3|1096.06|26
store|1003002|2|1|1535.84|38
store|1003002|1|1|2540.92|78
store|6013007|13|3|333.49|8
store|6001005|1|1|411.68|12
store|1001002|5|1|821.10|24
store|8007010|10|8|602.08|14
store|9002009|5|10|303.77|10
store|4002001|5|10|343.04|8
store|10005003|9|10|366.34|6
store|10014015|9|10|239.41|7
store|9011006|2|9|313.71|9
store|8012003|12|2|391.48|8
store|7010001|3|9|576.49|9
store|9004003|4|5|610.45|12
store|10013010|1|10|254.23|10
store|7010009|10|7|361.42|9
store|9004004|4|9|985.78|31
store|9001011|1|10|558.14|22
store|2003001|7|10|503.11|12
store|2002001|12|10|377.91|8
store|7002001|2|10|751.14|16
store|2002001|10|7|373.14|12
store|9006005|6|7|534.55|14
store|9010005|10|5|639.49|12
store|9010011|1|1|559.00|12
store|9010004|10|9|453.78|17
store|6015002|2|6|382.70|9
store|7010003|10|4|494.01|13
store|9003009|3|1|133.16|6
store|4002001|7|10|448.73|16
store|5001001|2|3|511.78|11
store|10011004|11|10|297.60|10
store|10001013|1|10|380.78|6
store|10012010|12|10|724.13|23
store|8002007|2|3|431.94|17
store|6010005|4|1|500.93|13
store|8008002|6|8|291.96|9
store|6014002|16|6|351.48|11
store|10009007|6|10|265.11|10
store|8007009|7|2|286.49|9
store|4003002|13|4|479.66|13
store|8015003|15|2|707.48|20
store|10011002|11|4|248.98|7
store|8008009|4|3|443.84|14
store|10016017|3|10|320.39|9
store|8007002|7|8|1624.09|45
store|7009007|9|7|1080.64|28
store|7009001|9|9|397.11|9
store|7012005|1|3|418.18|11
store|7009005|7|9|444.74|9
store|4003001|3|9|838.19|24
store|4001002|12|4|296.53|8
store|6010002|1|6|590.28|17
store|9008009|5|9|720.49|12
store|4003001|1|3|1736.72|43
store|7003005|3|1|345.98|11
store|5002001|2|1|1489.13|30
store|10003008|3|10|1100.29|34
store|2002002|5|2|1212.52|31
store|10001006|1|9|600.13|18
store|7003005|2|6|67.95|3
store|10008008|8|10|69.38|4
store|7015003|2|9|70.39|5
store|1002001|4|9|87.19|5
store|9010004|14|9|94.89|7
store|10011013|10|10|101.82|8
store|6006003|15|10|109.39|3
store|7002003|1|5|123.02|6
store|9002005|3|2|124.88|6
store|6010007|2|9|132.67|5
store|7001004|15|7|133.50|3
store|6007003|7|7|136.84|6
store|7014009|1|9|137.81|6
store|9016005|16|9|145.56|7
store|7005003|4|4|145.67|4
store|9012004|1|9|152.79|8
store|10008009|14|10|156.40|8
store|8008001|1|8|162.65|9
store|8001005|1|8|165.38|9
store|10016017|1|10|166.57|9
store|8015005|3|1|167.00|8
store|6006006|15|6|168.87|8
store|10002013|2|10|174.56|8
store|7014009|14|3|175.50|5
store|2003001|4|8|177.32|8
store|10007013|1|10|183.45|11
store|10015010|3|2|188.52|8
store|7011010|2|7|188.54|7
store|8013009|2|2|190.33|10
store|10016017|16|10|192.59|5
store|6006003|3|6|201.29|5
store|8014003|14|7|201.82|9
store|8009003|1|5|202.04|8
store|8010008|4|8|203.86|12
store|8003003|13|8|205.38|14
store|7013006|15|7|205.81|8
store|8012001|12|9|207.49|8
store|8007003|7|2|210.40|8
store|6008007|4|3|210.40|9
store|10006012|1|10|217.99|5
store|1001001|8|7|219.13|10
store|6008005|8|5|220.89|7
store|10011008|11|8|222.11|10
store|10007010|7|9|225.99|10
store|8016001|4|4|227.22|5
store|10008011|14|6|227.43|10
store|9001010|4|9|229.93|5
store|10005007|3|10|233.11|9
store|9007003|7|3|239.63|5
store|4004001|6|10|241.31|5
store|6011007|11|9|241.38|7
store|1002001|5|9|245.99|8
store|10006008|6|3|247.69|5
store|9001011|1|5|248.89|7
store|6015004|16|6|249.03|9
store|6015002|4|6|250.92|9
store|10006007|6|10|252.71|9
store|6012003|4|3|261.89|7
store|1003001|2|4|263.26|12
store|1003001|2|3|264.86|9
store|4001001|7|9|265.75|9
store|6002005|11|10|273.30|8
store|8016006|11|8|273.96|7
store|8012001|4|4|275.52|8
store|2002001|12|8|275.56|6
store|7010008|4|7|276.81|7
store|10014011|10|6|276.84|13
store|5004001|9|10|278.89|10
store|3004002|9|3|280.54|5
store|10012011|12|9|281.98|9
store|9015011|2|5|282.16|11
store|7006006|16|7|283.29|8
store|6007001|1|4|283.86|6
store|8006006|1|8|287.00|10
store|10003008|8|9|287.40|6
store|6006006|13|6|289.06|10
store|10010004|6|10|290.70|9
store|10012004|12|10|292.47|7
store|8010002|1|8|292.91|7
store|6013001|4|4|294.67|13
store|1001002|16|1|296.03|6
store|10003006|4|10|296.40|8
store|3001002|15|3|302.78|7
store|10016013|16|10|308.87|10
store|10010004|10|9|311.28|8
store|1001001|1|6|316.68|9
store|10016016|16|5|316.99|9
store|2002001|1|4|329.92|10
store|3003001|14|8|330.79|9
store|10002011|2|2|333.59|9
store|3001001|8|6|334.04|7
store|6010001|9|10|334.42|11
store|2002001|1|7|334.53|10
store|8004009|4|5|334.59|11
store|10002014|2|6|337.73|9
store|7002001|3|3|339.35|8
store|6010005|10|10|339.84|9
store|1003001|1|2|340.04|11
store|9014003|5|10|345.00|11
store|10016012|1|4|347.01|7
store|3003001|4|7|347.40|10
store|6005007|3|6|349.11|13
store|7014008|15|7|352.56|10
store|1003001|11|9|352.80|8
store|8002007|2|2|352.86|7
store|7002006|8|7|353.90|7
store|10016012|16|10|355.89|10
store|8014010|15|8|359.53|10
store|3004001|3|4|362.14|6
store|7004005|4|8|362.72|10
store|10004016|13|10|362.72|8
store|6003005|3|8|363.83|10
store|1003002|11|1|364.54|13
store|10008002|8|5|365.96|9
store|5004001|1|6|368.77|14
store|6001005|3|1|371.66|9
store|9005009|5|9|371.79|11
store|10014003|8|9|372.51|10
store|7012005|12|6|377.45|7
store|10002004|2|3|379.69|10
store|9005009|5|4|380.92|10
store|6002005|2|8|382.00|11
store|6008004|4|6|386.02|10
store|10004003|15|10|386.17|14
store|7016008|10|7|387.74|13
store|10004015|4|2|389.02|10
store|3002002|16|3|389.05|9
store|8007008|16|8|389.71|8
store|10009012|9|1|390.12|10
store|6014002|2|6|392.66|8
store|6016003|1|10|393.71|10
store|2001001|4|7|394.70|10
store|8016008|4|8|406.72|16
store|1001001|3|7|412.20|10
store|4003001|6|9|419.09|14
store|9016012|1|9|425.84|8
store|6015004|11|6|426.25|10
store|7002002|11|7|427.66|7
store|7008003|8|7|430.63|15
store|9015012|5|9|432.44|12
store|9015010|4|9|434.54|10
store|7008002|6|7|439.57|12
store|3002001|3|2|440.68|17
store|6016006|3|6|445.91|15
store|7016001|1|3|446.60|11
store|9015010|15|9|447.27|16
store|9005009|5|7|447.58|7
store|7001001|1|4|448.25|11
store|1002001|1|5|449.46|8
store|5002001|1|5|452.35|7
store|10003002|3|5|454.61|10
store|4002001|3|1|456.33|17
store|5003002|5|5|457.95|13
store|10012016|3|10|466.15|14
store|9015005|15|6|466.29|10
store|8002007|6|6|467.59|9
store|10006001|6|9|468.75|12
store|9016003|4|10|469.90|13
store|6011003|1|8|470.18|13
store|5003001|1|8|470.96|18
store|5003001|12|7|473.81|7
store|6011006|3|6|473.91|9
store|8013006|1|8|479.39|14
store|3004001|13|10|487.91|10
store|6006007|6|2|489.72|9
store|6006003|6|2|490.09|12
store|8016003|4|2|491.02|13
store|6005003|5|2|501.75|10
store|2004001|9|6|503.22|12
store|8011003|4|8|504.81|9
store|10016012|13|8|511.36|13
store|2004001|3|7|512.58|10
store|7001008|4|7|513.05|15
store|2002001|11|8|515.72|15
store|3004001|3|6|526.55|14
store|9012005|12|10|531.05|8
store|8012007|12|2|534.88|9
store|8014005|14|9|539.35|12
store|9012011|5|8|541.99|10
store|9005009|5|10|550.33|10
store|3001001|13|6|558.39|14
store|7012001|9|7|559.43|10
store|3002001|1|3|562.96|15
store|9002010|16|9|569.02|13
store|7011003|11|10|572.97|12
store|4002001|8|7|575.65|12
store|8009001|2|10|583.40|12
store|6002006|14|6|591.77|10
store|8006003|6|9|593.51|9
store|2002001|6|6|596.32|22
store|1004001|3|10|597.01|10
store|1004002|7|1|601.51|18
store|6011001|11|3|604.23|11
store|10012015|2|4|604.78|12
store|10016013|16|7|606.79|10
store|6003003|3|5|613.58|13
store|9014005|14|7|616.88|20
store|6015005|2|3|619.89|13
store|2001001|10|8|620.14|12
store|8012008|3|8|623.68|16
store|3002001|7|6|634.84|14
store|8012010|3|8|637.41|16
store|10004008|4|1|646.54|15
store|1001001|2|5|649.16|15
store|10012017|12|9|651.76|14
store|9004004|2|9|652.70|18
store|8009003|9|3|653.19|14
store|10010004|10|7|658.77|11
store|6015003|4|4|673.45|14
store|8013007|13|8|678.39|15
store|9005010|5|9|686.38|11
store|5001001|15|8|692.98|13
store|5004001|1|4|693.90|13
store|2001001|3|5|710.94|17
store|4003001|8|8|720.68|19
store|4003002|9|4|733.70|19
store|3004001|4|8|737.75|18
store|6015004|2|6|741.13|12
store|6007007|7|4|790.32|14
store|2004001|3|5|860.61|25
store|6004003|2|2|908.03|15
store|3004001|1|2|970.60|26
store|10007008|7|10|1100.49|22
store|10004002|4|10|1140.23|27
store|1001001|1|8|1365.41|34
store|5002001|16|8|1460.05|33
store|3004001|4|4|1492.73|33
store|3003002|6|3|54.59|6
store|1003001|10|10|76.46|3
store|6016005|3|1|81.32|7
store|10016003|10|8|121.06|4
store|6012003|12|2|152.54|5
store|6012007|1|4|175.30|7
store|3004002|8|3|185.13|7
store|8012001|12|2|185.14|4
store|8001001|1|2|202.04|8
store|9015006|3|9|207.76|4
store|10016013|2|5|208.82|6
store|7015005|10|6|223.91|8
store|10014017|4|3|242.35|6
store|8010007|1|2|243.04|5
store|6010001|10|1|255.54|8
store|6016003|2|3|265.10|10
store|8004005|13|8|267.65|7
store|10010010|8|10|268.62|8
store|9011011|9|7|268.65|8
store|10011016|4|10|269.37|8
store|8007002|3|8|276.05|9
store|2002001|11|6|285.64|11
store|9001005|16|10|303.17|8
store|1003002|8|1|304.13|11
store|10010016|2|1|324.47|10
store|6002001|2|3|328.34|9
store|10006014|4|8|332.02|12
store|10005009|5|10|339.34|10
store|6009001|2|1|346.87|13
store|9009005|9|10|350.28|12
store|10005016|3|10|358.34|8
store|10001011|1|1|361.28|9
store|7002002|6|7|365.02|9
store|9008009|8|5|378.89|8
store|1003001|1|3|379.63|8
store|5003001|2|8|400.90|10
store|5001001|3|2|408.04|11
store|10004003|3|10|420.83|11
store|10004013|4|8|432.55|7
store|9016003|4|7|439.75|10
store|7003010|2|7|458.69|15
store|9008011|8|4|461.49|13
store|10013016|1|5|482.44|7
store|10005005|5|10|505.94|15
store|9002011|15|8|509.37|13
store|8009007|11|9|528.44|13
store|6014002|12|6|549.35|11
store|9008009|8|6|552.00|16
store|10002002|2|10|569.58|12
store|3001001|1|3|571.67|18
store|10015004|15|2|582.44|13
store|9002006|6|9|600.67|10
store|3001001|4|4|622.47|12
store|2002001|4|7|640.30|15
store|8002009|2|10|701.72|12
store|8012004|10|8|703.12|12
store|10009005|9|10|717.19|21
store|6015001|15|9|744.60|17
store|9008012|1|9|762.62|13
store|10001015|1|10|1119.37|28
store|10016007|16|10|1156.88|21
store|2004001|4|2|1780.36|40
store|9013004|8|9|177.36|5
store|9010009|4|1|196.03|7
store|6015001|3|4|206.74|5
store|8006003|2|4|223.55|6
store|10012012|12|3|252.87|6
store|10015006|3|10|265.96|7
store|6014003|5|6|278.70|8
store|5003001|7|10|289.74|8
store|9006006|12|9|295.96|11
store|7014005|14|7|301.14|11
store|7014009|8|6|326.07|9
store|8009007|16|10|326.55|9
store|10008006|8|10|331.03|8
store|7012005|14|9|334.79|10
store|3001001|12|10|338.54|10
store|9007006|1|9|349.16|11
store|8001001|1|7|362.36|10
store|4002001|1|10|362.87|10
store|6002003|2|2|364.15|10
store|9014006|6|9|373.68|10
store|8001005|8|8|413.30|8
store|10011009|11|10|428.15|9
store|10013006|3|10|432.63|11
store|7016002|5|7|448.10|10
store|10007017|7|5|456.86|15
store|10007007|7|10|478.48|13
store|8013005|13|5|481.17|11
store|10008013|4|10|553.12|16
store|8015010|4|8|561.02|14
store|8012009|12|10|578.37|11
store|10014001|14|10|619.76|13
store|8003005|3|8|684.49|13
store|10003010|3|10|762.15|23
store|2002001|16|7|798.21|14
store|6011005|11|8|969.87|24
store|2003001|3|7|1026.06|21
store|5002002|4|5|1034.11|25
store|10016015|16|10|1221.77|32
store|8016006|2|8|201.24|12
store|7012001|12|5|230.21|7
store|5003001|4|3|237.65|6
store|8002005|1|5|300.87|9
store|10011015|2|10|336.68|9
store|8011006|1|8|352.91|12
store|8008007|14|8|353.13|7
store|6009001|12|7|357.49|9
store|8016003|16|1|362.15|8
store|6013003|4|3|371.40|8
store|2004001|3|2|391.42|11
store|7011008|11|7|435.42|10
store|9010012|8|9|461.87|10
store|6014007|4|4|503.77|11
store|4002002|8|4|509.13|13
store|3002001|9|9|607.33|10
store|10002007|9|10|676.42|15
store|1004002|16|1|690.80|19
store|7009007|9|10|709.63|15
store|10008009|1|10|856.13|22
store|3001001|1|6|863.57|26
store|1002001|2|3|1352.31|38
store|9004003|3|5|96.34|6
store|6008003|8|7|141.07|5
store|9011003|11|4|268.56|11
store|5003001|14|9|320.37|11
store|6015004|9|6|345.20|7
store|10011010|4|10|346.65|9
store|6016007|12|7|361.97|10
store|6012007|3|5|424.42|10
store|6004006|6|6|485.35|11
store|9002012|14|9|548.64|11
store|7005007|5|3|586.14|12
store|6011007|11|10|835.00|18
store|8014008|2|8|879.60|29
store|9004011|2|9|135.06|10
store|3001001|3|3|227.36|8
store|1002002|6|1|227.86|13
store|7016003|16|3|237.03|14
store|9009005|11|9|299.32|11
store|6002008|3|6|305.80|9
store|9015010|2|9|310.62|9
store|8016003|4|4|318.91|10
store|6010006|11|6|408.85|13
store|6008001|8|9|460.04|9
store|9014004|6|9|489.76|12
store|10009005|2|2|510.15|7
store|8011001|2|6|512.30|12
store|10005005|3|5|687.89|13
store|10016005|16|10|699.17|24
store|1001001|2|3|772.20|22
store|5003001|4|7|776.80|28
store|6005001|7|9|228.53|8
store|7005009|5|2|251.54|8
store|3003001|11|10|255.01|10
store|10002003|2|2|297.74|9
store|9003003|3|10|395.44|9
store|2002001|5|10|485.96|16
store|8002001|2|3|717.32|18
store|2003001|11|9|216.76|10
store|8016010|9|8|256.48|11
store|6006007|1|1|293.69|9
store|10003006|1|1|347.70|10
store|8013007|12|10|524.95|9
store|7013002|10|7|527.91|15
store|9003012|8|9|567.60|12
store|3003002|13|3|906.30|21
store|5001001|11|6|126.21|8
store|6002001|12|6|239.30|6
store|9014005|14|1|245.64|10
store|9011011|11|10|274.52|10
store|7014002|2|7|280.14|8
store|6015008|4|6|320.62|11
store|9011009|2|7|323.60|10
store|7014003|14|8|419.99|9
store|8012010|13|8|446.03|10
store|6004007|4|7|517.76|11
store|9014005|1|7|526.44|10
store|6004005|4|3|206.44|4
store|6004002|1|6|267.84|8
store|7010005|3|1|322.67|8
store|7010002|7|7|338.84|8
store|6005005|5|1|388.55|17
store|10007005|7|10|413.71|8
store|10015017|15|10|477.25|12
store|10014006|14|10|506.05|13
store|1002001|2|8|1218.46|33
store|8013005|2|4|242.26|10
store|1001001|12|10|369.16|10
store|6007006|4|6|885.65|19
store|3001001|6|10|153.41|4
store|4004001|13|7|377.56|14
store|10007009|3|1|805.47|15
store|7010005|4|3|419.94|12
store|8004007|4|5|467.54|11
store|7008004|3|7|624.46|11
store|10005003|5|5|341.88|13
store|9016009|16|2|381.05|9
store|8003005|3|9|492.39|12
store|7010001|10|3|225.52|6
store|9010006|2|9|229.21|9
store|10012004|1|1|399.11|14
store|10002017|2|5|503.62|11
store|9013011|13|8|127.75|5
store|4003001|7|7|327.95|9
store|7001009|6|6|579.59|13
store|7009007|9|3|250.88|4
store|4002001|3|5|403.38|11
store|1001002|6|1|419.40|9
store|2003001|3|4|958.91|28
store|7004010|3|7|174.85|6
store|6015005|5|8|401.73|15
store|10011013|11|9|1422.07|34
store|7011008|2|7|414.19|11
store|9015011|6|6|414.79|9
store|10003010|3|4|287.26|11
store|6011002|14|6|305.57|12
store|1001002|2|1|1619.34|55
store|2003001|10|6|413.50|14
store|2001001|2|2|231.69|9
store|10012003|2|10|511.90|11
store|9013004|5|9|688.41|13
store|6005003|5|5|267.52|10
store|8016008|16|8|2473.27|55
store|5002002|8|5|283.49|7
store|8015002|1|8|129.16|12
store|9013010|12|9|508.86|13
store|8007006|5|8|239.28|13
store|9014009|3|5|966.17|15
store|4002001|13|8|43.63|3
store|9005005|5|9|85.46|5
