isin,value
XXXXUS126307AZ02,1
XXXXXS1687484698,1
XXXXUS44920UAK43,1
XXXXXS2325748106,1
XXXXUS48123KAE64,1
XXXXUS46647PBP09,1
XXXXXS1410582313,1
XXXXXS2171713006,1
XXXXXS1392459381,1
XXXXUS58933YAU91,1
XXXXUS059165EF30,1
XXXXDE000SHFM758,1
XXXXXS2209344543,1
XXXXXS0113419690,1
XXXXDE000A1RQCP0,1
XXXXUS780097BE04,1
XXXXXS2205088896,1
XXXXXS2326546434,1
XXXXEU000A285VM2,1
XXXXXS1167203881,1
XXXXXS1505149325,1
XXXXUS603051AA15,1
XXXXUSU6775MAE85,1
XXXXXS2225890537,1
XXXXUS246724AA69,1
XXXXXS1405782159,1
XXXXXS1843435410,1
XXXXXS1262602532,1
XXXXUSN01007AA64,1
XXXXXS2332186001,1
XXXXXS0372391945,1
XXXXXS1031019562,1
XXXXUS031162BK53,1
XXXXUS63861VAC19,1
XXXXUS87724RAJ14,1
XXXXDE000A1RQCG9,1
XXXXXS2198575271,1
XXXXUS82620KAR41,1
XXXXUS81257VAB71,1
XXXXXS1402194952,1
XXXXUS446413AL01,1
XXXXUS89236YAB02,1
XXXXUS629377CG50,1
XXXXXS2295690742,1
XXXXUSU65478AX42,1
XXXXDE000NRW0MJ2,1
XXXXXS2278364075,1
XXXXUS891092AD06,1
XXXXUS872882AF24,1
XXXXGB00BMBL1G81,1
XXXXUSG6714UAA81,1
XXXXDE000A2YN058,1
XXXXXS1747955174,1
XXXXUS42809HAH03,1
XXXXXS1856940462,1
XXXXXS0799658637,1
XXXXUS06368EJS28,1
XXXXXS1942629061,1
XXXXUS46653NAA00,1
XXXXUS500472AE51,1
XXXXXS1709374497,1
XXXXUS460690BS81,1
XXXXXS2010030752,1
XXXXXS1428468885,1
XXXXUS57636QAM69,1
XXXXUS494550BK12,1
XXXXUS459058FF56,1
XXXXXS2307863642,1
XXXXXS2102988354,1
XXXXXS2106056653,1
XXXXUS900123CX69,1
XXXXUS256677AG02,1
XXXXUS55336VAG59,1
XXXXUS86959LAH69,1
XXXXXS2358225477,1
XXXXUS448579AH52,1
XXXXUS74456QBA31,1
XXXXXS1629969327,1
XXXXUS15189TBB26,1
XXXXUS00913RAC07,1
XXXXUS48266XAA37,1
XXXXUS606822AV60,1
XXXXUS15189TAS69,1
XXXXXS0834371469,1
XXXXUS682051AE72,1
XXXXUSU18510AE44,1
XXXXUS4581X0DA31,1
XXXXDE000A1YCQ29,1
XXXXUS89832QAE98,1
XXXXUS064159VK97,1
XXXXDE000NRW0KF4,1
XXXXUSP3579ECF27,1
XXXXXS1634368259,1
XXXXDE000HV2AL33,1
XXXXXS0074371617,1
XXXXUS65473PAK12,1
XXXXUS224044CE55,1
XXXXXS1079726334,1
XXXXDE000A2TSDD4,1
XXXXXS2190256706,1
XXXXUS00191AAD81,1
XXXXUS80283LAJ26,1
XXXXUS136385AT87,1
XXXXXS2305362951,1
XXXXUS00817YAV02,1
XXXXUS207597EL50,1
XXXXUS277432AL49,1
XXXXXS1819966687,1
XXXXUS24422EUJ62,1
XXXXUS10554CAA09,1
XXXXXS2333564503,1
XXXXUS05890MAA18,1
XXXXUS48305QAA13,1
XXXXRU000A0JXTS9,1
XXXXXS2146086181,1
XXXXFR0013396355,1
XXXXUS254010AD30,1
XXXXUS125581GR39,1
XXXXXS2269194499,1
XXXXUS693506BP19,1
XXXXDE000RLP0835,1
XXXXFI4000466412,1
XXXXXS1793296465,1
XXXXUS90290MAD39,1
XXXXUS842434CS98,1
XXXXUS828807DG99,1
XXXXXS1143502901,1
XXXXXS1811198701,1
XXXXXS0197703118,1
XXXXXS2083146964,1
XXXXUS680223AL88,1
XXXXXS1551677260,1
XXXXUS69121KAD63,1
XXXXDE000BLB6JE1,1
XXXXXS1908248963,1
XXXXUS24422EVR79,1
XXXXUSC58437AA91,1
XXXXUSG7420TAB29,1
XXXXUS29250NAZ87,1
XXXXDE0001135044,1
XXXXXS1967636272,1
XXXXXS2213668085,1
XXXXUS50249AAB98,1
XXXXXS1667074121,1
XXXXXS1572408380,1
XXXXXS1357027652,1
XXXXXS1269175466,1
XXXXDE000DL19TQ2,1
XXXXXS0890073991,1
XXXXUS900151AB70,1
XXXXXS2329241447,1
XXXXUS69362BBA98,1
XXXXUS743820AA01,1
XXXXUS81180WAV37,1
XXXXUS67778M2A78,1
XXXXUS92769XAR61,1
XXXXDE000A2GSP56,1
XXXXXS2196328608,1
XXXXUS632525AU59,1
XXXXXS1789752182,1
XXXXXS2034822564,1
XXXXXS2262220143,1
XXXXUS02209SBP74,1
XXXXUS458140AX85,1
XXXXFR0000188799,1
XXXXUS595112BP79,1
XXXXUS026375AR68,1
XXXXXS1622626379,1
XXXXUS14149YBJ64,1
XXXXUS151191BD46,1
XXXXXS2020606682,1
XXXXAT0000A2RK00,1
XXXXXS1939356645,1
XXXXUS67103HAC16,1
XXXXXS1586214956,1
XXXXXS2239632859,1
XXXXUS92343VEP58,1
XXXXDE000A1TNDK2,1
XXXXUS74166MAF32,1
XXXXUS832696AR95,1
XXXXUS04636NAB91,1
XXXXXS2350031048,1
XXXXXS1627782771,1
XXXXUS00206RJJ23,1
XXXXXS2010029234,1
XXXXXS1843455103,1
XXXXUS86745KAE47,1
XXXXUS12802D2D78,1
XXXXUSU0901RAA50,1
XXXXUS893647BL01,1
XXXXXS2324372510,1
XXXXXS1617831026,1
XXXXXS2066347316,1
XXXXUS25468PCR55,1
XXXXUS026609AC14,1
XXXXUS05526DBQ79,1
XXXXFR0013453974,1
XXXXUS592173AE84,1
XXXXUS85440KAA25,1
XXXXUS59001KAH32,1
XXXXUS86787EBE68,1
XXXXFR0013504644,1
XXXXXS0357124618,1
XXXXUS91086QAG38,1
XXXXUS87612BBG68,1
XXXXUS898813AR11,1
XXXXXS2199713384,1
XXXXXS0426513387,1
XXXXUS45112EAH27,1
XXXXIT0005390874,1
XXXXDE000A2LQRS3,1
XXXXUS06675GAN51,1
XXXXXS0593606121,1
XXXXUS87164KAC80,1
XXXXUS20451RAB87,1
XXXXUS65412JAC71,1
XXXXGB00BMBL1D50,1
XXXXUS00971YAJ91,1
XXXXUSF8586CBQ45,1
XXXXXS0897453493,1
XXXXUS29273RAS85,1
XXXXFR0013396876,1
XXXXXS1627193359,1
XXXXXS1729892924,1
XXXXUS46849LTL52,1
XXXXUS47102XAJ46,1
XXXXUS38748YAA01,1
XXXXUS035240AR13,1
XXXXXS1810960390,1
XXXXUS63859UBG76,1
XXXXXS2109806369,1
XXXXXS2247301794,1
XXXXUS146869AF95,1
XXXXUS05674RAC88,1
XXXXUS90265EAN04,1
XXXXUS341081FA03,1
XXXXUS23833NAH70,1
XXXXXS1412547660,1
XXXXXS2010031214,1
XXXXDE000A3E5FR9,1
XXXXXS1720761490,1
XXXXXS1405775708,1
XXXXUS209111FY40,1
XXXXXS0909369489,1
XXXXXS2307573993,1
XXXXXS1617864621,1
XXXXUS37954JAC09,1
XXXXUS54988LAB27,1
XXXXUS254687CV61,1
XXXXUS718286CG02,1
XXXXXS2049726990,1
XXXXXS2084497705,1
XXXXUS40060QAA31,1
XXXXUS907818FN30,1
XXXXXS1790099862,1
XXXXDE000LFA1784,1
XXXXXS2189387520,1
XXXXUS404280CG21,1
XXXXXS1046224884,1
XXXXUS23329PAE07,1
XXXXUS94419LAL53,1
XXXXUS06279JAA79,1
XXXXUS46625HJZ47,1
XXXXUS865033AC86,1
XXXXUS548661CW57,1
XXXXXS2058557344,1
XXXXUS45827MAA53,1
XXXXUS00131LAK17,1
XXXXGB0047524268,1
XXXXDE000A2NB9Z3,1
XXXXXS1219499032,1
XXXXUS824348AQ95,1
XXXXUS20825CAX20,1
XXXXUS41135WAA99,1
XXXXDE000A19X8B2,1
XXXXXS0881362502,1
XXXXUS68329AAH14,1
XXXXUS98420EAC93,1
XXXXUS892331AM12,1
XXXXXS2066357034,1
XXXXSI0002103966,1
XXXXUS05946KAH41,1
XXXXUSJ7620TAB73,1
XXXXUS90265EAP51,1
XXXXXS1759468967,1
XXXXUS22003BAL09,1
XXXXUS60687YBJ73,1
XXXXUSG7777BAA29,1
XXXXFR0014000Y93,1
XXXXUS532457BT48,1
XXXXXS1321920735,1
XXXXUS62947QAX60,1
XXXXUS00101JAF30,1
XXXXUS125509BU20,1
XXXXUS698299AW45,1
XXXXXS1944388856,1
XXXXUSP06048AC91,1
XXXXFR0013186046,1
XXXXUS29978AAC80,1
XXXXFR0013505518,1
XXXXXS1807421315,1
XXXXUS05541VAE65,1
XXXXUS202795JH45,1
XXXXXS2052466815,1
XXXXUS46579RAA23,1
XXXXXS2270393379,1
XXXXXS0683568223,1
XXXXXS2015296465,1
XXXXUS149123CD18,1
XXXXXS1109836038,1
XXXXXS2329146539,1
XXXXUS681919BA38,1
XXXXXS2069040389,1
XXXXUS05946KAJ07,1
XXXXUS03835VAF31,1
XXXXSI0002103487,1
XXXXUS04621XAM02,1
XXXXUS60687YAX76,1
XXXXUSU75000BS44,1
XXXXUS62954HAD08,1
XXXXDE000NWB17P2,1
XXXXUS814120AC54,1
XXXXUS91324PDK57,1
XXXXUS87612BBR24,1
XXXXXS1514045886,1
XXXXUSU76198AA52,1
XXXXFR0013203734,1
XXXXXS1880442717,1
XXXXUS12505BAD29,1
XXXXUS903724AT98,1
XXXXUS90265EAR18,1
XXXXUSC42970AH34,1
XXXXDE000NLB8739,1
XXXXUS24703TAJ51,1
XXXXUS85172FAL31,1
XXXXDE000SHFM691,1
XXXXUS89832QAB59,1
XXXXUS89236TJF30,1
XXXXUS69353REF10,1
XXXXUS90187BAB71,1
XXXXUS85858EAA10,1
XXXXUS370334CF96,1
XXXXUS251526BR93,1
XXXXUS06051GJT76,1
XXXXXS2022388586,1
XXXXXS1497606365,1
XXXXFR0014002O10,1
XXXXUS74101XAE04,1
XXXXUSP01703AD22,1
XXXXXS2230649654,1
XXXXXS2099130382,1
XXXXIL0011677668,1
XXXXXS0092157600,1
XXXXUSU7136QAB78,1
XXXXUS24422EUY30,1
XXXXXS1716970261,1
XXXXUS50065XAK00,1
XXXXUS09681MAE84,1
XXXXUS00912XAT19,1
XXXXCH0520042489,1
XXXXUS929160AT60,1
XXXXXS2363117321,1
XXXXUS181396AE20,1
XXXXXS2274957237,1
XXXXXS1526108235,1
XXXXXS2250008245,1
XXXXUS01748TAB70,1
XXXXXS2187689380,1
XXXXXS2011969818,1
XXXXXS1508351357,1
XXXXXS2177580508,1
XXXXUS68323ADP66,1
XXXXUS89469AAD63,1
XXXXXS2009038113,1
XXXXUS16412XAC92,1
XXXXUS83368RAU68,1
XXXXFR0010961581,1
XXXXDE000NRW0LA3,1
XXXXXS1801906279,1
XXXXXS1840614736,1
XXXXUS25466AAQ40,1
XXXXXS1972090119,1
XXXXUSU76198AB36,1
XXXXUS680665AH97,1
XXXXDE000A168Y22,1
XXXXUS98310WAQ15,1
XXXXXS0415532273,1
XXXXUS12189TAK07,1
XXXXDE0001102432,1
XXXXUS55608KAJ43,1
XXXXUS845437BP68,1
XXXXUS05252BDE65,1
XXXXUS89832QAF63,1
XXXXXS2357430789,1
XXXXAT0000A2N7F1,1
XXXXXS1953146245,1
XXXXUS74256LBJ70,1
XXXXUS530715AN13,1
XXXXBE0000349580,1
XXXXES0313307201,1
XXXXUS02361DAP50,1
XXXXUS210518DE35,1
XXXXXS1205618470,1
XXXXUS23338VAB27,1
XXXXXS2010032881,1
XXXXDE000A3H3D69,1
XXXXXS1845161790,1
XXXXXS1940840132,1
XXXXUS743315AX14,1
XXXXUS717081DH33,1
XXXXUS01626PAH91,1
XXXXUS86765BAT61,1
XXXXUSJ09748AC83,1
XXXXPTOTEUOE0019,1
XXXXUSY46006AC99,1
XXXXXS2225893630,1
XXXXSK4120008871,1
XXXXUS78490FJJ93,1
XXXXUS808513BK01,1
XXXXXS0611398008,1
XXXXXS2297209293,1
XXXXUS74340XBN03,1
XXXXUS50247VAB53,1
XXXXUS04010LAV53,1
XXXXUS88032XAP96,1
XXXXUS05369GAA67,1
XXXXUS828807DE42,1
XXXXXS1812887443,1
XXXXUS65336YAN31,1
XXXXBE0002443183,1
XXXXXS1841967356,1
XXXXUS617726AK00,1
XXXXUSG38327AB13,1
XXXXXS2278534099,1
XXXXUS172967KA87,1
XXXXUSU9226VAE75,1
XXXXUS88732JAJ79,1
XXXXUS961214DQ36,1
XXXXUS06051GGK94,1
XXXXUS594918BK99,1
XXXXXS2345827120,1
XXXXXS1969593943,1
XXXXFR0011619436,1
XXXXUS00213MAV63,1
XXXXUSU9273ACY92,1
XXXXDE000NRW0JV3,1
XXXXUS038222AN54,1
XXXXUSY20721BE87,1
XXXXXS1634369224,1
XXXXUS71677KAB44,1
XXXXUSP93077AC28,1
XXXXXS0544644957,1
XXXXXS1644451434,1
XXXXUS71647NBD03,1
XXXXUS00037BAF94,1
XXXXUS149123CB51,1
XXXXUS402635AR75,1
XXXXUS233851DS02,1
XXXXXS1323450236,1
XXXXXS2247552446,1
XXXXXS2022093434,1
XXXXXS1023541847,1
XXXXUS837004CB48,1
XXXXUSF8586CRW49,1
XXXXNL0013332430,1
XXXXXS1703063179,1
XXXXUS054561AM77,1
XXXXUS67091TAB17,1
XXXXXS2264545273,1
XXXXFR0012199156,1
XXXXXS1517173149,1
XXXXXS1615065320,1
XXXXUS20030NAM39,1
XXXXUS828807DA20,1
XXXXXS1730911689,1
XXXXUS594918BC73,1
XXXXUS55608PBG81,1
XXXXDE000SHFM725,1
XXXXUSY54788AB31,1
XXXXXS2355604708,1
XXXXXS1970690829,1
XXXXXS1910947941,1
XXXXUS460146CS07,1
XXXXUS87264AAR68,1
XXXXUS22822VAM37,1
XXXXUS66989HAP38,1
XXXXUS437076BN13,1
XXXXXS2166619663,1
XXXXUS045167ET64,1
XXXXEU000A1Z99P9,1
XXXXUS298785HS85,1
XXXXUS060335AA40,1
XXXXUS559080AP17,1
XXXXUS74735K2B72,1
XXXXUS667274AD67,1
XXXXUS678858BT77,1
XXXXUSC4R803AH92,1
XXXXUS44267DAD93,1
XXXXXS1265778933,1
XXXXUS98105GAK85,1
XXXXFR0011697028,1
XXXXUS55354GAL41,1
XXXXDE000AAR0223,1
XXXXXS2035536098,1
XXXXUS459200KB68,1
XXXXUSG8185TAB55,1
XXXXIT0005388175,1
XXXXXS1014610254,1
XXXXXS2071383397,1
XXXXXS1716927766,1
XXXXUS95000U2M49,1
XXXXDE000CZ40MN2,1
XXXXUS89157FAA84,1
XXXXXS2284257701,1
XXXXXS1852560819,1
XXXXUS455780CT15,1
XXXXIT0001278511,1
XXXXUS25746UDJ51,1
XXXXUS17858PAB76,1
XXXXUS037389AU72,1
XXXXXS2361252971,1
XXXXXS1492681116,1
XXXXUS539830BE89,1
XXXXUS50066RAN61,1
XXXXUS09581JAA43,1
XXXXDE000A2LQRA1,1
XXXXXS1592168451,1
XXXXUS893574AM57,1
XXXXUS902494BG76,1
XXXXXS2100690036,1
XXXXUS27409LAA17,1
XXXXXS1377745937,1
XXXXUS911312BN52,1
XXXXUS05578AAA60,1
XXXXUS603374AF69,1
XXXXUS460599AE31,1
XXXXXS2052134496,1
XXXXUS816851AT63,1
XXXXXS2262077675,1
XXXXXS1377681272,1
XXXXUSU1109MAT37,1
XXXXUS401617AD75,1
XXXXXS1191877452,1
XXXXFR0011181171,1
XXXXUS001192AK93,1
XXXXUS759509AE27,1
XXXXUS760942BD38,1
XXXXXS1309437215,1
XXXXXS1708168890,1
XXXXUS29379VCA98,1
XXXXDE0001141760,1
XXXXUS53220KAF57,1
XXXXXS2248458395,1
XXXXFR0013414091,1
XXXXXS2356029541,1
XXXXXS2358724123,1
XXXXUS29278GAA67,1
XXXXUSP70809AB71,1
XXXXUS48666KAY55,1
XXXXUS256163AC07,1
XXXXXS1043545059,1
XXXXXS2320459063,1
XXXXFR0013368263,1
XXXXXS2363719050,1
XXXXXS0808635436,1
XXXXUS87264ABD63,1
XXXXDE000NRW0LN6,1
XXXXUS251526BS76,1
XXXXXS1851278421,1
XXXXUS80413TAU34,1
XXXXXS1992918661,1
XXXXUS828807CS47,1
XXXXXS1860402954,1
XXXXUS097023BQ73,1
XXXXDE000A1R0105,1
XXXXUS141781BN33,1
XXXXUS65409QBH48,1
XXXXUS17298CJY57,1
XXXXXS1751178499,1
XXXXXS2112335752,1
XXXXUS89832QAD16,1
XXXXUS71567PAT75,1
XXXXUS92936MAF41,1
XXXXUS984851AG07,1
XXXXXS2282095970,1
XXXXUS893574AR45,1
XXXXXS0947658208,1
XXXXXS2083302419,1
XXXXUS30216JAC99,1
XXXXXS2059777594,1
XXXXXS2182067350,1
XXXXUS670002AB05,1
XXXXXS1652855815,1
XXXXUS69352JAN72,1
XXXXGB00B4RMG977,1
XXXXUS98419MAJ99,1
XXXXUS606822BN36,1
XXXXUSJ77549AN39,1
XXXXUS165167DF18,1
XXXXUS639057AD02,1
XXXXUS829259AU46,1
XXXXUS570535AU83,1
XXXXUS65334HAG74,1
XXXXXS1454980159,1
XXXXXS0347908096,1
XXXXXS0253359961,1
XXXXUS00182FBJ49,1
XXXXUS60687YBL20,1
XXXXES00000126Z1,1
XXXXXS1197775692,1
XXXXFR0013066388,1
XXXXUS225433AR25,1
XXXXUS832696AT51,1
XXXXXS1821830160,1
XXXXUS224044CH86,1
XXXXUS90327QD487,1
XXXXES0413900608,1
XXXXUS00105DAG07,1
XXXXXS1634252628,1
XXXXUS891160MJ94,1
XXXXXS2233109409,1
XXXXXS2082777405,1
XXXXXS1405775534,1
XXXXXS1081321595,1
XXXXUSP989MJBE04,1
XXXXFR0013108933,1
XXXXXS1781811143,1
XXXXXS2354308194,1
XXXXXS2116905691,1
XXXXXS1909177625,1
XXXXUS46556KAB26,1
XXXXXS1880450140,1
XXXXUSP06518AF40,1
XXXXUS80281LAP04,1
XXXXXS2243564478,1
XXXXXS1938443329,1
XXXXUS09660V2B87,1
XXXXPTEDPKOM0034,1
XXXXXS1412266907,1
XXXXUS059165EN63,1
XXXXUSG5002FAM89,1
XXXXUS458140BK55,1
XXXXXS2189906816,1
XXXXUS341081FM41,1
XXXXFR0013455540,1
XXXXUS22822VAS07,1
XXXXUS29364NAT54,1
XXXXUS929160AV17,1
XXXXXS1917548247,1
XXXXXS1958533553,1
XXXXXS2055089457,1
XXXXXS1963744260,1
XXXXUS125523BV13,1
XXXXUS09709THH77,1
XXXXUS911312BJ41,1
XXXXUS37045VAQ32,1
XXXXUS00254EMP42,1
XXXXUS743315AQ62,1
XXXXNO0010823347,1
XXXXXS0903532090,1
XXXXXS1303929894,1
XXXXFR0013424868,1
XXXXUS854502AA92,1
XXXXXS2081615473,1
XXXXUS478160CJ19,1
XXXXFR0013413960,1
XXXXXS0270347304,1
XXXXXS1555094066,1
XXXXUS91086QBF46,1
XXXXXS0690623771,1
XXXXXS0949964810,1
XXXXUS55608JAP30,1
XXXXUS64952WDP59,1
XXXXUSU63768AA01,1
XXXXXS1973748707,1
XXXXUSP2121VAH70,1
XXXXIT0005447187,1
XXXXUS053773BF30,1
XXXXES0378641338,1
XXXXXS1695301900,1
XXXXUS741503AW60,1
XXXXXS1837142790,1
XXXXUS080555AF20,1
XXXXUS89420GAE98,1
XXXXXS2120882183,1
XXXXXS2306072732,1
XXXXXS1732478000,1
XXXXUSJ7771KPK71,1
XXXXUS03027XAU46,1
XXXXUS06051GFU85,1
XXXXUS00913RAB24,1
XXXXUS09061GAH48,1
XXXXUS86765BAP40,1
XXXXXS1377682676,1
XXXXBE0002803840,1
XXXXUS57636QAJ31,1
XXXXUS037735CE55,1
XXXXXS1846632104,1
XXXXUS59156RBB33,1
XXXXXS2010045271,1
XXXXUS56109BAB36,1
XXXXXS1824425182,1
XXXXUS761713AY21,1
XXXXUS00206RKE17,1
XXXXXS1143974159,1
XXXXUS63861CAD11,1
XXXXXS1887330188,1
XXXXXS2057887197,1
XXXXUS828807CY15,1
XXXXUSP32133CG63,1
XXXXES0205032016,1
XXXXES00000128D4,1
XXXXXS2208843503,1
XXXXUS90931CAA62,1
XXXXXS2126300479,1
XXXXUS30216BHP04,1
XXXXXS1267053103,1
XXXXUS48268KAF84,1
XXXXUS37045XBK19,1
XXXXUSP37878AA69,1
XXXXXS1172951508,1
XXXXXS2226808322,1
XXXXUSU12501AV13,1
XXXXUS097023CE35,1
XXXXUS48249DAA90,1
XXXXUS23636BAR06,1
XXXXXS0629974352,1
XXXXUS842587CV72,1
XXXXUS302154BN89,1
XXXXUS65339KBA79,1
XXXXUS94973VAT44,1
XXXXUS74165HAB42,1
XXXXXS1822829799,1
XXXXXS2317061864,1
XXXXUS025816BZ17,1
XXXXEU000A1U9944,1
XXXXUS571748BN17,1
XXXXUS31620RAJ41,1
XXXXXS2080785343,1
XXXXUS538034AV10,1
XXXXUS78015K7L29,1
XXXXFR0011109180,1
XXXXXS2208638838,1
XXXXXS2262211076,1
XXXXUS57629WCQ15,1
XXXXUS04685A2Q37,1
XXXXXS2102867483,1
XXXXUS418056AX57,1
XXXXUS771196BN10,1
XXXXXS2019814503,1
XXXXUS65364UAB26,1
XXXXUS42225UAH77,1
XXXXXS1490138226,1
XXXXXS2339427747,1
XXXXUS75405UAD81,1
XXXXUS89356BAC28,1
XXXXUS501499AB36,1
XXXXXS1562601424,1
XXXXUS17027NAB82,1
XXXXUS906548CM25,1
XXXXXS1639097747,1
XXXXUS031162AW01,1
XXXXUS95709TAL44,1
XXXXUS80627DAC02,1
XXXXUS780097BJ90,1
XXXXUS00914AAB89,1
XXXXXS2090949160,1
XXXXUS780153BE13,1
XXXXUS05526DBN49,1
XXXXDE000A2TR6H3,1
XXXXUS85434VAB45,1
XXXXUS42217KBC99,1
XXXXUSP14008AE91,1
XXXXXS2247718435,1
XXXXUS298785GX89,1
XXXXFR0013220266,1
XXXXUS606822BR40,1
XXXXUS75625QAC33,1
XXXXUS202795JF88,1
XXXXXS0593062788,1
XXXXXS1808340019,1
XXXXUS89153VAU35,1
XXXXUS632307AB07,1
XXXXUS283695BK98,1
XXXXXS1799523276,1
XXXXCH0576402181,1
XXXXXS1652866002,1
XXXXXS1713462742,1
XXXXUS42218SAF56,1
XXXXUS65341BAD82,1
XXXXXS2084510069,1
XXXXXS1789759195,1
XXXXDE000LB2V5T1,1
XXXXXS2062919589,1
XXXXXS1078235733,1
XXXXUS00973RAJ23,1
XXXXXS2348241048,1
XXXXXS1574790751,1
XXXXUS166764AP55,1
XXXXXS2215180550,1
XXXXUS904678AW97,1
XXXXUS35906ABG22,1
XXXXUS46507MAE21,1
XXXXUS00185AAB08,1
XXXXUS90352JAC71,1
XXXXUS209111FM02,1
XXXXUS776743AN67,1
XXXXUS75524DAP50,1
XXXXXS1379107219,1
XXXXUS70450YAG89,1
XXXXUS341081FJ12,1
XXXXUS858912AF50,1
XXXXXS2166002076,1
XXXXXS2010324585,1
XXXXUS120568BB55,1
XXXXUSU57346AJ47,1
XXXXDE000NWB18M7,1
XXXXUS907818FG88,1
XXXXXS2109790001,1
XXXXUSU91505AN47,1
XXXXFR0014004016,1
XXXXUS48667QAP00,1
XXXXUS23304RAB15,1
XXXXUS78440PAE88,1
XXXXUS718549AH14,1
XXXXUS04685A2U49,1
XXXXUS87161CAL90,1
XXXXFR0010981746,1
XXXXUS11271LAE20,1
XXXXUS855244AQ29,1
XXXXXS1590568132,1
XXXXFR0013321080,1
XXXXXS1137512668,1
XXXXUS59524QAA31,1
XXXXUS485134BR00,1
XXXXUS961214EB57,1
XXXXUSN82008AU28,1
XXXXUS532457AZ17,1
XXXXXS1641623381,1
XXXXXS1634523754,1
XXXXUS037833CH12,1
XXXXUS38145GAH39,1
XXXXUS559080AG18,1
XXXXUS00084DAT72,1
XXXXNL0012650477,1
XXXXFI4000331004,1
XXXXXS2208277983,1
XXXXDE000LB2CTH0,1
XXXXUS362420AD35,1
XXXXUS55300RAA95,1
XXXXUS025816CA56,1
XXXXUS806854AD77,1
XXXXXS1949711094,1
XXXXUS373334KM26,1
XXXXUS09952AAC09,1
XXXXXS1568888777,1
XXXXUSV7780TAC72,1
XXXXUSP14517AA73,1
XXXXUS44107TAU07,1
XXXXUS24422EVC01,1
XXXXXS1624344542,1
XXXXUSN9836ZAA68,1
XXXXUSH4209UAT37,1
XXXXFR0000186413,1
XXXXUS651639AW68,1
XXXXUS45685EAG17,1
XXXXDE000A3H2VA6,1
XXXXUS037833EC07,1
XXXXXS1883352095,1
XXXXUS494550BJ49,1
XXXXUSU09513HX08,1
XXXXDE000A2TSTF5,1
XXXXUS254687FX90,1
XXXXUS50249AAE38,1
XXXXXS2230859469,1
XXXXXS0473964509,1
XXXXUS494550BL94,1
XXXXXS2366276595,1
XXXXXS2122922573,1
XXXXXS1072516690,1
XXXXXS2055647213,1
XXXXXS1679350014,1
XXXXUSY4935NAS37,1
XXXXUS156700BD72,1
XXXXUS539439AQ24,1
XXXXUS11041RAL24,1
XXXXUS26441CAS44,1
XXXXUS713448EM65,1
XXXXUS22411VAG32,1
XXXXXS0934983999,1
XXXXUS06406YAA01,1
XXXXXS1998797663,1
XXXXXS2342908949,1
XXXXUS42225UAD63,1
XXXXXS2229470146,1
XXXXXS1953255616,1
XXXXXS1322048619,1
XXXXDE000A2LQSH4,1
XXXXUS064159YN00,1
XXXXUSU29195AD36,1
XXXXXS2348591707,1
XXXXXS2286436451,1
XXXXXS2300292963,1
XXXXUS89114QCK22,1
XXXXUS55300RAG65,1
XXXXXS2171874519,1
XXXXDE000BLB6JA9,1
XXXXUS68902VAH06,1
XXXXUS87973RAV24,1
XXXXFR0014000PF1,1
XXXXUS747262AZ65,1
XXXXEU000A1U9936,1
XXXXUS907818EY04,1
XXXXXS2034629134,1
XXXXUS853254BN98,1
XXXXUS44106MAQ50,1
XXXXXS2011522914,1
XXXXUS97650WAG33,1
XXXXUS05526DAV73,1
XXXXFR0013141074,1
XXXXUS46513YJJ82,1
XXXXUSP9810XAB75,1
XXXXUS455780BZ83,1
XXXXXS1586385178,1
XXXXUSU2089PAD34,1
XXXXIT0001205589,1
XXXXUS21684AAC09,1
XXXXUSU75111AG60,1
XXXXUS68389XCE31,1
XXXXUS05252ACR05,1
XXXXUS74112BAL99,1
XXXXUS02665WDW82,1
XXXXUS29244UAF57,1
XXXXUS438516CA21,1
XXXXUS225401AM02,1
XXXXUS56585ABD37,1
XXXXFR0013342128,1
XXXXDE000A3KNQA0,1
XXXXEU000A1G0DD4,1
XXXXDE000A255CW0,1
XXXXUS45721RAC79,1
XXXXUS949746SA05,1
XXXXXS2052467110,1
XXXXUS74256LEJ44,1
XXXXUS00206RDK59,1
XXXXFR0013445137,1
XXXXUS92537VAA89,1
XXXXXS1090161875,1
XXXXXS1793297604,1
XXXXXS1567389728,1
XXXXPTRAACOM0013,1
XXXXNO0010981939,1
XXXXUSC8814PAG57,1
XXXXXS2114143758,1
XXXXDE000A1RQDW4,1
XXXXUS857524AB80,1
XXXXXS1523130984,1
XXXXFR0010804500,1
XXXXXS1725342288,1
XXXXUS632525AS04,1
XXXXXS0211898126,1
XXXXUS853254AK68,1
XXXXDE000MHB25J1,1
XXXXUS29135LAD29,1
XXXXXS2122990653,1
XXXXUS824348BL99,1
XXXXXS1195224552,1
XXXXXS1948752826,1
XXXXUS337738AQ13,1
XXXXXS1435031270,1
XXXXUSY39694AA51,1
XXXXUS906548CR12,1
XXXXUS455780CK06,1
XXXXUS38141GXA74,1
XXXXBE0000338476,1
XXXXEU000A1G0EB6,1
XXXXUSP73699BH55,1
XXXXUS22266LAF31,1
XXXXUS105756BF62,1
XXXXEU000A1Z99M6,1
XXXXUS80622GAC87,1
XXXXXS2248032653,1
XXXXUS10373QBG47,1
XXXXES0239140017,1
XXXXUS26442CAP95,1
XXXXUS38148BAD01,1
